program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
35;FIELD;semihonest;shamir;3;0.56;31;1;3;0.0481813;0.15;15;71;~198;0.683872;1.73046
35;FIELD;semihonest;shamir;3;0.40;20;1;6;0.116055;0.21;15;106;~717;0.802624;2.08384
35;FIELD;semihonest;shamir;3;0.39;21;1;9;0.28777;0.39;18;125;~1562;1.31626;4.26013
35;FIELD;malhonest;malicious-shamir;3;0.56;31;1;3;0.123713;0.22;23;89;~189;3.60715;10.5015
35;FIELD;malhonest;malicious-shamir;3;0.40;20;1;6;0.19767;0.29;23;135;~648;3.84264;11.2079
35;FIELD;malhonest;malicious-shamir;3;0.39;21;1;9;0.453692;0.55;23;142;~1411;7.42694;22.6008
35;RING;maldishonest;spdz2k;3;0.25;19;1;3;82.0068;82.19;1091;115;~37727;3719.2;11006.8
35;RING;maldishonest;spdz2k;3;0.25;18;1;6;82.3412;82.54;1087;116;~39791;3719.22;11006.8
35;RING;maldishonest;spdz2k;3;0.24;19;1;9;81.3444;81.51;1089;116;~43151;3719.25;11006.9
35;RING;semihonest;replicated-ring;3;0.25;19;1;3;0.0278403;0.11;15;66;~270;0.400574;0.96221
35;RING;semihonest;replicated-ring;3;0.25;18;1;6;0.100498;0.19;15;87;~786;0.405524;0.97706
35;RING;semihonest;replicated-ring;3;0.24;19;1;9;0.194241;0.28;15;111;~1626;0.41357;1.0012
35;BINARY;semihonest;ccd;3;0.62;24;1;3;0.0264104;0.08;12;105;NA;0.008262;NA
35;BINARY;semihonest;ccd;3;0.65;25;1;6;0.0741203;0.13;12;140;NA;0.025668;NA
35;BINARY;semihonest;ccd;3;0.72;26;1;9;0.155839;0.21;10;158;NA;0.052218;NA
35;BINARY;semihonest;replicated-bin;3;0.62;24;1;3;0.0312213;0.08;11;71;NA;0.004107;NA
35;BINARY;semihonest;replicated-bin;3;0.65;25;1;6;0.0479364;0.10;10;86;NA;0.012738;NA
35;BINARY;semihonest;replicated-bin;3;0.72;26;1;9;0.106998;0.16;10;105;NA;0.025941;NA
35;BINARY;semidishonest;yao;2;0.62;24;1;3;0.0197621;0.04;11;56;NA;0.123168;NA
35;BINARY;semidishonest;yao;2;0.65;25;1;6;0.0241316;0.05;13;64;NA;0.39264;NA
35;BINARY;semidishonest;yao;2;0.72;26;1;9;0.0376244;0.07;13;52;NA;0.808416;NA
35;BINARY;semidishonest;yaoO;2;0.62;24;1;3;0.00205071;0.04;10;66;NA;0;NA
35;BINARY;semidishonest;yaoO;2;0.65;25;1;6;0.00358639;0.04;10;77;NA;0;NA
35;BINARY;semidishonest;yaoO;2;0.72;26;1;9;0.0100608;0.05;11;78;NA;0;NA
