comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.46          233                1                  0    10       256       0         1         0         1         0         0         1500             81920       0           0           .001549      NA          .078213           .862365             .862365            .941000              1273          104
1.48          232                1                  0    10       256       0         1         0         1         0         0         1450             81920       0           0           .001544      NA          .074974           .892544             .892544            .968000              1273          98
1.47          233                1                  0    10       256       0         1         0         1         0         0         1400             81920       0           0           .001558      NA          .076997           .909593             .909593            1.004000             1273          97
1.47          233                1                  0    10       256       0         1         0         1         0         0         1350             81920       0           0           .001557      NA          .078325           .952539             .952539            1.038000             1273          95
1.48          233                1                  0    10       256       0         1         0         1         0         0         1300             81920       0           0           .001562      NA          .078985           .999408             .999408            1.081000             1273          91
1.43          233                1                  0    10       256       0         1         0         1         0         0         1250             81920       0           0           .001548      NA          .079512           1.020749            1.020749           1.121000             1273          89
1.45          233                1                  0    10       256       0         1         0         1         0         0         1200             81920       0           0           .001548      NA          .078524           1.100592            1.100592           1.169000             1274          84
1.44          234                1                  0    10       256       0         1         0         1         0         0         1150             81920       0           0           .001537      NA          .079208           1.113210            1.113209           1.210000             1273          82
1.46          232                1                  0    10       256       0         1         0         1         0         0         1100             81920       0           0           .001580      NA          .079482           1.192580            1.192580           1.263000             1273          79
1.48          233                1                  0    10       256       0         1         0         1         0         0         1050             81920       0           0           .001824      NA          .077507           1.241551            1.241551           1.322000             1273          74
1.47          233                1                  0    10       256       0         1         0         1         0         0         1000             81920       0           0           .001545      NA          .077385           1.318341            1.318341           1.383000             1273          70
1.48          233                1                  0    10       256       0         1         0         1         0         0         950              81920       0           0           .001562      NA          .079819           1.380739            1.380739           1.453000             1273          68
1.47          233                1                  0    10       256       0         1         0         1         0         0         900              81920       0           0           .001557      NA          .081468           1.425820            1.425820           1.536000             1273          66
1.48          234                1                  0    10       256       0         1         0         1         0         0         850              81920       0           0           .001546      NA          .082394           1.554107            1.554107           1.621000             1273          63
1.47          232                1                  0    10       256       0         1         0         1         0         0         800              81920       0           0           .001549      NA          .080916           1.624600            1.624600           1.716000             1273          59
1.47          232                1                  0    10       256       0         1         0         1         0         0         750              81920       0           0           .001543      NA          .082876           1.714669            1.714668           1.829000             1273          56
1.44          233                1                  0    10       256       0         1         0         1         0         0         700              81920       0           0           .001567      NA          .085149           1.879613            1.879612           1.957000             1273          54
1.47          232                1                  0    10       256       0         1         0         1         0         0         650              81920       0           0           .001543      NA          .084888           2.103760            2.103760           2.163000             1273          48
1.45          233                1                  0    10       256       0         1         0         1         0         0         600              81920       0           0           .001559      NA          .086503           2.224138            2.224137           2.273000             1273          47
1.48          234                1                  0    10       256       0         1         0         1         0         0         550              81920       0           0           .001568      NA          .095177           2.447881            2.447881           2.480000             1273          46
1.46          233                1                  0    10       256       0         1         0         1         0         0         500              81920       0           0           .001537      NA          .085477           2.683455            2.683454           2.725000             1273          39
1.47          232                1                  0    10       256       0         1         0         1         0         0         450              81920       0           0           .001551      NA          .088066           2.968770            2.968770           3.016000             1273          36
1.46          233                1                  0    10       256       0         1         0         1         0         0         400              81920       0           0           .001554      NA          .094737           3.360204            3.360204           3.393000             1273          34
1.47          232                1                  0    10       256       0         1         0         1         0         0         350              81920       0           0           .001230      NA          .070275           2.524227            2.524227           3.303000             1273          29
1.45          233                1                  0    10       256       0         1         0         1         0         0         300              81920       0           0           .001557      NA          .089504           4.379074            4.379074           4.500000             1273          24
1.43          233                1                  0    10       256       0         1         0         1         0         0         250              81920       0           0           .001532      NA          .089984           5.219018            5.219017           5.389000             1273          20
1.47          233                1                  0    10       256       0         1         0         1         0         0         200              81920       0           0           .001550      NA          .091157           6.561666            6.561666           6.736000             1273          16
1.46          233                1                  0    10       256       0         1         0         1         0         0         150              81920       0           0           .001540      NA          .094195           8.636820            8.636820           8.952000             1273          12
1.47          233                1                  0    10       256       0         1         0         1         0         0         100              81920       0           0           .001551      NA          .098251           13.320878           13.320878          13.409000            1273          8
1.44          233                1                  0    10       256       0         1         0         2         0         0         1500             81920       0           0           .001382      NA          .061582           1.521889            1.521889           1.828000             1278          44
1.47          232                1                  0    10       256       0         1         0         2         0         0         1450             81920       0           0           .001370      NA          .061402           1.634762            1.634762           1.892000             1278          43
1.44          233                1                  0    10       256       0         1         0         2         0         0         1400             81920       0           0           .001383      NA          .060517           1.630281            1.630280           1.954000             1278          41
1.46          233                1                  0    10       256       0         1         0         2         0         0         1350             81920       0           0           .001388      NA          .060337           1.747444            1.747444           2.024000             1277          39
1.47          233                1                  0    10       256       0         1         0         2         0         0         1300             81920       0           0           .002680      NA          .060775           1.722204            1.722204           2.101000             1278          39
1.46          233                1                  0    10       256       0         1         0         2         0         0         1250             81920       0           0           .001378      NA          .061443           1.822134            1.822134           2.184000             1278          37
1.45          233                1                  0    10       256       0         1         0         2         0         0         1200             81920       0           0           .001387      NA          .061470           1.936307            1.936307           2.271000             1278          36
1.42          233                1                  0    10       256       0         1         0         2         0         0         1150             81920       0           0           .001379      NA          .061395           1.861584            1.861584           2.370000             1278          34
1.42          232                1                  0    10       256       0         1         0         2         0         0         1100             81920       0           0           .001395      NA          .060554           2.022510            2.022510           2.473000             1278          32
1.44          232                1                  0    10       256       0         1         0         2         0         0         1050             81920       0           0           .001379      NA          .061994           2.168728            2.168728           2.593000             1277          31
1.46          233                1                  0    10       256       0         1         0         2         0         0         1000             81920       0           0           .001396      NA          .060691           2.201609            2.201609           2.720000             1278          29
1.46          233                1                  0    10       256       0         1         0         2         0         0         950              81920       0           0           .001372      NA          .061737           2.373380            2.373380           2.858000             1278          28
1.46          233                1                  0    10       256       0         1         0         2         0         0         900              81920       0           0           .001377      NA          .061281           2.376845            2.376845           3.018000             1278          26
1.45          232                1                  0    10       256       0         1         0         2         0         0         850              81920       0           0           .001398      NA          .062519           2.636437            2.636437           3.192000             1278          26
1.45          233                1                  0    10       256       0         1         0         2         0         0         800              81920       0           0           .001365      NA          .060824           2.809065            2.809065           3.388000             1278          23
1.45          233                1                  0    10       256       0         1         0         2         0         0         750              81920       0           0           .001386      NA          .063145           2.957111            2.957110           3.620000             1278          23
1.45          233                1                  0    10       256       0         1         0         2         0         0         700              81920       0           0           .001389      NA          .061337           3.243185            3.243185           3.869000             1278          21
1.47          232                1                  0    10       256       0         1         0         2         0         0         650              81920       0           0           .001386      NA          .062321           3.785339            3.785339           4.161000             1278          19
1.47          234                1                  0    10       256       0         1         0         2         0         0         600              81920       0           0           .001364      NA          .064420           4.079274            4.079273           4.508000             1278          18
1.46          233                1                  0    10       256       0         1         0         2         0         0         550              81920       0           0           .001393      NA          .062490           4.287121            4.287121           4.912000             1278          16
1.46          233                1                  0    10       256       0         1         0         2         0         0         500              81920       0           0           .001369      NA          .063270           5.164507            5.164507           5.397000             1278          15
1.47          233                1                  0    10       256       0         1         0         2         0         0         450              81920       0           0           .001382      NA          .065108           5.621637            5.621637           5.997000             1278          14
1.47          232                1                  0    10       256       0         1         0         2         0         0         400              81920       0           0           .001374      NA          .066880           6.454667            6.454667           6.741000             1278          12
1.42          232                1                  0    10       256       0         1         0         2         0         0         350              81920       0           0           .001248      NA          .062879           6.188578            6.188578           6.929000             1278          12
1.46          232                1                  0    10       256       0         1         0         2         0         0         300              81920       0           0           .001371      NA          .069085           8.003735            8.003735           8.975000             1278          9
1.46          231                1                  0    10       256       0         1         0         2         0         0         250              81920       0           0           .001374      NA          .069180           9.193547            9.193547           10.766000            1278          8
1.44          233                1                  0    10       256       0         1         0         2         0         0         200              81920       0           0           .001246      NA          .061888           10.480392           10.480392          13.339000            1278          6
1.42          233                1                  0    10       256       0         1         0         2         0         0         150              81920       0           0           .001369      NA          .073570           16.075233           16.075233          17.915000            1278          5
1.46          231                1                  0    10       256       0         1         0         2         0         0         100              81920       0           0           .001238      NA          .062175           18.228193           18.228193          24.223000            1278          3
1.46          232                1                  0    10       256       0         1         0         3         0         0         1500             81920       0           0           .000372      NA          .035035           1.560786            1.560786           1.976000             800           27
1.46          232                1                  0    10       256       0         1         0         3         0         0         1450             81920       0           0           .000370      NA          .035045           1.577094            1.577094           1.995000             800           26
1.44          232                1                  0    10       256       0         1         0         3         0         0         1400             81920       0           0           .000369      NA          .035211           1.671207            1.671207           2.160000             800           25
1.45          232                1                  0    10       256       0         1         0         3         0         0         1350             81920       0           0           .000369      NA          .035211           1.748850            1.748850           2.146000             800           25
1.45          232                1                  0    10       256       0         1         0         3         0         0         1300             81920       0           0           .000370      NA          .035456           1.802699            1.802699           2.226000             800           24
1.46          232                1                  0    10       256       0         1         0         3         0         0         1250             81920       0           0           .000372      NA          .035210           1.880861            1.880860           2.343000             800           22
1.44          231                1                  0    10       256       0         1         0         3         0         0         1200             81920       0           0           .000370      NA          .035197           1.965010            1.965010           2.406000             800           22
1.44          232                1                  0    10       256       0         1         0         3         0         0         1150             81920       0           0           .000369      NA          .035173           2.328240            2.328240           2.616000             800           20
1.46          231                1                  0    10       256       0         1         0         3         0         0         1100             81920       0           0           .000369      NA          .035675           2.193426            2.193426           2.655000             800           20
1.46          231                1                  0    10       256       0         1         0         3         0         0         1050             81920       0           0           .000370      NA          .035405           2.381357            2.381357           2.806000             800           19
1.46          232                1                  0    10       256       0         1         0         3         0         0         1000             81920       0           0           .000370      NA          .035447           2.410492            2.410492           2.960000             800           18
1.46          232                1                  0    10       256       0         1         0         3         0         0         950              81920       0           0           .000372      NA          .035669           2.558821            2.558821           3.048000             800           17
1.45          231                1                  0    10       256       0         1         0         3         0         0         900              81920       0           0           .000369      NA          .035411           2.490883            2.490883           3.231000             804           16
1.40          232                1                  0    10       256       0         1         0         3         0         0         850              81920       0           0           .000372      NA          .035717           2.606122            2.606122           3.447000             800           15
1.43          234                1                  0    10       256       0         1         0         3         0         0         800              81920       0           0           .000372      NA          .035848           2.768700            2.768700           3.653000             800           14
