comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.39;213;1;0;6;512;2;1;0;1;0;0;1500;81920;0;0;.000253;NA;.006861;.026945;.026945;.031666;33;144
1.40;214;1;0;6;512;2;1;0;1;0;0;300;81920;0;0;.000222;NA;.011187;.128923;.128922;.143333;33;49
1.60;214;1;0;6;512;2;1;0;2;0;0;1500;81920;0;0;.000199;NA;.003479;.023926;.023926;.030000;23;82
1.59;212;1;0;6;512;2;1;0;2;0;0;300;81920;0;0;.000178;NA;.006856;.127660;.127660;.141666;22;31
1.64;212;1;0;6;512;2;1;0;3;0;0;1500;81920;0;0;.000131;NA;.001370;.001256;.001255;.003333;12;317
1.30;212;1;0;6;512;2;1;0;3;0;0;300;81920;0;0;.000130;NA;.001198;.001088;.001088;.005000;12;222
1.59;212;1;0;6;512;2;1;0;4;0;0;1500;81920;0;0;.000171;NA;.001840;.001719;.001719;.006666;17;276
1.42;212;1;0;6;512;2;1;0;4;0;0;300;81920;0;0;.000121;NA;.001828;.001697;.001697;.006666;17;258
1.38;213;1;0;6;512;2;1;0;5;0;0;1500;81920;0;0;.000100;NA;.001648;.001504;.001504;.003333;18;327
1.41;211;1;0;6;512;2;1;0;5;0;0;300;81920;0;0;.000091;NA;.001666;.001554;.001554;.003333;17;351
1.50;211;1;0;6;512;2;1;0;6;0;0;1500;81920;0;0;.000014;NA;.000756;.000618;.000618;.001666;7;335
1.56;211;1;0;6;512;2;1;0;6;0;0;300;81920;0;0;.000017;NA;.000624;.000518;.000518;.001666;7;281
