program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.35;28;1;4;0.0174702;0.10;15;56;~38;0.648352;1.13651
31;FIELD;semihonest;shamir;3;0.17;18;1;6;0.0219064;0.11;15;62;~54;0.652512;1.14474
31;FIELD;semihonest;shamir;3;0.17;18;1;8;0.0205798;0.10;15;61;~70;0.656672;1.15296
31;FIELD;semihonest;shamir;3;0.18;18;1;10;0.0243003;0.11;15;61;~86;0.660832;1.16118
31;FIELD;semihonest;shamir;3;0.17;17;1;12;0.0290437;0.12;15;68;~102;0.664992;1.16941
31;FIELD;semihonest;shamir;3;0.17;18;1;14;0.0274349;0.12;15;63;~118;0.669152;1.17763
31;FIELD;malhonest;malicious-shamir;3;0.35;28;1;4;0.120777;0.22;24;86;~50;3.53675;8.21002
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;6;0.123174;0.21;24;93;~64;3.54494;8.23446
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;8;0.153264;0.23;21;83;~78;3.55314;8.25891
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;10;0.0890898;0.18;24;95;~92;3.56133;8.28336
31;FIELD;malhonest;malicious-shamir;3;0.17;17;1;12;0.0882798;0.17;21;97;~106;3.56952;8.30781
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;14;0.109195;0.19;21;91;~120;3.57771;8.33226
31;RING;semihonest;replicated-ring;3;0.18;18;1;4;0.0123774;0.10;15;45;~35;0.082488;0.247408
31;RING;semihonest;replicated-ring;3;0.18;18;1;6;0.0147525;0.12;17;47;~49;0.083528;0.250496
31;RING;semihonest;replicated-ring;3;0.17;18;1;8;0.0142879;0.10;15;53;~63;0.084568;0.253584
31;RING;semihonest;replicated-ring;3;0.17;18;1;10;0.0138407;0.10;15;56;~77;0.085608;0.256672
31;RING;semihonest;replicated-ring;3;0.18;18;1;12;0.0131658;0.10;15;51;~91;0.086648;0.25976
31;RING;semihonest;replicated-ring;3;0.17;18;1;14;0.0146042;0.10;15;58;~105;0.087688;0.262848
