comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.45;226;1;64;1;0;4;512;1;0;0.000136;0.000902;0.000754;0.002465;0.002464;0.01;5;56
1.46;226;1;64;1;0;4;1024;1;0;0.000718;0.002005;0.001026;0.003561;0.003560;0.01;7;61
1.45;227;1;64;1;0;4;1536;1;0;0.000523;0.002217;0.001227;0.004410;0.004410;0.02;9;61
1.46;227;1;64;1;0;4;2048;1;0;0.001514;0.004075;0.001499;0.005593;0.005592;0.02;10;80
1.45;227;1;64;1;0;4;2560;1;0;0.001976;0.005341;0.001952;0.006637;0.006637;0.02;12;80
1.44;227;1;64;1;0;4;3072;1;0;0.001019;0.004384;0.001336;0.007659;0.007659;0.02;14;51
1.39;227;1;64;1;0;4;3584;1;0;0.002718;0.006543;0.002654;0.009144;0.009143;0.03;16;78
1.46;226;1;64;1;0;4;4096;1;0;0.003265;0.008188;0.002862;0.010803;0.010803;0.04;17;69
1.45;226;1;64;1;0;4;4608;1;0;0.003446;0.008668;0.002856;0.011316;0.011315;0.04;19;69
1.47;227;1;64;1;0;4;5120;1;0;0.003597;0.009527;0.002611;0.011061;0.011060;0.05;21;69
1.45;227;1;64;1;0;4;5632;1;0;0.004266;0.009786;0.003112;0.012407;0.012406;0.05;23;74
1.45;227;1;64;1;0;4;6144;1;0;0.002009;0.004898;0.002520;0.015067;0.015066;0.04;24;57
1.44;226;1;64;1;0;4;6656;1;0;0.004602;0.011904;0.004594;0.016487;0.016486;0.06;26;73
1.46;226;1;64;1;0;4;7168;1;0;0.004817;0.012070;0.004000;0.016038;0.016037;0.07;28;69
1.45;226;1;64;1;0;4;7680;1;0;0.005238;0.012691;0.004204;0.017774;0.017774;0.06;30;73
1.42;225;1;64;1;0;4;8192;1;0;0.005568;0.014063;0.004480;0.021091;0.021090;0.07;31;72
1.46;231;1;128;1;0;4;512;1;0;0.000578;0.001724;0.001025;0.004074;0.004073;0.02;7;52
1.46;231;1;128;1;0;4;1024;1;0;0.000567;0.001709;0.001276;0.005500;0.005499;0.02;10;54
1.47;230;1;128;1;0;4;1536;1;0;0.001771;0.005081;0.001988;0.006260;0.006260;0.03;14;80
1.50;230;1;128;1;0;4;2048;1;0;0.002297;0.005834;0.002633;0.007451;0.007451;0.03;17;83
1.49;230;1;128;1;0;4;2560;1;0;0.002964;0.006786;0.003105;0.010169;0.010168;0.05;21;70
1.48;231;1;128;1;0;4;3072;1;0;0.003626;0.007904;0.003715;0.012350;0.012350;0.05;24;80
1.45;231;1;128;1;0;4;3584;1;0;0.003915;0.009488;0.004492;0.012678;0.012677;0.06;28;81
1.50;231;1;128;1;0;4;4096;1;0;0.004565;0.010915;0.004151;0.014814;0.014814;0.06;31;81
1.47;231;1;128;1;0;4;4608;1;0;0.002427;0.005191;0.004245;0.016426;0.016425;0.07;35;56
1.49;232;1;128;1;0;4;5120;1;0;0.005455;0.012543;0.002569;0.018850;0.018850;0.08;38;77
1.50;230;1;128;1;0;4;5632;1;0;0.005774;0.010161;0.002614;0.019629;0.019628;0.08;42;75
1.49;230;1;128;1;0;4;6144;1;0;0.006509;0.006597;0.002790;0.016183;0.016183;0.08;45;79
1.47;230;1;128;1;0;4;6656;1;0;0.006066;0.007263;0.002763;0.018790;0.018790;0.09;49;73
1.48;232;1;128;1;0;4;7168;1;0;0.006422;0.007213;0.003212;0.019549;0.019549;0.09;52;74
1.50;231;1;128;1;0;4;7680;1;0;0.004746;0.007732;0.003070;0.021180;0.021180;0.09;56;78
1.46;231;1;128;1;0;4;8192;1;0;0.004969;0.007995;0.003397;0.022987;0.022986;0.10;59;79
