nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;freqs;quotas;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;2.3;120;400;41.9829;391;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;2.3;120;450;47.1643;390;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;2.3;120;500;51.8281;391;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;2.3;60;10;5.54504;375;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;2.3;60;50;14.2936;380;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;2.3;60;100;24.3309;383;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;2.3;60;150;33.9854;381;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;2.3;60;200;44.2732;387;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;2.3;60;250;53.5762;386;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;2.3;60;300;64.6406;391;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;2.3;60;350;75.6978;390;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;2.3;60;400;86.3981;388;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;2.3;60;450;96.5247;389;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;2.3;60;500;107.095;389;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;2;240;10;2.10421;381;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;2;240;50;5.31976;384;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;2;240;100;8.72756;385;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;2;240;150;12.3497;388;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;2;240;200;15.9193;380;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;2;240;250;20.0393;389;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;2;240;300;23.6562;387;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;2;240;350;27.6833;387;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;2;240;400;31.6786;391;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;2;240;450;34.7868;390;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;2;240;500;38.6533;392;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;2;180;10;2.22304;383;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;2;180;50;5.5439;382;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;2;180;100;9.25555;386;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;2;180;150;13.1876;385;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;2;180;200;16.7952;385;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;2;180;250;20.6045;388;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;2;180;300;25.0614;392;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;2;180;350;28.779;390;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;2;180;400;32.4931;394;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;2;180;450;37.3188;392;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;2;180;500;40.8082;390;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;2;120;10;3.24464;383;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;2;120;50;8.06391;382;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;2;120;100;13.617;385;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;2;120;150;19.2252;385;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;2;120;200;24.9321;387;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;2;120;250;30.0879;389;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;2;120;300;36.1445;387;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;2;120;350;42.2533;391;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;2;120;400;48.055;388;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;2;120;450;53.8439;392;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;2;120;500;59.1527;392;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;2;60;10;6.51112;381;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;2;60;50;16.1124;383;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;2;60;100;27.7968;383;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;2;60;150;39.3232;385;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;2;60;200;50.5735;388;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;2;60;250;61.5391;391;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;2;60;300;73.2833;389;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;2;60;350;86.5421;394;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;2;60;400;98.7081;390;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;2;60;450;109.843;392;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;2;60;500;130.943;394;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;1.7;240;10;2.46952;380;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;1.7;240;50;6.11409;384;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;1.7;240;100;10.2656;382;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;1.7;240;150;14.2604;385;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;1.7;240;200;18.8524;387;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;1.7;240;250;22.3624;389;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;1.7;240;300;27.3457;387;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;1.7;240;350;31.7463;388;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;1.7;240;400;36.2428;393;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;1.7;240;450;40.2707;392;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;1.7;240;500;45.5186;392;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;1.7;180;10;2.57989;377;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;1.7;180;50;6.4713;382;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;1.7;180;100;10.7468;380;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;1.7;180;150;15.1004;385;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;1.7;180;200;19.1752;385;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;1.7;180;250;24.0823;382;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;1.7;180;300;28.7954;387;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;1.7;180;350;33.68;387;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;1.7;180;400;38.1144;388;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;1.7;180;450;42.4854;391;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;1.7;180;500;45.7082;391;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;1.7;120;10;3.71759;380;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;1.7;120;50;9.3307;383;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;1.7;120;100;15.753;381;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;1.7;120;150;22.1811;387;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;1.7;120;200;28.7175;386;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;1.7;120;250;35.0324;389;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;1.7;120;300;42.7733;386;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;1.7;120;350;48.8311;390;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;1.7;120;400;55.9644;391;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;1.7;120;450;62.3292;394;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;1.7;120;500;67.9002;391;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;16;1.7;60;10;7.30113;382;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;16;1.7;60;50;18.7457;383;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;16;1.7;60;100;31.832;385;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;16;1.7;60;150;45.3254;386;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;16;1.7;60;200;57.6298;386;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;16;1.7;60;250;70.93;388;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;16;1.7;60;300;86.8212;387;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;16;1.7;60;350;100.808;396;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;16;1.7;60;400;113.237;390;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;16;1.7;60;450;125.394;390;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;16;1.7;60;500;136.441;389;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;4;2.6;240;10;1.73789;378;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;4;2.6;240;50;4.28318;378;~1780;492.572;1435.84
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;10400;6300;704;4;2.6;240;100;7.23258;381;~3428;853.872;2518.96
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;15600;9450;1054;4;2.6;240;150;10.1879;379;~5076;1215.17;3602.07
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;20800;12600;1404;4;2.6;240;200;13.1703;387;~6724;1576.47;4685.19
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;26000;15750;1754;4;2.6;240;250;16.0776;382;~8372;1937.77;5768.31
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;31200;18900;2104;4;2.6;240;300;19.3992;383;~10054;2344.23;6986.81
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;36400;22050;2454;4;2.6;240;350;22.6682;384;~11728;2750.63;8205.18
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;41600;25200;2804;4;2.6;240;400;25.5467;386;~13376;3111.93;9288.3
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;46800;28350;3154;4;2.6;240;450;28.5246;389;~15024;3473.23;10371.4
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;52000;31500;3504;4;2.6;240;500;31.7285;387;~16672;3834.53;11454.5
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;1040;630;74;4;2.6;180;10;1.80173;376;~446;176.474;488.193
valga,tapa,rapla;31_scalable_search;FIELD;maldishonest;mascot;5200;3150;354;4;2.6;180;50;4.5425;378;~1780;492.572;1435.84
