comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.70          228                1                  1    1        256       0         1         0         1         0         0         25000            40960       0           0           0.015003     NA          0.696289          0.425191            0.425190           0.58                 642           147
0.02          3                  1                  1    1        256       0         1         0         1         0         0         25000            40960       0           1           .002393      NA          .135013           .085595             .085594            .115000              642           837
1.59          228                1                  1    1        256       0         1         0         1         0         0         24500            40960       0           0           0.014912     NA          0.719641          0.479385            0.479384           0.63                 642           135
0.01          3                  1                  1    1        256       0         1         0         1         0         0         24500            40960       0           1           .002075      NA          .133669           .084871             .084871            .118333              642           794
1.65          227                1                  1    1        256       0         1         0         1         0         0         24000            40960       0           0           0.014871     NA          0.861844          0.506882            0.506881           0.66                 642           153
0.02          3                  1                  1    1        256       0         1         0         1         0         0         24000            40960       0           1           .002232      NA          .132345           .086733             .086733            .116666              642           802
1.72          227                1                  1    1        256       0         1         0         1         0         0         23500            40960       0           0           0.015120     NA          0.831121          0.513042            0.513041           0.66                 642           148
0.02          3                  1                  1    1        256       0         1         0         1         0         0         23500            40960       0           1           .002091      NA          .126487           .078169             .078169            .108333              642           825
1.74          228                1                  1    1        256       0         1         0         1         0         0         23000            40960       0           0           0.015008     NA          0.832645          0.521576            0.521575           0.68                 642           144
0.02          3                  1                  1    1        256       0         1         0         1         0         0         23000            40960       0           1           .002356      NA          .130573           .079440             .079440            .108333              642           855
1.71          228                1                  1    1        256       0         1         0         1         0         0         22500            40960       0           0           0.010027     NA          0.702055          0.508031            0.508031           0.65                 642           124
0.02          3                  1                  1    1        256       0         1         0         1         0         0         22500            40960       0           1           .002350      NA          .130596           .083082             .083082            .111666              642           833
1.58          228                1                  1    1        256       0         1         0         1         0         0         22000            40960       0           0           0.014899     NA          0.815105          0.495985            0.495984           0.66                 642           145
0.02          3                  1                  1    1        256       0         1         0         1         0         0         22000            40960       0           1           .001949      NA          .131422           .080093             .080093            .108333              642           854
1.83          228                1                  1    1        256       0         1         0         1         0         0         21500            40960       0           0           0.015063     NA          0.822239          0.512413            0.512412           0.66                 642           146
0.02          3                  1                  1    1        256       0         1         0         1         0         0         21500            40960       0           1           .002350      NA          .132746           .080449             .080449            .108333              642           863
1.58          228                1                  1    1        256       0         1         0         1         0         0         21000            40960       0           0           0.015075     NA          0.827380          0.521069            0.521068           0.68                 642           144
0.02          3                  1                  1    1        256       0         1         0         1         0         0         21000            40960       0           1           .002355      NA          .128359           .079547             .079547            .108333              642           847
1.60          229                1                  1    1        256       0         1         0         1         0         0         20500            40960       0           0           0.009927     NA          0.704787          0.465654            0.465653           0.62                 642           134
0.02          3                  1                  1    1        256       0         1         0         1         0         0         20500            40960       0           1           .002092      NA          .130634           .079327             .079327            .106666              642           868
1.47          227                1                  1    1        256       0         1         0         1         0         0         20000            40960       0           0           0.014949     NA          0.776870          0.511788            0.511788           0.66                 642           139
0.02          3                  1                  1    1        256       0         1         0         1         0         0         20000            40960       0           1           .002366      NA          .135800           .082108             .082108            .110000              642           876
