nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;26;3;240;5;0.00333416;13;~26;0.0016;0.0048
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;101;3;240;10;0.00754174;14;~101;0.0064;0.0192
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;226;3;240;15;0.0148236;14;~226;0.0144;0.0432
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;401;3;240;20;0.0253194;14;~401;0.0256;0.0768
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;626;3;240;25;0.0414725;16;~626;0.04;0.12
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;901;3;240;30;0.0550672;14;~901;0.0576;0.1728
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;1226;3;240;35;0.0736475;15;~1226;0.0784;0.2352
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;1601;3;240;40;0.102216;15;~1601;0.1024;0.3072
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;2026;3;240;45;0.121637;17;~2026;0.1296;0.3888
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;2501;3;240;50;0.156548;15;~2501;0.16;0.48
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;3026;3;240;55;0.181834;15;~3026;0.1936;0.5808
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;3601;3;240;60;0.233298;17;~3601;0.2304;0.6912
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;4226;3;240;65;0.241578;16;~4226;0.2704;0.8112
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;5;0.00333144;14;~26;0.0016;0.0048
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;10;0.00788746;12;~101;0.0064;0.0192
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;15;0.0157999;16;~226;0.0144;0.0432
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;20;0.0244873;17;~401;0.0256;0.0768
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;25;0.0393654;14;~626;0.04;0.12
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;30;0.0596879;15;~901;0.0576;0.1728
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;35;0.0815221;16;~1226;0.0784;0.2352
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;40;0.10748;17;~1601;0.1024;0.3072
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;45;0.131768;14;~2026;0.1296;0.3888
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;50;0.170489;15;~2501;0.16;0.48
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;55;0.198834;15;~3026;0.1936;0.5808
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;60;0.239719;15;~3601;0.2304;0.6912
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;180;65;0.279834;16;~4226;0.2704;0.8112
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;5;0.00338431;15;~26;0.0016;0.0048
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;10;0.0075431;14;~101;0.0064;0.0192
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;15;0.0163404;14;~226;0.0144;0.0432
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;20;0.0250474;15;~401;0.0256;0.0768
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;25;0.0413534;16;~626;0.04;0.12
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;30;0.0566743;14;~901;0.0576;0.1728
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;35;0.107271;15;~1226;0.0784;0.2352
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;40;0.13406;15;~1601;0.1024;0.3072
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;45;0.164265;15;~2026;0.1296;0.3888
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;50;0.189254;17;~2501;0.16;0.48
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;55;0.252929;15;~3026;0.1936;0.5808
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;60;0.345567;15;~3601;0.2304;0.6912
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;140;65;0.332237;16;~4226;0.2704;0.8112
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;5;0.00342479;15;~26;0.0016;0.0048
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;10;0.00848155;14;~101;0.0064;0.0192
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;15;0.0152167;14;~226;0.0144;0.0432
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;20;0.0272973;15;~401;0.0256;0.0768
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;25;0.067411;16;~626;0.04;0.12
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;30;0.057045;14;~901;0.0576;0.1728
todd,ned,rod;32_matrix_add;FIELD;malhonest;malicious-shamir;NA;NA;NA;3;100;35;0.099266;14;~1226;0.0784;0.2352
