nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;freqs;quotas;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2.6;80;1400;37.4004;63;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2.6;80;1600;43.7829;62;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2.6;80;1800;47.9017;62;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2.6;80;2000;54.4842;62;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2.3;800;10;0.463944;63;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2.3;800;200;5.00194;63;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2.3;800;400;10.1014;64;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2.3;800;600;14.757;65;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2.3;800;800;19.6603;62;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2.3;800;1000;24.4858;63;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2.3;800;1200;29.2032;63;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2.3;800;1400;34.3811;65;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2.3;800;1600;39.1167;61;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2.3;800;1800;44.0423;62;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2.3;800;2000;48.6863;62;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2.3;400;10;0.501383;63;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2.3;400;200;5.44381;64;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2.3;400;400;9.94897;61;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2.3;400;600;14.7296;63;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2.3;400;800;19.7329;65;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2.3;400;1000;26.6418;63;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2.3;400;1200;29.3612;61;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2.3;400;1400;34.0092;63;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2.3;400;1600;42.4873;62;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2.3;400;1800;48.1066;61;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2.3;400;2000;53.1177;63;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2.3;320;10;0.49508;62;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2.3;320;200;4.96422;61;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2.3;320;400;10.8486;63;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2.3;320;600;14.8152;62;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2.3;320;800;19.7473;64;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2.3;320;1000;26.5889;62;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2.3;320;1200;32.1108;63;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2.3;320;1400;34.2382;63;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2.3;320;1600;39.0691;63;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2.3;320;1800;48.2455;62;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2.3;320;2000;48.6872;64;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2.3;240;10;0.458455;63;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2.3;240;200;4.9898;63;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2.3;240;400;9.99362;63;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2.3;240;600;14.7458;64;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2.3;240;800;19.6576;62;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2.3;240;1000;24.4178;61;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2.3;240;1200;29.3449;63;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2.3;240;1400;38.2164;63;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2.3;240;1600;39.0063;63;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2.3;240;1800;44.1761;65;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2.3;240;2000;48.8918;61;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2.3;160;10;0.46083;64;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2.3;160;200;5.45355;63;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2.3;160;400;10.8482;62;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2.3;160;600;14.808;62;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2.3;160;800;21.5146;61;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2.3;160;1000;26.6443;62;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2.3;160;1200;29.353;61;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2.3;160;1400;37.2209;63;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2.3;160;1600;38.9691;61;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2.3;160;1800;48.1392;64;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2.3;160;2000;48.7289;64;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2.3;80;10;0.671691;64;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2.3;80;200;5.71637;62;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2.3;80;400;11.2105;62;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2.3;80;600;16.5656;63;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2.3;80;800;22.0998;63;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2.3;80;1000;27.315;63;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2.3;80;1200;32.7178;59;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2.3;80;1400;38.5334;61;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2.3;80;1600;42.6223;64;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2.3;80;1800;49.317;62;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2.3;80;2000;54.4035;62;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2;800;10;0.520309;62;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2;800;200;5.191;64;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2;800;400;10.3056;63;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2;800;600;16.6121;62;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2;800;800;20.6116;63;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2;800;1000;27.3145;62;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2;800;1200;30.4013;63;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2;800;1400;38.4807;64;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2;800;1600;45.5871;63;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2;800;1800;45.6282;63;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2;800;2000;50.4591;64;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2;400;10;0.476423;65;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2;400;200;5.20891;63;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2;400;400;10.2982;63;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2;400;600;16.5603;64;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2;400;800;22.1213;62;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2;400;1000;25.3694;62;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2;400;1200;30.4793;64;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2;400;1400;35.5937;62;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2;400;1600;40.7413;63;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2;400;1800;51.6228;61;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2;400;2000;50.6942;62;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2;320;10;0.523522;62;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2;320;200;5.59882;61;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2;320;400;11.2399;64;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2;320;600;15.5421;64;~17716;834.709;2497.64
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;83200;50400;5604;8;2;320;800;20.4673;63;~23620;1115.68;3338.38
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;104000;63000;7004;8;2;320;1000;25.2963;63;~29508;1380.18;4129.8
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;124800;75600;8404;8;2;320;1200;30.5914;62;~35412;1661.15;4970.55
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;145600;88200;9804;8;2;320;1400;35.4658;63;~41316;1942.12;5811.29
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;166400;100800;11204;8;2;320;1600;40.518;63;~47216;2214.89;6627.44
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;187200;113400;12604;8;2;320;1800;45.5577;63;~53120;2495.86;7468.18
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;208000;126000;14004;8;2;320;2000;50.478;63;~59008;2760.37;8259.6
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;1040;630;74;8;2;240;10;0.477446;62;~316;24.7696;74.1397
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;20800;12600;1404;8;2;240;200;5.24433;64;~5912;280.97;840.746
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;41600;25200;2804;8;2;240;400;10.3192;64;~11816;561.939;1681.49
bitcoin,bitcoincash,bitcoingold;31_scalable_search;FIELD;semidishonest;semi;62400;37800;4204;8;2;240;600;16.6196;61;~17716;834.709;2497.64
