comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.99;232;1;8;1;0;1;4096;0;0;0.002546;NA;0.009956;0.013877;0.013876;0.02;5;69
2.95;231;1;8;1;0;2;4096;0;0;0.003846;NA;0.011598;0.018836;0.018835;0.02;6;73
2.88;231;1;8;1;0;3;4096;0;0;0.003741;NA;0.008301;0.017879;0.017878;0.03;5;54
2.86;231;1;8;1;0;4;4096;0;0;0.002710;NA;0.008264;0.014538;0.014537;0.02;5;75
2.88;232;1;8;1;0;5;4096;0;0;0.003759;NA;0.009928;0.016464;0.016463;0.02;5;71
2.89;230;1;8;1;0;6;4096;0;0;0.001966;NA;0.003964;0.005880;0.005879;0.01;5;85
3.11;233;1;64;1;0;1;4096;0;0;0.003949;NA;0.028631;0.054459;0.054458;0.07;19;66
3.06;232;1;64;1;0;2;4096;0;0;0.007176;NA;0.027236;0.073401;0.073400;0.10;21;53
2.96;230;1;64;1;0;3;4096;0;0;0.005362;NA;0.012413;0.071462;0.071461;0.09;15;32
2.97;230;1;64;1;0;4;4096;0;0;0.004943;NA;0.013288;0.061053;0.061052;0.08;15;42
2.99;233;1;64;1;0;5;4096;0;0;0.006226;NA;0.017391;0.068779;0.068778;0.09;17;44
3.00;231;1;64;1;0;6;4096;0;0;0.002758;NA;0.007422;0.024637;0.024636;0.04;13;60
