nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;2590;652;8;3;10;0.0352764;11;NA;0.003366;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;51800;13002;8;3;200;0.638055;14;NA;0.066256;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;103600;26002;8;3;400;1.41783;20;NA;0.132456;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;155400;39002;8;3;600;1.88822;23;NA;0.198656;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;207200;52002;8;3;800;2.64649;25;NA;0.264856;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;259000;65004;8;3;1000;3.33563;25;NA;0.331088;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;310800;78004;8;3;1200;3.94028;26;NA;0.397288;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;362600;91005;8;3;1400;4.81513;26;NA;0.463504;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;414400;104005;8;3;1600;5.1941;29;NA;0.529704;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;466200;117005;8;3;1800;5.81217;28;NA;0.595904;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;518000;130006;8;3;2000;6.23878;28;NA;0.66212;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;2590;652;8;2.2;10;0.0341581;9;NA;0.003366;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;51800;13002;8;2.2;200;0.695659;15;NA;0.066256;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;103600;26002;8;2.2;400;1.22659;19;NA;0.132456;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;155400;39002;8;2.2;600;1.95213;23;NA;0.198656;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;replicated-bin;NA;207200;52002;8;2.2;800;2.86883;25;NA;0.264856;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;2590;652;8;3;10;0.036811;10;NA;0.007164;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;51800;13002;8;3;200;0.686991;17;NA;0.142064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;103600;26002;8;3;400;1.39791;22;NA;0.284064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;155400;39002;8;3;600;2.10291;25;NA;0.426064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;207200;52002;8;3;800;2.79979;31;NA;0.568064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;259000;65004;8;3;1000;3.38874;30;NA;0.710064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;310800;78004;8;3;1200;4.04746;30;NA;0.852064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;362600;91005;8;3;1400;4.75404;33;NA;0.994064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;414400;104005;8;3;1600;5.48007;32;NA;1.13606;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;466200;117005;8;3;1800;6.09204;37;NA;1.27806;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;518000;130006;8;3;2000;6.88686;35;NA;1.42006;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;2590;652;8;2.2;10;0.0364892;12;NA;0.007164;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;51800;13002;8;2.2;200;0.688886;17;NA;0.142064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;103600;26002;8;2.2;400;1.39637;20;NA;0.284064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;155400;39002;8;2.2;600;2.1106;25;NA;0.426064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;ccd;NA;207200;52002;8;2.2;800;2.75831;28;NA;0.568064;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;2590;652;8;3;10;0.200117;22;NA;3.58134;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;51800;13002;8;3;200;3.86615;247;NA;66.3506;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;103600;26002;8;3;400;7.89166;479;NA;132.373;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;155400;39002;8;3;600;13.0163;661;NA;198.715;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;207200;52002;8;3;800;16.7508;885;NA;264.738;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;259000;65004;8;3;1000;18.747;1056;NA;330.76;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;310800;78004;8;3;1200;24.2732;1242;NA;397.103;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;362600;91005;8;3;1400;27.6327;1492;NA;463.445;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;414400;104005;8;3;1600;30.6255;1678;NA;529.467;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;466200;117005;8;3;1800;37.3088;1624;NA;595.49;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;518000;130006;8;3;2000;39.8313;1580;NA;661.832;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;2590;652;8;2.2;10;0.262193;22;NA;3.58134;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;51800;13002;8;2.2;200;4.06614;246;NA;66.3506;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;103600;26002;8;2.2;400;8.12013;476;NA;132.373;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;155400;39002;8;2.2;600;11.211;662;NA;198.715;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;shamir-bmr;NA;207200;52002;8;2.2;800;15.8739;888;NA;264.738;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;2590;652;8;3;10;0.0993095;19;NA;1.62013;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;51800;13002;8;3;200;1.78175;195;NA;32.3424;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;103600;26002;8;3;400;3.86307;359;NA;64.6816;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;155400;39002;8;3;600;5.35996;517;NA;97.0208;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;207200;52002;8;3;800;7.68596;691;NA;129.36;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;259000;65004;8;3;1000;8.80841;816;NA;161.699;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;310800;78004;8;3;1200;11.6792;962;NA;194.038;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;362600;91005;8;3;1400;13.2781;1158;NA;226.378;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;414400;104005;8;3;1600;14.4093;1296;NA;258.717;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;466200;117005;8;3;1800;17.2147;1241;NA;291.056;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;518000;130006;8;3;2000;18.6105;1219;NA;323.395;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;2590;652;8;2.2;10;0.109929;21;NA;1.62013;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;51800;13002;8;2.2;200;1.89189;188;NA;32.3424;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;103600;26002;8;2.2;400;4.02908;357;NA;64.6816;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;155400;39002;8;2.2;600;6.01774;514;NA;97.0208;NA
dogecoin,dogecoincash,dogecoingold;31_scalable_search;BINARY;semihonest;rep-bmr;NA;207200;52002;8;2.2;800;7.41539;688;NA;129.36;NA
