comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.46          232                1                  256       1         0         2         40             4096        0           0           0.003631     NA          0.034768          4.614357            4.614356           4.79                 75            1
1.45          232                1                  256       1         0         2         40             8192        0           0           0.007480     NA          0.055836          7.152823            7.152823           7.35                 147           1
1.44          231                1                  256       1         0         2         60             1024        0           0           0.002501     NA          0.013763          4.547201            4.547199           4.74                 21            0
1.46          232                1                  256       1         0         2         60             4096        0           0           0.008269     NA          0.030303          7.053524            7.053522           7.29                 77            1
1.46          232                1                  256       1         0         2         60             8192        0           0           0.007609     NA          0.054190          11.237119           11.237118          11.49                147           1
1.45          231                1                  256       1         0         2         80             1024        0           0           0.002617     NA          0.013467          5.139874            5.139873           5.40                 21            0
1.44          232                1                  256       1         0         2         80             4096        0           0           0.008340     NA          0.032260          9.169169            9.169168           9.46                 75            0
1.45          232                1                  256       1         0         2         80             8192        0           0           0.007770     NA          0.053548          15.571083           15.571082          15.88                147           0
1.43          232                1                  256       1         0         2         100            1024        0           0           0.002598     NA          0.013430          6.578998            6.578996           6.89                 21            0
1.46          231                1                  256       1         0         2         100            4096        0           0           0.007052     NA          0.030306          11.407273           11.407271          11.76                75            0
1.45          232                1                  256       1         0         2         100            8192        0           0           0.007970     NA          0.070893          19.664279           19.664278          20.04                147           0
1.43          231                1                  256       1         0         2         300            1024        0           0           0.002471     NA          0.013100          18.849680           18.849679          19.77                21            0
1.46          231                1                  256       1         0         2         300            4096        0           0           0.007328     NA          0.028923          33.376285           33.376283          34.33                75            0
1.45          231                1                  256       1         0         2         300            8192        0           0           0.007412     NA          0.060615          50.640287           50.640286          51.61                147           0
1.45          231                1                  256       1         0         2         500            1024        0           0           0.002493     NA          0.013508          32.180827           32.180826          33.70                21            0
1.46          232                1                  256       1         0         2         500            4096        0           0           0.008342     NA          0.034014          52.745725           52.745724          54.30                75            0
1.40          231                1                  256       1         0         2         500            8192        0           0           0.007705     NA          0.056886          96.188966           96.188965          97.77                147           0
1.42          233                1                  256       1         0         2         1000           1024        0           0           0.002490     NA          0.012946          64.181011           64.181010          67.20                22            0
1.45          232                1                  256       1         0         2         1000           4096        0           0           0.007087     NA          0.029519          104.050676          104.050675         107.10               76            0
1.46          231                1                  256       1         0         2         1000           8192        0           0           0.007688     NA          0.062355          174.320653          174.320652         177.39               147           0
1.42          231                1                  256       1         0         3         1              1024        0           0           0.001990     NA          0.007218          0.085991            0.085990           0.10                 15            22
1.43          231                1                  256       1         0         3         1              4096        0           0           0.006762     NA          0.013210          0.117206            0.117205           0.18                 51            36
1.41          230                1                  256       1         0         3         1              8192        0           0           0.007427     NA          0.022443          0.163217            0.163216           0.24                 99            29
1.41          231                1                  256       1         0         3         5              1024        0           0           0.001071     NA          0.004512          0.292358            0.292356           0.31                 15            4
1.43          230                1                  256       1         0         3         5              4096        0           0           0.006802     NA          0.012655          0.381559            0.381559           0.45                 51            14
1.43          230                1                  256       1         0         3         5              8192        0           0           0.007209     NA          0.023820          0.480120            0.480119           0.57                 99            17
1.41          231                1                  256       1         0         3         10             1024        0           0           0.002263     NA          0.007019          0.576340            0.576339           0.62                 15            3
1.43          230                1                  256       1         0         3         10             4096        0           0           0.003188     NA          0.012875          0.761876            0.761875           0.85                 51            4
1.42          231                1                  256       1         0         3         10             8192        0           0           0.006843     NA          0.022833          1.137575            1.137574           1.24                 99            7
1.40          230                1                  256       1         0         3         20             1024        0           0           0.002143     NA          0.007003          1.267613            1.267611           1.35                 15            1
1.43          230                1                  256       1         0         3         20             4096        0           0           0.003994     NA          0.012688          2.254611            2.254610           2.37                 51            1
1.42          230                1                  256       1         0         3         20             8192        0           0           0.006847     NA          0.019377          4.056172            4.056172           4.19                 99            1
1.41          230                1                  256       1         0         3         40             1024        0           0           0.000767     NA          0.005921          2.426429            2.426428           2.57                 15            0
1.40          230                1                  256       1         0         3         40             4096        0           0           0.007216     NA          0.011052          5.711256            5.711255           5.88                 51            1
1.43          229                1                  256       1         0         3         40             8192        0           0           0.006674     NA          0.018628          8.017297            8.017297           8.21                 99            1
1.41          230                1                  256       1         0         3         60             1024        0           0           0.002175     NA          0.007008          4.107207            4.107206           4.31                 15            0
1.42          231                1                  256       1         0         3         60             4096        0           0           0.006033     NA          0.014196          7.220812            7.220811           7.45                 51            0
1.42          230                1                  256       1         0         3         60             8192        0           0           0.006868     NA          0.024158          13.560739           13.560738          13.81                99            0
1.42          231                1                  256       1         0         3         80             1024        0           0           0.002091     NA          0.007014          4.634890            4.634889           4.89                 15            0
1.43          231                1                  256       1         0         3         80             4096        0           0           0.005913     NA          0.012981          12.696541           12.696540          12.99                51            0
1.44          230                1                  256       1         0         3         80             8192        0           0           0.006672     NA          0.024227          18.123834           18.123833          18.44                99            0
1.43          230                1                  256       1         0         3         100            1024        0           0           0.001105     NA          0.005011          10.243810           10.243809          10.55                17            0
1.42          231                1                  256       1         0         3         100            4096        0           0           0.007156     NA          0.011792          11.588928           11.588927          11.94                51            0
1.43          229                1                  256       1         0         3         100            8192        0           0           0.006542     NA          0.025179          21.447269           21.447268          21.82                99            0
1.41          234                1                  256       1         0         3         300            1024        0           0           0.002214     NA          0.006776          19.958298           19.958296          20.87                17            0
1.43          230                1                  256       1         0         3         300            4096        0           0           0.006925     NA          0.012884          35.929505           35.929504          36.88                51            0
1.41          231                1                  256       1         0         3         300            8192        0           0           0.006721     NA          0.018950          64.867859           64.867858          65.85                99            0
1.42          230                1                  256       1         0         3         500            1024        0           0           0.002218     NA          0.007362          32.156960           32.156959          33.66                17            0
1.42          230                1                  256       1         0         3         500            4096        0           0           0.006711     NA          0.012115          65.522222           65.522220          67.08                51            0
1.41          231                1                  256       1         0         3         500            8192        0           0           0.006956     NA          0.023595          112.257567          112.257566         113.83               101           0
1.40          230                1                  256       1         0         3         1000           1024        0           0           0.002229     NA          0.007215          64.157405           64.157404          67.18                17            0
1.39          230                1                  256       1         0         3         1000           4096        0           0           0.003253     NA          0.017862          144.628454          144.628453         147.69               52            0
1.44          233                1                  256       1         0         3         1000           8192        0           0           0.006441     NA          0.024567          216.248781          216.248779         219.32               100           0
1.41          230                1                  256       1         0         4         1              1024        0           0           0.002178     NA          0.007103          0.076264            0.076263           0.09                 17            23
1.39          229                1                  256       1         0         4         1              4096        0           0           0.005821     NA          0.012403          0.104116            0.104115           0.16                 51            40
1.42          229                1                  256       1         0         4         1              8192        0           0           0.006751     NA          0.023354          0.151914            0.151913           0.23                 99            41
1.38          230                1                  256       1         0         4         5              1024        0           0           0.002130     NA          0.006914          0.269171            0.269170           0.30                 15            7
1.43          230                1                  256       1         0         4         5              4096        0           0           0.006752     NA          0.011691          0.360036            0.360036           0.43                 51            14
1.43          230                1                  256       1         0         4         5              8192        0           0           0.006458     NA          0.020696          0.434310            0.434309           0.52                 99            17
1.39          229                1                  256       1         0         4         10             1024        0           0           0.001043     NA          0.004907          0.571468            0.571467           0.62                 15            2
1.43          230                1                  256       1         0         4         10             4096        0           0           0.006616     NA          0.012715          0.783961            0.783961           0.86                 51            7
1.43          230                1                  256       1         0         4         10             8192        0           0           0.006547     NA          0.024486          1.218009            1.218008           1.32                 99            7
1.37          230                1                  256       1         0         4         20             1024        0           0           0.002131     NA          0.006880          1.375614            1.375613           1.44                 15            1
1.42          230                1                  256       1         0         4         20             4096        0           0           0.003969     NA          0.012383          2.117283            2.117282           2.23                 51            1
1.43          230                1                  256       1         0         4         20             8192        0           0           0.007195     NA          0.019830          2.776265            2.776264           2.90                 99            3
1.43          230                1                  256       1         0         4         40             1024        0           0           0.002149     NA          0.006704          2.265212            2.265211           2.40                 15            0
1.43          230                1                  256       1         0         4         40             4096        0           0           0.003076     NA          0.011885          4.856119            4.856118           5.03                 51            0
1.39          230                1                  256       1         0         4         40             8192        0           0           0.006136     NA          0.019810          8.505781            8.505780           8.69                 99            1
1.41          230                1                  256       1         0         4         60             1024        0           0           0.002266     NA          0.006727          3.941400            3.941399           4.12                 15            0
1.42          230                1                  256       1         0         4         60             4096        0           0           0.003098     NA          0.018340          7.427185            7.427184           7.66                 51            0
1.43          231                1                  256       1         0         4         60             8192        0           0           0.006334     NA          0.020855          11.927505           11.927504          12.15                99            0
1.41          229                1                  256       1         0         4         80             1024        0           0           0.001828     NA          0.007019          4.504562            4.504560           4.75                 15            0
1.41          234                1                  256       1         0         4         80             4096        0           0           0.006521     NA          0.013482          9.819099            9.819098           10.11                51            0
1.40          229                1                  256       1         0         4         80             8192        0           0           0.006356     NA          0.023293          14.936674           14.936673          15.26                99            0
1.41          230                1                  256       1         0         4         100            1024        0           0           0.002137     NA          0.007283          5.624715            5.624714           5.94                 15            0
1.43          230                1                  256       1         0         4         100            4096        0           0           0.003574     NA          0.011097          9.780083            9.780082           10.12                51            0
1.38          229                1                  256       1         0         4         100            8192        0           0           0.006481     NA          0.024828          19.695663           19.695662          20.08                99            0
1.39          231                1                  256       1         0         4         300            1024        0           0           0.002181     NA          0.006867          19.224486           19.224485          20.13                16            0
1.41          231                1                  256       1         0         4         300            4096        0           0           0.006685     NA          0.013679          37.388475           37.388473          38.34                51            0
1.42          229                1                  256       1         0         4         300            8192        0           0           0.006604     NA          0.021276          61.145808           61.145807          62.12                99            0
1.42          230                1                  256       1         0         4         500            1024        0           0           0.002040     NA          0.006179          32.023956           32.023955          33.53                15            0
1.43          230                1                  256       1         0         4         500            4096        0           0           0.005752     NA          0.012210          66.189474           66.189472          67.75                52            0
1.41          230                1                  256       1         0         4         500            8192        0           0           0.006426     NA          0.021092          97.234518           97.234517          98.82                100           0
1.40          230                1                  256       1         0         4         1000           1024        0           0           0.002122     NA          0.006978          64.023980           64.023979          67.04                17            0
1.42          229                1                  256       1         0         4         1000           4096        0           0           0.006655     NA          0.012640          132.602530          132.602529         135.65               51            0
1.43          230                1                  256       1         0         4         1000           8192        0           0           0.006640     NA          0.024354          202.288441          202.288440         205.36               100           0
1.40          231                1                  256       1         0         5         1              1024        0           0           0.002085     NA          0.007976          0.074440            0.074440           0.09                 17            25
1.44          231                1                  256       1         0         5         1              4096        0           0           0.006274     NA          0.014954          0.133206            0.133205           0.19                 59            35
1.41          230                1                  256       1         0         5         1              8192        0           0           0.006491     NA          0.029275          0.151296            0.151295           0.22                 115           32
1.40          232                1                  256       1         0         5         5              1024        0           0           0.002166     NA          0.008072          0.304482            0.304482           0.33                 19            7
1.40          230                1                  256       1         0         5         5              4096        0           0           0.006847     NA          0.013411          0.372543            0.372542           0.45                 59            14
1.40          231                1                  256       1         0         5         5              8192        0           0           0.006582     NA          0.028641          0.481881            0.481880           0.58                 115           17
1.41          230                1                  256       1         0         5         10             1024        0           0           0.001038     NA          0.005627          0.669553            0.669551           0.71                 17            1
1.44          232                1                  256       1         0         5         10             4096        0           0           0.006771     NA          0.014258          0.989150            0.989149           1.07                 59            6
1.42          231                1                  256       1         0         5         10             8192        0           0           0.006367     NA          0.029023          1.460555            1.460554           1.56                 115           6
1.43          230                1                  256       1         0         5         20             1024        0           0           0.002120     NA          0.007951          1.374354            1.374353           1.45                 18            1
1.37          230                1                  256       1         0         5         20             4096        0           0           0.003323     NA          0.021110          1.840628            1.840628           1.96                 59            2
1.42          231                1                  256       1         0         5         20             8192        0           0           0.006395     NA          0.025269          4.412973            4.412972           4.55                 115           2
1.38          231                1                  256       1         0         5         40             1024        0           0           0.002119     NA          0.007556          2.427620            2.427618           2.56                 17            0
1.39          231                1                  256       1         0         5         40             4096        0           0           0.006076     NA          0.012357          5.541179            5.541178           5.71                 59            1
1.42          231                1                  256       1         0         5         40             8192        0           0           0.006611     NA          0.025648          9.478087            9.478087           9.68                 115           1
1.40          230                1                  256       1         0         5         60             1024        0           0           0.002268     NA          0.008119          3.822404            3.822403           4.02                 17            0
1.42          230                1                  256       1         0         5         60             4096        0           0           0.006899     NA          0.014290          9.329045            9.329045           9.56                 61            0
1.41          230                1                  256       1         0         5         60             8192        0           0           0.006837     NA          0.029237          12.344552           12.344551          12.60                115           0
1.43          231                1                  256       1         0         5         80             1024        0           0           0.000759     NA          0.005969          5.273632            5.273631           5.53                 17            0
1.39          231                1                  256       1         0         5         80             4096        0           0           0.003516     NA          0.013397          9.463602            9.463601           9.72                 59            0
1.42          230                1                  256       1         0         5         80             8192        0           0           0.006680     NA          0.025955          16.761914           16.761913          17.08                115           0
1.43          230                1                  256       1         0         5         100            1024        0           0           0.000768     NA          0.007048          6.756491            6.756489           7.08                 17            0
1.41          231                1                  256       1         0         5         100            4096        0           0           0.007000     NA          0.014420          11.701128           11.701127          12.06                59            0
1.43          231                1                  256       1         0         5         100            8192        0           0           0.006739     NA          0.029657          22.918989           22.918988          23.29                115           0
1.43          231                1                  256       1         0         5         300            1024        0           0           0.002037     NA          0.007641          19.956094           19.956093          20.86                17            0
1.41          231                1                  256       1         0         5         300            4096        0           0           0.006059     NA          0.013885          34.381932           34.381931          35.33                59            0
1.40          230                1                  256       1         0         5         300            8192        0           0           0.006600     NA          0.025967          57.417550           57.417549          58.39                115           0
1.44          230                1                  256       1         0         5         500            1024        0           0           0.002124     NA          0.008346          35.029179           35.029178          36.54                21            0
1.43          231                1                  256       1         0         5         500            4096        0           0           0.006759     NA          0.014164          66.908155           66.908154          68.46                59            0
1.42          230                1                  256       1         0         5         500            8192        0           0           0.006769     NA          0.025579          108.768115          108.768114         110.35               116           0
1.42          230                1                  256       1         0         5         1000           1024        0           0           0.002212     NA          0.008037          64.155944           64.155943          67.16                18            0
1.44          230                1                  256       1         0         5         1000           4096        0           0           0.006654     NA          0.015151          132.199550          132.199549         135.25               61            0
1.42          231                1                  256       1         0         5         1000           8192        0           0           0.006830     NA          0.029020          234.532121          234.532120         237.60               116           0
1.43          229                1                  256       1         0         6         1              1024        0           0           0.001668     NA          0.004196          0.024841            0.024840           0.04                 13            45
1.39          229                1                  256       1         0         6         1              4096        0           0           0.004154     NA          0.007578          0.059336            0.059335           0.11                 43            50
1.42          230                1                  256       1         0         6         1              8192        0           0           0.003631     NA          0.012600          0.081975            0.081975           0.15                 83            52
1.42          230                1                  256       1         0         6         5              1024        0           0           0.001624     NA          0.004399          0.076650            0.076649           0.11                 13            19
1.41          230                1                  256       1         0         6         5              4096        0           0           0.003976     NA          0.007355          0.108404            0.108404           0.17                 43            32
1.41          230                1                  256       1         0         6         5              8192        0           0           0.003600     NA          0.012828          0.142545            0.142545           0.23                 83            36
1.41          230                1                  256       1         0         6         10             1024        0           0           0.001614     NA          0.004476          0.151931            0.151930           0.20                 13            10
1.38          231                1                  256       1         0         6         10             4096        0           0           0.003877     NA          0.007451          0.221686            0.221686           0.30                 43            19
1.41          230                1                  256       1         0         6         10             8192        0           0           0.003587     NA          0.013114          0.272805            0.272805           0.38                 83            22
1.43          229                1                  256       1         0         6         20             1024        0           0           0.001502     NA          0.004503          0.326451            0.326450           0.41                 13            5
1.41          230                1                  256       1         0         6         20             4096        0           0           0.004062     NA          0.007518          0.601782            0.601781           0.71                 43            8
1.42          230                1                  256       1         0         6         20             8192        0           0           0.003988     NA          0.010908          0.988463            0.988462           1.12                 83            7
1.39          230                1                  256       1         0         6         40             1024        0           0           0.001658     NA          0.003999          1.386629            1.386628           1.53                 13            1
1.38          230                1                  256       1         0         6         40             4096        0           0           0.001873     NA          0.009972          1.301409            1.301408           1.47                 43            2
1.42          229                1                  256       1         0         6         40             8192        0           0           0.003771     NA          0.011496          1.471361            1.471360           1.66                 83            4
1.40          230                1                  256       1         0         6         60             1024        0           0           0.001614     NA          0.004378          1.047834            1.047833           1.24                 13            1
1.39          230                1                  256       1         0         6         60             4096        0           0           0.004234     NA          0.007477          2.009153            2.009152           2.24                 43            2
1.42          233                1                  256       1         0         6         60             8192        0           0           0.003989     NA          0.012891          2.793749            2.793747           3.04                 83            2
1.39          230                1                  256       1         0         6         80             1024        0           0           0.001533     NA          0.004343          1.289096            1.289095           1.55                 13            1
1.40          230                1                  256       1         0         6         80             4096        0           0           0.003560     NA          0.008557          1.778112            1.778111           2.07                 43            2
1.43          231                1                  256       1         0         6         80             8192        0           0           0.003767     NA          0.014385          3.045178            3.045177           3.34                 83            2
1.41          231                1                  256       1         0         6         100            1024        0           0           0.001460     NA          0.004273          1.609344            1.609343           1.93                 15            1
1.39          230                1                  256       1         0         6         100            4096        0           0           0.004324     NA          0.008367          2.541335            2.541334           2.89                 43            2
1.41          230                1                  256       1         0         6         100            8192        0           0           0.003877     NA          0.017018          5.442002            5.442001           5.82                 83            0
1.42          229                1                  256       1         0         6         300            1024        0           0           0.001137     NA          0.004272          4.809236            4.809235           5.71                 13            0
1.42          230                1                  256       1         0         6         300            4096        0           0           0.004117     NA          0.007019          7.822363            7.822362           8.77                 43            0
1.42          230                1                  256       1         0         6         300            8192        0           0           0.003788     NA          0.011766          10.961574           10.961572          11.93                83            0
1.40          229                1                  256       1         0         6         500            1024        0           0           0.001583     NA          0.004159          8.009476            8.009474           9.53                 13            0
1.42          229                1                  256       1         0         6         500            4096        0           0           0.001874     NA          0.010274          12.148830           12.148828          13.70                43            0
1.43          230                1                  256       1         0         6         500            8192        0           0           0.003671     NA          0.012895          20.164367           20.164366          21.73                83            0
1.43          229                1                  256       1         0         6         1000           1024        0           0           0.000506     NA          0.003241          16.008342           16.008341          19.03                13            0
1.41          229                1                  256       1         0         6         1000           4096        0           0           0.003639     NA          0.011279          22.019434           22.019433          25.07                43            0
1.40          230                1                  256       1         0         6         1000           8192        0           0           0.003626     NA          0.013527          42.158845           42.158844          45.23                83            0
