program  c.domain  adv.model   protocol        partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  freqs(GHz)  bandwidths(Mbs)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  Tx(MB)   Tx(rounds)  Tx(s)     Rx(MB)   Rx(rounds)  Rx(s)     Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)  Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)  Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2.1         400              4096        0.148293             1.92                 290           98         NA            0.520248        NA               4.8e-05  3           0.143496  4.8e-05  3           0.148396  NA             NA                 NA            NA        NA            NA       0.5202       8                0.0130962   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2.1         300              4096        0.156814             1.85                 290           98         NA            0.520248        NA               4.8e-05  3           0.151835  4.8e-05  3           0.15704   NA             NA                 NA            NA        NA            NA       0.5202       8                0.0176588   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2.1         200              4096        0.153346             1.88                 290           97         NA            0.520248        NA               4.8e-05  3           0.148058  4.8e-05  3           0.153848  NA             NA                 NA            NA        NA            NA       0.5202       8                0.0177692   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2.1         100              4096        0.16876              1.86                 290           97         NA            0.520248        NA               4.8e-05  3           0.163658  4.8e-05  3           0.169088  NA             NA                 NA            NA        NA            NA       0.5202       8                0.0368783   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2.1         80               4096        0.177842             1.88                 292           96         NA            0.520248        NA               4.8e-05  3           0.172284  4.8e-05  3           0.17873   NA             NA                 NA            NA        NA            NA       0.5202       8                0.0411654   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2.1         60               4096        0.183849             1.90                 292           96         NA            0.520248        NA               4.8e-05  3           0.179369  4.8e-05  3           0.183757  NA             NA                 NA            NA        NA            NA       0.5202       8                0.048805    NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2.1         40               4096        0.231286             1.93                 290           93         NA            0.520248        NA               4.8e-05  3           0.22617   4.8e-05  3           0.231508  NA             NA                 NA            NA        NA            NA       0.5202       8                0.0945935   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2.1         30               4096        0.272692             1.97                 290           92         NA            0.520248        NA               4.8e-05  3           0.267301  4.8e-05  3           0.273333  NA             NA                 NA            NA        NA            NA       0.5202       8                0.13507     NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2           600              4096        0.154756             1.95                 290           97         NA            0.520248        NA               4.8e-05  3           0.149103  4.8e-05  3           0.155513  NA             NA                 NA            NA        NA            NA       0.5202       8                0.0159396   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2           500              4096        0.151229             1.95                 290           97         NA            0.520248        NA               4.8e-05  3           0.14603   4.8e-05  3           0.151483  NA             NA                 NA            NA        NA            NA       0.5202       8                0.0128179   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semihonest  replicated-bin  3          NA            NA                 NA                 NA            NA            NA            NA            NA            NA           NA            NA               NA               NA             2           400              4096        0.156294             1.95                 290           98         NA            0.520248        NA               4.8e-05  3           0.151286  4.8e-05  3           0.156134  NA             NA                 NA            NA        NA            NA       0.5202       8                0.0155822   NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
