program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.35;28;1;4;0.0218114;0.10;17;55;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.17;18;1;6;0.0290553;0.11;15;56;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.17;18;1;8;0.0241106;0.11;16;56;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.17;18;1;10;0.0289033;0.11;16;64;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.18;18;1;12;0.0292397;0.11;15;62;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.17;18;1;14;0.0329113;0.12;15;56;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.35;28;1;4;0.112097;0.19;22;79;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;6;0.128504;0.21;22;72;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;8;0.149379;0.23;23;72;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;10;0.105285;0.18;23;79;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;12;0.117638;0.20;22;74;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;14;0.124103;0.20;22;79;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.14;17;1;4;0.0356537;0.12;17;51;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.13;17;1;6;0.0334918;0.11;15;55;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.13;17;1;8;0.0382023;0.12;17;56;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.13;17;1;10;0.0342682;0.12;15;61;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.14;17;1;12;0.0393118;0.12;15;53;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.14;17;1;14;0.038685;0.12;15;57;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.30;21;1;4;0.014172;0.06;10;60;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.35;22;1;6;0.0193076;0.07;10;74;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.37;23;1;8;0.0240876;0.07;10;80;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.40;23;1;10;0.0301729;0.08;12;68;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.45;24;1;12;0.0362882;0.08;10;95;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.49;25;1;14;0.0421103;0.09;12;82;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.30;21;1;4;0.012996;0.06;11;54;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.35;22;1;6;0.0171013;0.06;11;62;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.37;23;1;8;0.0242531;0.07;9;50;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.40;23;1;10;0.0257946;0.07;9;57;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.45;24;1;12;0.0320011;0.08;11;58;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.49;25;1;14;0.0420953;0.09;10;63;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.30;21;1;4;0.0162028;0.04;9;65;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.35;22;1;6;0.0155721;0.04;11;65;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.37;23;1;8;0.0160629;0.04;11;61;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.40;23;1;10;0.0161488;0.04;11;65;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.45;24;1;12;0.0168852;0.04;11;57;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.49;25;1;14;0.0174866;0.04;11;54;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.30;21;1;4;0.00156289;0.03;10;65;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.35;22;1;6;0.00174891;0.03;10;69;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.37;23;1;8;0.00197162;0.03;12;65;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.40;23;1;10;0.00230681;0.03;10;64;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.45;24;1;12;0.00217401;0.03;10;64;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.49;25;1;14;0.00218558;0.04;10;65;NA;0;NA
