comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.46;232;1;0;6;256;0;1;0;1;0;0;1500;81920;0;0;.002509;NA;.109424;.882429;.882429;.968333;1273;89
1.43;233;1;0;6;256;0;1;0;1;0;0;1400;81920;0;0;.002466;NA;.109996;.899867;.899867;1.055000;1273;82
1.44;234;1;0;6;256;0;1;0;1;0;0;1300;81920;0;0;.002478;NA;.106797;1.007021;1.007021;1.105000;1273;76
1.43;232;1;0;6;256;0;1;0;1;0;0;1200;81920;0;0;.002519;NA;.109709;1.042787;1.042787;1.191666;1273;72
1.46;233;1;0;6;256;0;1;0;1;0;0;1100;81920;0;0;.002483;NA;.110059;1.170477;1.170477;1.293333;1273;67
1.44;234;1;0;6;256;0;1;0;1;0;0;1000;81920;0;0;.002508;NA;.111398;1.258307;1.258307;1.421666;1273;61
1.44;233;1;0;6;256;0;1;0;1;0;0;900;81920;0;0;.002469;NA;.117070;1.432980;1.432980;1.560000;1273;58
1.42;232;1;0;6;256;0;1;0;1;0;0;800;81920;0;0;.002479;NA;.112670;1.554571;1.554571;1.743333;1273;50
1.47;232;1;0;6;256;0;1;0;1;0;0;700;81920;0;0;.002497;NA;.113800;1.770875;1.770875;1.990000;1273;44
1.48;233;1;0;6;256;0;1;0;1;0;0;600;81920;0;0;.002494;NA;.113952;2.134909;2.134909;2.296666;1273;38
1.45;234;1;0;6;256;0;1;0;1;0;0;500;81920;0;0;.002514;NA;.116729;2.504869;2.504869;2.743333;1273;32
1.47;233;1;0;6;256;0;1;0;1;0;0;400;81920;0;0;.002499;NA;.128523;3.306211;3.306211;3.413333;1273;28
1.46;232;1;0;6;256;0;1;0;1;0;0;300;81920;0;0;.002488;NA;.117212;4.475322;4.475322;4.525000;1273;20
1.47;232;1;0;6;256;0;1;0;2;0;0;1500;81920;0;0;.002399;NA;.094096;1.533622;1.533622;1.741666;1277;43
1.44;232;1;0;6;256;0;1;0;2;0;0;1400;81920;0;0;.002388;NA;.096745;1.521063;1.521063;1.791666;1277;43
1.45;231;1;0;6;256;0;1;0;2;0;0;1300;81920;0;0;.002395;NA;.094055;1.377539;1.377539;1.723333;1278;44
