nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;5;5;5;NA;NA;NA;10920;6720;NA;846;5;7.92183;NA;~1756;12.5105;38.528;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;10;10;10;NA;NA;NA;42640;26240;NA;3291;10;27.9562;NA;~6716;25.5748;82.9798;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;15;15;15;NA;NA;NA;95160;58560;NA;7336;15;26.1284;NA;~14922;47.0438;156.611;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;20;20;20;NA;NA;NA;168480;103680;NA;12981;20;24.823;NA;~26376;77.1735;260.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;25;25;25;NA;NA;NA;262600;161600;NA;20226;25;39.7701;NA;~41098;119.932;407.089;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;atlas;5;30;30;30;NA;NA;NA;377520;232320;NA;29071;30;32.7558;NA;~59044;166.871;569.537;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;5;5;5;NA;NA;NA;10920;6720;NA;846;5;0.353358;NA;~962;3.63744;18.8026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;10;10;10;NA;NA;NA;42640;26240;NA;3291;10;1.19993;NA;~3726;10.0269;50.0403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;15;15;15;NA;NA;NA;95160;58560;NA;7336;15;7.64454;NA;~8296;20.4483;102.033;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;20;20;20;NA;NA;NA;168480;103680;NA;12981;20;6.06507;NA;~14672;34.9018;174.781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;25;25;25;NA;NA;NA;262600;161600;NA;20226;25;26.4041;NA;~22857;55.3072;276.605;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semihonest;shamir;5;30;30;30;NA;NA;NA;377520;232320;NA;29071;30;26.2664;NA;~32845;77.8246;390.863;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;5;5;5;NA;NA;NA;10920;6720;NA;846;5;0.598832;NA;~873;11.5352;58.3158;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;10;10;10;NA;NA;NA;42640;26240;NA;3291;10;2.16437;NA;~3361;31.9753;159.876;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;15;15;15;NA;NA;NA;95160;58560;NA;7336;15;4.10335;NA;~7475;64.7341;323.671;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;20;20;20;NA;NA;NA;168480;103680;NA;12981;20;7.6942;NA;~13223;113.012;565.7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;25;25;25;NA;NA;NA;262600;161600;NA;20226;25;12.5895;NA;~20606;177.662;888.951;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;malhonest;malicious-shamir;5;30;30;30;NA;NA;NA;377520;232320;NA;29071;30;18.4176;NA;~29606;250.578;1255.45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semidishonest;temi;5;5;5;5;NA;NA;NA;10920;6720;NA;846;5;1.95658;NA;~6988;25.8471;65.7757;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semidishonest;temi;5;10;10;10;NA;NA;NA;42640;26240;NA;3291;10;6.07068;NA;~27162;79.6058;201.456;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semidishonest;temi;5;15;15;15;NA;NA;NA;95160;58560;NA;7336;15;13.1424;NA;~60540;169.13;427.447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semidishonest;temi;5;20;20;20;NA;NA;NA;168480;103680;NA;12981;20;22.9411;NA;~107123;302.153;763.9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semidishonest;temi;5;25;25;25;NA;NA;NA;262600;161600;NA;20226;25;34.6496;NA;~166893;463.087;1170.26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;FIELD;semidishonest;temi;5;30;30;30;NA;NA;NA;377520;232320;NA;29071;30;50.6878;NA;~239884;667.645;1687.34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;RING;maldishonest;spdz2k;5;5;5;5;NA;NA;NA;NA;105;6510;2421;5;370.398;NA;~108635;13761.8;67065.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;RING;maldishonest;spdz2k;5;10;10;10;NA;NA;NA;NA;410;25420;9441;10;354.371;NA;~130907;13865.7;67573.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;RING;maldishonest;spdz2k;5;15;15;15;NA;NA;NA;NA;915;56730;21061;15;343.727;NA;~167579;13969.7;68081.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;RING;maldishonest;spdz2k;5;20;20;20;NA;NA;NA;NA;1620;100440;37281;20;378.188;NA;~219126;14342.6;69920.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;RING;maldishonest;spdz2k;5;25;25;25;NA;NA;NA;NA;2525;156550;58101;25;386.935;NA;~285209;14767.6;72013.4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;RING;maldishonest;spdz2k;5;30;30;30;NA;NA;NA;NA;3630;225060;83521;30;379.431;NA;~365791;15233.7;74312.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash;35_set_intersection;BINARY;semihonest;ccd;5;NA;NA;NA;320;320;320;NA;NA;17255;1831;5;0.162735;NA;NA;0.07094;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.0703;1136;0.151149;NA;NA;NA;0.00032;5;0.00085204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
