program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
31;FIELD;semihonest;shamir;3;0.34;30;1;4;1;NA;NA;NA;NA;416;252;NA;31;4;0.0213019;0.11;17;57;~38;0.648352;1.62459;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;semihonest;shamir;3;0.16;18;1;6;1;NA;NA;NA;NA;624;378;NA;45;6;0.0259531;0.11;15;53;~54;0.652512;1.63685;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;semihonest;shamir;3;0.17;18;1;8;1;NA;NA;NA;NA;832;504;NA;59;8;0.0264578;0.11;15;61;~70;0.656672;1.6491;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;semihonest;shamir;3;0.18;18;1;10;1;NA;NA;NA;NA;1040;630;NA;73;10;0.0299811;0.11;17;62;~86;0.660832;1.66136;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;semihonest;shamir;3;0.17;18;1;12;1;NA;NA;NA;NA;1248;756;NA;87;12;3.9798;4.07;15;2;~102;0.664992;1.67362;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;semihonest;shamir;3;0.18;18;1;14;1;NA;NA;NA;NA;1456;882;NA;101;14;0.0320735;0.11;15;61;~118;0.669152;1.68587;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;malhonest;malicious-shamir;3;0.34;30;1;4;1;NA;NA;NA;NA;416;252;NA;31;4;0.126602;0.21;23;76;~48;3.53669;10.2898;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;malhonest;malicious-shamir;3;0.16;18;1;6;1;NA;NA;NA;NA;624;378;NA;45;6;0.125355;0.21;23;80;~62;3.54488;10.3143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;8;1;NA;NA;NA;NA;832;504;NA;59;8;0.116873;0.19;23;77;~76;3.55307;10.3387;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;10;1;NA;NA;NA;NA;1040;630;NA;73;10;0.116958;0.19;22;77;~90;3.56126;10.3632;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;12;1;NA;NA;NA;NA;1248;756;NA;87;12;0.131629;0.22;23;81;~104;3.56946;10.3876;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;14;1;NA;NA;NA;NA;1456;882;NA;101;14;0.121186;0.20;21;85;~118;3.57765;10.4121;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;RING;semihonest;replicated-ring;3;0.14;17;1;4;1;NA;NA;NA;NA;NA;NA;252;91;4;0.0294004;0.11;15;52;~113;0.401588;0.96394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;RING;semihonest;replicated-ring;3;0.14;17;1;6;1;NA;NA;NA;NA;NA;NA;378;135;6;0.0355557;0.12;15;56;~129;0.401762;0.96443;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;RING;semihonest;replicated-ring;3;0.13;17;1;8;1;NA;NA;NA;NA;NA;NA;504;179;8;0.0380589;0.12;17;59;~145;0.401936;0.96492;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;RING;semihonest;replicated-ring;3;0.14;17;1;10;1;NA;NA;NA;NA;NA;NA;630;223;10;0.0447325;0.12;15;57;~161;0.40211;0.96541;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;RING;semihonest;replicated-ring;3;0.13;17;1;12;1;NA;NA;NA;NA;NA;NA;756;267;12;0.0380376;0.12;15;56;~177;0.402284;0.9659;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;RING;semihonest;replicated-ring;3;0.14;17;1;14;1;NA;NA;NA;NA;NA;NA;882;311;14;0.045508;0.13;15;54;~193;0.402458;0.96639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;ccd;3;0.30;22;1;NA;NA;NA;256;64;NA;NA;NA;1036;206;4;0.0141273;0.06;10;64;NA;0.002648;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.002584;105;0.0126306;NA;NA;NA;6.4e-05;1;0.000362188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;ccd;3;0.34;22;1;NA;NA;NA;384;64;NA;NA;NA;1554;308;6;0.0203471;0.07;10;81;NA;0.00394;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.003876;157;0.0187721;NA;NA;NA;6.4e-05;1;0.000247447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;ccd;3;0.38;23;1;NA;NA;NA;512;64;NA;NA;NA;2072;410;8;0.0276069;0.08;10;81;NA;0.005232;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.005168;209;0.0252434;NA;NA;NA;6.4e-05;1;0.000304926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;ccd;3;0.41;23;1;NA;NA;NA;640;64;NA;NA;NA;2590;512;10;0.032382;0.09;10;87;NA;0.006524;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.00646;261;0.0298038;NA;NA;NA;6.4e-05;1;0.000299009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;ccd;3;0.46;24;1;NA;NA;NA;768;64;NA;NA;NA;3108;614;12;0.0388213;0.08;12;97;NA;0.007816;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.007752;313;0.035094;NA;NA;NA;6.4e-05;1;0.000336053;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;ccd;3;0.49;25;1;NA;NA;NA;896;64;NA;NA;NA;3626;716;14;0.0446526;0.09;10;85;NA;0.009108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.009044;365;0.0421247;NA;NA;NA;6.4e-05;1;0.000284544;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;0.30;22;1;NA;NA;NA;256;64;NA;NA;NA;1036;206;4;0.0136887;0.05;11;61;NA;0.001348;NA;4.8e-05;3;0.0125747;4.8e-05;3;0.0130888;NA;NA;NA;NA;NA;NA;0.0013;106;0.0117858;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;0.34;22;1;NA;NA;NA;384;64;NA;NA;NA;1554;308;6;0.0194235;0.06;11;60;NA;0.001994;NA;4.8e-05;3;0.0179356;4.8e-05;3;0.019706;NA;NA;NA;NA;NA;NA;0.001946;158;0.016938;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;0.38;23;1;NA;NA;NA;512;64;NA;NA;NA;2072;410;8;0.0221223;0.06;11;60;NA;0.00264;NA;4.8e-05;3;0.0207652;4.8e-05;3;0.0219477;NA;NA;NA;NA;NA;NA;0.002592;210;0.0198109;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;0.41;23;1;NA;NA;NA;640;64;NA;NA;NA;2590;512;10;0.0329449;0.08;11;57;NA;0.003286;NA;4.8e-05;3;0.0307891;4.8e-05;3;0.0331687;NA;NA;NA;NA;NA;NA;0.003238;262;0.0296065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;0.46;24;1;NA;NA;NA;768;64;NA;NA;NA;3108;614;12;0.0332208;0.08;11;60;NA;0.003932;NA;4.8e-05;3;0.0322002;4.8e-05;3;0.032248;NA;NA;NA;NA;NA;NA;0.003884;314;0.0307429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semihonest;replicated-bin;3;0.49;25;1;NA;NA;NA;896;64;NA;NA;NA;3626;716;14;0.0385872;0.09;11;59;NA;0.004578;NA;4.8e-05;3;0.0365578;4.8e-05;3;0.0389131;NA;NA;NA;NA;NA;NA;0.00453;366;0.0351263;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;0.30;22;1;NA;NA;NA;256;64;NA;NA;NA;1036;206;4;0.0156858;0.03;11;63;NA;0.033216;NA;0.033216;4;0.000371778;8e-06;1;0.00113446;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;0.34;22;1;NA;NA;NA;384;64;NA;NA;NA;1554;308;6;0.0160647;0.03;11;56;NA;0.049792;NA;0.049792;4;0.00042782;8e-06;1;0.00106049;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;0.38;23;1;NA;NA;NA;512;64;NA;NA;NA;2072;410;8;0.0164222;0.04;11;63;NA;0.066368;NA;0.066368;4;0.000432303;8e-06;1;0.00150403;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;0.41;23;1;NA;NA;NA;640;64;NA;NA;NA;2590;512;10;0.0166576;0.04;11;61;NA;0.082944;NA;0.082944;4;0.000469694;8e-06;1;0.00154287;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;0.46;24;1;NA;NA;NA;768;64;NA;NA;NA;3108;614;12;0.0168668;0.04;11;65;NA;0.09952;NA;0.09952;4;0.000464703;8e-06;1;0.00126885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yao;2;0.49;25;1;NA;NA;NA;896;64;NA;NA;NA;3626;716;14;0.0167092;0.04;11;64;NA;0.116096;NA;0.116096;4;0.000454699;8e-06;1;0.00134677;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;0.30;22;1;NA;NA;NA;256;64;NA;NA;NA;1036;206;4;0.00180532;0.03;10;67;NA;0;NA;NA;NA;NA;0.033216;2;0.0140037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;0.34;22;1;NA;NA;NA;384;64;NA;NA;NA;1554;308;6;0.00167893;0.03;10;66;NA;0;NA;NA;NA;NA;0.049792;2;0.0137584;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;0.38;23;1;NA;NA;NA;512;64;NA;NA;NA;2072;410;8;0.00202867;0.03;12;65;NA;0;NA;NA;NA;NA;0.066368;2;0.0141675;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
31;BINARY;semidishonest;yaoO;2;0.41;23;1;NA;NA;NA;640;64;NA;NA;NA;2590;512;10;0.0021528;0.03;12;66;NA;0;NA;NA;NA;NA;0.082944;2;0.0140277;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
