program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.34;30;1;4;0.0213019;0.11;17;57;~38;0.648352;1.62459
31;FIELD;semihonest;shamir;3;0.16;18;1;6;0.0259531;0.11;15;53;~54;0.652512;1.63685
31;FIELD;semihonest;shamir;3;0.17;18;1;8;0.0264578;0.11;15;61;~70;0.656672;1.6491
31;FIELD;semihonest;shamir;3;0.18;18;1;10;0.0299811;0.11;17;62;~86;0.660832;1.66136
31;FIELD;semihonest;shamir;3;0.17;18;1;12;3.9798;4.07;15;2;~102;0.664992;1.67362
31;FIELD;semihonest;shamir;3;0.18;18;1;14;0.0320735;0.11;15;61;~118;0.669152;1.68587
31;FIELD;malhonest;malicious-shamir;3;0.34;30;1;4;0.126602;0.21;23;76;~48;3.53669;10.2898
31;FIELD;malhonest;malicious-shamir;3;0.16;18;1;6;0.125355;0.21;23;80;~62;3.54488;10.3143
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;8;0.116873;0.19;23;77;~76;3.55307;10.3387
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;10;0.116958;0.19;22;77;~90;3.56126;10.3632
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;12;0.131629;0.22;23;81;~104;3.56946;10.3876
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;14;0.121186;0.20;21;85;~118;3.57765;10.4121
31;RING;semihonest;replicated-ring;3;0.14;17;1;4;0.0294004;0.11;15;52;~113;0.401588;0.96394
31;RING;semihonest;replicated-ring;3;0.14;17;1;6;0.0355557;0.12;15;56;~129;0.401762;0.96443
31;RING;semihonest;replicated-ring;3;0.13;17;1;8;0.0380589;0.12;17;59;~145;0.401936;0.96492
31;RING;semihonest;replicated-ring;3;0.14;17;1;10;0.0447325;0.12;15;57;~161;0.40211;0.96541
31;RING;semihonest;replicated-ring;3;0.13;17;1;12;0.0380376;0.12;15;56;~177;0.402284;0.9659
31;RING;semihonest;replicated-ring;3;0.14;17;1;14;0.045508;0.13;15;54;~193;0.402458;0.96639
31;BINARY;semihonest;ccd;3;0.30;22;1;4;0.0141273;0.06;10;64;NA;0.002648;NA
31;BINARY;semihonest;ccd;3;0.34;22;1;6;0.0203471;0.07;10;81;NA;0.00394;NA
31;BINARY;semihonest;ccd;3;0.38;23;1;8;0.0276069;0.08;10;81;NA;0.005232;NA
31;BINARY;semihonest;ccd;3;0.41;23;1;10;0.032382;0.09;10;87;NA;0.006524;NA
31;BINARY;semihonest;ccd;3;0.46;24;1;12;0.0388213;0.08;12;97;NA;0.007816;NA
31;BINARY;semihonest;ccd;3;0.49;25;1;14;0.0446526;0.09;10;85;NA;0.009108;NA
31;BINARY;semihonest;replicated-bin;3;0.30;22;1;4;0.0136887;0.05;11;61;NA;0.001348;NA
31;BINARY;semihonest;replicated-bin;3;0.34;22;1;6;0.0194235;0.06;11;60;NA;0.001994;NA
31;BINARY;semihonest;replicated-bin;3;0.38;23;1;8;0.0221223;0.06;11;60;NA;0.00264;NA
31;BINARY;semihonest;replicated-bin;3;0.41;23;1;10;0.0329449;0.08;11;57;NA;0.003286;NA
31;BINARY;semihonest;replicated-bin;3;0.46;24;1;12;0.0332208;0.08;11;60;NA;0.003932;NA
31;BINARY;semihonest;replicated-bin;3;0.49;25;1;14;0.0385872;0.09;11;59;NA;0.004578;NA
31;BINARY;semidishonest;yao;2;0.30;22;1;4;0.0156858;0.03;11;63;NA;0.033216;NA
31;BINARY;semidishonest;yao;2;0.34;22;1;6;0.0160647;0.03;11;56;NA;0.049792;NA
31;BINARY;semidishonest;yao;2;0.38;23;1;8;0.0164222;0.04;11;63;NA;0.066368;NA
31;BINARY;semidishonest;yao;2;0.41;23;1;10;0.0166576;0.04;11;61;NA;0.082944;NA
31;BINARY;semidishonest;yao;2;0.46;24;1;12;0.0168668;0.04;11;65;NA;0.09952;NA
31;BINARY;semidishonest;yao;2;0.49;25;1;14;0.0167092;0.04;11;64;NA;0.116096;NA
31;BINARY;semidishonest;yaoO;2;0.30;22;1;4;0.00180532;0.03;10;67;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.34;22;1;6;0.00167893;0.03;10;66;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.38;23;1;8;0.00202867;0.03;12;65;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.41;23;1;10;0.0021528;0.03;12;66;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.46;24;1;12;0.00225881;0.03;10;70;NA;0;NA
31;BINARY;semidishonest;yaoO;2;0.49;25;1;14;0.00220032;0.04;10;65;NA;0;NA
