comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.35          225                1                  0    8         1         0         4         1024        0           0           0.000134     NA          0.002067          0.005195            0.005194           0.02                 4             30
0.01          3                  1                  0    8         1         0         4         1024        0           1           .000026      NA          .000283           .000368             .000367            0.01                 4             257
1.36          225                1                  0    8         1         0         4         10240       0           0           0.001159     NA          0.014553          0.019103            0.019101           0.03                 6             68
0.01          3                  1                  0    8         1         0         4         10240       0           1           .000200      NA          .001543           .002569             .002568            0.03                 8             294
1.37          224                1                  0    8         1         0         4         102400      0           0           0.004666     NA          0.054237          0.080487            0.080486           0.13                 34            56
0.01          3                  1                  0    8         1         0         4         102400      0           1           .002100      NA          .010250           .017353             .017353            0.18                 47            330
1.37          225                1                  0    8         1         0         5         1024        0           0           0.000133     NA          0.002304          0.002987            0.002986           0.01                 4             58
0.01          3                  1                  0    8         1         0         5         1024        0           1           .000026      NA          .000328           .000780             .000780            0.02                 4             152
1.35          224                1                  0    8         1         0         5         10240       0           0           0.001130     NA          0.016153          0.022721            0.022720           0.03                 7             65
0.01          3                  1                  0    8         1         0         5         10240       0           1           .000233      NA          .002226           .003696             .003696            0.05                 8             260
1.36          225                1                  0    8         1         0         5         102400      0           0           0.011404     NA          0.086218          0.121135            0.121134           0.18                 41            71
0.01          3                  1                  0    8         1         0         5         102400      0           1           .001832      NA          .012230           .019086             .019086            0.18                 47            368
1.36          223                1                  0    64        1         0         4         1024        0           0           0.000172     NA          0.003513          0.005450            0.005449           0.01                 6             50
0.01          3                  1                  0    64        1         0         4         1024        0           1           .000028      NA          .000600           .000835             .000835            0.02                 12            280
1.36          224                1                  0    64        1         0         4         10240       0           0           0.000433     NA          0.011746          0.028220            0.028219           0.05                 28            33
0.01          3                  1                  0    64        1         0         4         10240       0           1           .000261      NA          .003903           .004864             .004864            0.05                 38            407
1.36          223                1                  0    64        1         0         4         102400      0           0           0.004981     NA          0.099817          0.172192            0.172191           0.24                 252           68
0.01          3                  1                  0    64        1         0         4         102400      0           1           .001099      NA          .022530           .032997             .032997            0.31                 350           386
1.38          223                1                  0    64        1         0         5         1024        0           0           0.000133     NA          0.004046          0.005971            0.005969           0.01                 6             61
0.01          3                  1                  0    64        1         0         5         1024        0           1           .000031      NA          .000667           .000911             .000910            0.03                 7             200
1.36          224                1                  0    64        1         0         5         10240       0           0           0.001224     NA          0.024819          0.036878            0.036877           0.06                 33            58
0.01          3                  1                  0    64        1         0         5         10240       0           1           .000245      NA          .003893           .005156             .005156            0.05                 38            394
1.36          223                1                  0    64        1         0         5         102400      0           0           0.004459     NA          0.135385          0.219136            0.219135           0.30                 303           67
0.01          3                  1                  0    64        1         0         5         102400      0           1           .001032      NA          .029670           .039469             .039469            0.32                 351           456
1.38          227                1                  0    128       1         0         4         1024        0           0           0.000144     NA          0.009107          0.013244            0.013243           0.02                 8             65
0.01          3                  1                  0    128       1         0         4         1024        0           1           .000027      NA          .001242           .001920             .001920            0.02                 10            310
1.40          227                1                  0    128       1         0         4         10240       0           0           0.001035     NA          0.057618          0.087421            0.087420           0.12                 53            68
0.01          3                  1                  0    128       1         0         4         10240       0           1           .000206      NA          .007526           .012313             .012313            0.12                 73            359
1.38          227                1                  0    128       1         0         4         102400      0           0           0.004060     NA          0.309951          0.431626            0.431625           0.57                 500           77
0.01          3                  1                  0    128       1         0         4         102400      0           1           .001043      NA          .052970           .075326             .075326            0.60                 697           446
1.37          228                1                  0    128       1         0         5         1024        0           0           0.000196     NA          0.010182          0.013255            0.013254           0.02                 9             73
0.01          3                  1                  0    128       1         0         5         1024        0           1           .000028      NA          .001624           .002319             .002319            0.03                 10            328
1.37          229                1                  0    128       1         0         5         10240       0           0           0.001487     NA          0.061475          0.098075            0.098075           0.14                 63            65
0.01          3                  1                  0    128       1         0         5         10240       0           1           .000220      NA          .007653           .013276             .013275            0.12                 77            353
1.37          228                1                  0    128       1         0         5         102400      0           0           0.005728     NA          0.339469          0.464334            0.464334           0.61                 602           77
0.01          3                  1                  0    128       1         0         5         102400      0           1           .001089      NA          .058373           .081772             .081772            0.64                 699           445
1.42          231                1                  0    256       1         0         4         1024        0           0           0.000055     NA          0.006103          0.013648            0.013647           0.03                 13            31
0.01          3                  1                  0    256       1         0         4         1024        0           1           .000027      NA          .001638           .002658             .002658            0.04                 17            269
1.44          232                1                  0    256       1         0         4         10240       0           0           0.001133     NA          0.053983          0.091269            0.091268           0.14                 103           69
0.01          3                  1                  0    256       1         0         4         10240       0           1           .000206      NA          .009886           .015751             .015751            0.16                 144           383
1.39          231                1                  0    256       1         0         4         102400      0           0           0.004066     NA          0.370188          0.573426            0.573425           0.77                 997           72
0.01          3                  1                  0    256       1         0         4         102400      0           1           .000967      NA          .072250           .102762             .102762            0.82                 1391          454
1.42          231                1                  0    256       1         0         5         1024        0           0           0.000167     NA          0.012425          0.018397            0.018396           0.03                 15            68
0.01          3                  1                  0    256       1         0         5         1024        0           1           .000029      NA          .001948           .002690             .002690            0.03                 17            348
1.43          232                1                  0    256       1         0         5         10240       0           0           0.001452     NA          0.061157          0.085023            0.085022           0.13                 123           78
0.01          3                  1                  0    256       1         0         5         10240       0           1           .000199      NA          .011708           .015391             .015391            0.16                 142           390
1.45          232                1                  0    256       1         0         5         102400      0           0           0.005728     NA          0.415710          0.627946            0.627945           0.82                 1200          73
0.01          3                  1                  0    256       1         0         5         102400      0           1           .001083      NA          .085028           .113818             .113818            0.88                 1394          469
1.44          237                1                  1    8         1         0         4         1024        0           0           0.000139     NA          0.002168          0.002940            0.002939           0.01                 7             105
0.01          3                  1                  1    8         1         0         4         1024        0           1           .000031      NA          .000298           .000344             .000344            0.01                 7             557
1.42          237                1                  1    8         1         0         4         10240       0           0           0.001140     NA          0.014679          0.019812            0.019811           0.04                 10            71
0.01          3                  1                  1    8         1         0         4         10240       0           1           .000238      NA          .001935           .002919             .002919            0.04                 11            411
1.42          237                1                  1    8         1         0         4         102400      0           0           0.011547     NA          0.087344          0.108057            0.108056           0.16                 38            85
0.01          3                  1                  1    8         1         0         4         102400      0           1           .002295      NA          .013422           .018449             .018449            0.20                 50            388
1.45          238                1                  1    8         1         0         5         1024        0           0           0.000164     NA          0.002497          0.003657            0.003655           0.01                 7             105
0.01          3                  1                  1    8         1         0         5         1024        0           1           .000031      NA          .000369           .000472             .000472            0.03                 7             378
1.45          238                1                  1    8         1         0         5         10240       0           0           0.001541     NA          0.017047          0.022744            0.022742           0.05                 10            69
0.01          3                  1                  1    8         1         0         5         10240       0           1           .000254      NA          .002076           .003138             .003138            0.04                 11            443
1.40          238                1                  1    8         1         0         5         102400      0           0           0.014695     NA          0.088745          0.127990            0.127989           0.18                 44            76
0.01          3                  1                  1    8         1         0         5         102400      0           1           .002409      NA          .015303           .021173             .021173            0.21                 50            403
1.43          236                1                  1    64        1         0         4         1024        0           0           0.000055     NA          0.003376          0.006273            0.006272           0.02                 9             95
0.01          3                  1                  1    64        1         0         4         1024        0           1           .000026      NA          .000786           .000875             .000875            0.02                 10            552
1.45          237                1                  1    64        1         0         4         10240       0           0           0.001308     NA          0.023763          0.034788            0.034787           0.06                 32            75
0.01          3                  1                  1    64        1         0         4         10240       0           1           .000257      NA          .005453           .006033             .006033            0.07                 42            500
1.46          236                1                  1    64        1         0         4         102400      0           0           0.004653     NA          0.174994          0.262840            0.262840           0.33                 255           73
0.01          3                  1                  1    64        1         0         4         102400      0           1           .001019      NA          .037343           .046854             .046854            0.39                 354           460
1.42          236                1                  1    64        1         0         5         1024        0           0           0.000151     NA          0.002778          0.008806            0.008805           0.03                 13            56
0.01          3                  1                  1    64        1         0         5         1024        0           1           .000024      NA          .000786           .001204             .001204            0.03                 13            385
1.43          239                1                  1    64        1         0         5         10240       0           0           0.000805     NA          0.030697          0.038640            0.038639           0.05                 37            93
0.01          3                  1                  1    64        1         0         5         10240       0           1           .000248      NA          .006520           .007069             .007069            0.07                 42            530
1.44          237                1                  1    64        1         0         5         102400      0           0           0.004460     NA          0.218918          0.287122            0.287121           0.37                 306           79
0.01          3                  1                  1    64        1         0         5         102400      0           1           .001031      NA          .044180           .049221             .049221            0.40                 355           503
1.47          240                1                  1    128       1         0         4         1024        0           0           0.000138     NA          0.011463          0.015107            0.015105           0.03                 12            81
0.01          3                  1                  1    128       1         0         4         1024        0           1           .000029      NA          .001583           .002093             .002093            0.04                 14            390
1.47          240                1                  1    128       1         0         4         10240       0           0           0.001301     NA          0.077289          0.116881            0.116880           0.16                 56            74
0.01          3                  1                  1    128       1         0         4         10240       0           1           .000182      NA          .010436           .015364             .015364            0.14                 76            407
1.44          240                1                  1    128       1         0         4         102400      0           0           0.005408     NA          0.414157          0.589805            0.589803           0.73                 504           76
0.01          3                  1                  1    128       1         0         4         102400      0           1           .001018      NA          .080960           .096300             .096300            0.75                 701           498
1.46          240                1                  1    128       1         0         5         1024        0           0           0.000139     NA          0.012290          0.015807            0.015806           0.03                 13            96
0.01          3                  1                  1    128       1         0         5         1024        0           1           .000029      NA          .001840           .002424             .002424            0.04                 14            442
1.43          240                1                  1    128       1         0         5         10240       0           0           0.001128     NA          0.077937          0.102584            0.102583           0.14                 67            82
0.01          3                  1                  1    128       1         0         5         10240       0           1           .000203      NA          .012782           .015289             .015289            0.14                 76            472
1.46          240                1                  1    128       1         0         5         102400      0           0           0.004463     NA          0.456186          0.561660            0.561659           0.71                 605           83
0.01          3                  1                  1    128       1         0         5         102400      0           1           .001030      NA          .082526           .097538             .097537            0.75                 702           506
1.47          243                1                  1    256       1         0         4         1024        0           0           0.000135     NA          0.012587          0.020531            0.020530           0.04                 17            78
0.01          3                  1                  1    256       1         0         4         1024        0           1           .000031      NA          .002770           .002854             .002854            0.04                 21            548
1.49          242                1                  1    256       1         0         4         10240       0           0           0.001266     NA          0.067349          0.114414            0.114413           0.16                 106           73
0.01          3                  1                  1    256       1         0         4         10240       0           1           .000214      NA          .016880           .019169             .019168            0.18                 146           487
1.50          242                1                  1    256       1         0         4         102400      0           0           0.004985     NA          0.559896          0.826564            0.826562           1.02                 1001          73
0.01          3                  1                  1    256       1         0         4         102400      0           1           .001115      NA          .118069           .134072             .134072            1.02                 1394          530
1.51          244                1                  1    256       1         0         5         1024        0           0           0.000133     NA          0.015548          0.021910            0.021909           0.04                 19            87
0.01          3                  1                  1    256       1         0         5         1024        0           1           .000027      NA          .002658           .003017             .003017            0.04                 26            545
1.50          243                1                  1    256       1         0         5         10240       0           0           0.000473     NA          0.067944          0.107239            0.107237           0.15                 126           66
