comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
2.92          233                1                  0    1        128       0         1         0         1         0         0         40960       0           0           0.016185     NA          0.614474          1.128228            1.128227           1.24                 321           58
0.02          3                  1                  0    1        128       0         1         0         1         0         0         40960       0           1           .002850      NA          .158273           .897649             .897649            .985000              321           110
2.91          233                1                  0    1        128       0         1         0         2         0         0         40960       0           0           0.022435     NA          0.471386          1.423060            1.423059           1.55                 322           37
0.02          3                  1                  0    1        128       0         1         0         2         0         0         40960       0           1           .005611      NA          .112940           .650862             .650862            .760000              322           109
2.87          233                1                  0    1        128       0         1         0         3         0         0         40960       0           0           0.014239     NA          0.351577          1.431447            1.431446           1.54                 203           28
0.02          3                  1                  0    1        128       0         1         0         3         0         0         40960       0           1           .003046      NA          .083984           .561680             .561680            .640000              321           103
2.87          232                1                  0    1        128       0         1         0         4         0         0         40960       0           0           0.014126     NA          0.351415          1.268398            1.268397           1.38                 202           32
0.02          3                  1                  0    1        128       0         1         0         4         0         0         40960       0           1           .002881      NA          .084832           .555070             .555070            .616666              281           104
2.88          234                1                  0    1        128       0         1         0         5         0         0         40960       0           0           0.014245     NA          0.368225          1.391668            1.391667           1.49                 243           31
0.02          3                  1                  0    1        128       0         1         0         5         0         0         40960       0           1           .002968      NA          .085381           .542882             .542882            .625000              281           104
2.83          233                1                  0    1        128       0         1         0         6         0         0         40960       0           0           0.007215     NA          0.134701          0.469194            0.469193           0.57                 163           40
0.02          3                  1                  0    1        128       0         1         0         6         0         0         40960       0           1           .000842      NA          .027144           .156153             .156152            .215000              163           132
2.92          234                1                  0    2        128       0         1         0         1         0         0         40960       0           0           .008072      NA          .354729           .957136             .957136            1.020000             320           79
0.02          3                  1                  0    2        128       0         1         0         1         0         0         40960       0           1           .002528      NA          .095736           .855850             .855850            .949166              320           138
2.89          233                1                  0    2        128       0         1         0         2         0         0         40960       0           0           .011268      NA          .255874           1.242490            1.242489           1.305000             321           47
0.02          3                  1                  0    2        128       0         1         0         2         0         0         40960       0           1           .003440      NA          .065658           .652285             .652285            .746666              321           129
2.87          234                1                  0    2        128       0         1         0         3         0         0         40960       0           0           .007146      NA          .181076           1.240565            1.240564           1.300000             202           35
0.02          3                  1                  0    2        128       0         1         0         3         0         0         40960       0           1           .001623      NA          .057587           .544337             .544337            .639166              321           131
2.87          232                1                  0    2        128       0         1         0         4         0         0         40960       0           0           .007078      NA          .179083           1.141798            1.141798           1.210000             201           37
0.02          3                  1                  0    2        128       0         1         0         4         0         0         40960       0           1           .001622      NA          .051268           .523900             .523900            .618333              280           124
2.90          236                1                  0    2        128       0         1         0         5         0         0         40960       0           0           .007145      NA          .188739           1.208856            1.208855           1.270000             242           37
0.02          3                  1                  0    2        128       0         1         0         5         0         0         40960       0           1           .001638      NA          .058258           .527735             .527735            .618333              281           137
2.84          235                1                  0    2        128       0         1         0         6         0         0         40960       0           0           .003621      NA          .074876           .416343             .416343            .465000              162           52
0.02          3                  1                  0    2        128       0         1         0         6         0         0         40960       0           1           .000478      NA          .019267           .131629             .131629            .177500              163           209
2.91          235                1                  0    4        128       0         1         0         1         0         0         40960       0           0           .004067      NA          .219355           .894955             .894955            .952500              320           103
0.02          3                  1                  0    4        128       0         1         0         1         0         0         40960       0           1           .001239      NA          .051229           .783873             .783872            .939166              320           148
2.90          234                1                  0    4        128       0         1         0         2         0         0         40960       0           0           .005643      NA          .144448           1.015301            1.015301           1.170000             321           58
0.02          3                  1                  0    4        128       0         1         0         2         0         0         40960       0           1           .001591      NA          .037328           .597228             .597228            .750833              321           142
2.89          234                1                  0    4        128       0         1         0         3         0         0         40960       0           0           .003574      NA          .094875           1.148888            1.148888           1.185000             202           40
0.02          3                  1                  0    4        128       0         1         0         3         0         0         40960       0           1           .000819      NA          .032439           .486675             .486675            .599166              321           155
2.86          233                1                  0    4        128       0         1         0         4         0         0         40960       0           0           .003550      NA          .096916           .965521             .965521            1.127500             201           43
0.02          3                  1                  0    4        128       0         1         0         4         0         0         40960       0           1           .000798      NA          .028754           .509728             .509728            .632500              280           133
2.88          233                1                  0    4        128       0         1         0         5         0         0         40960       0           0           .003578      NA          .104450           1.085331            1.085330           1.177500             242           44
0.02          3                  1                  0    4        128       0         1         0         5         0         0         40960       0           1           .000832      NA          .033310           .499227             .499227            .620000              281           153
2.83          231                1                  0    4        128       0         1         0         6         0         0         40960       0           0           .001828      NA          .048814           .343563             .343562            .412500              163           70
0.02          3                  1                  0    4        128       0         1         0         6         0         0         40960       0           1           .000233      NA          .011778           .122086             .122086            .169166              163           248
2.93          233                1                  0    6        128       0         1         0         1         0         0         40960       0           0           .004356      NA          .160842           .863921             .863920            .970000              320           114
0.02          3                  1                  0    6        128       0         1         0         1         0         0         40960       0           1           .000839      NA          .035692           .780399             .780399            .924166              320           157
2.91          234                1                  0    6        128       0         1         0         2         0         0         40960       0           0           .005420      NA          .111004           1.036491            1.036491           1.130000             321           72
0.02          3                  1                  0    6        128       0         1         0         2         0         0         40960       0           1           .001133      NA          .026259           .614862             .614862            .777222              321           144
2.89          234                1                  0    6        128       0         1         0         3         0         0         40960       0           0           .002797      NA          .074391           1.022350            1.022350           1.113333             202           52
0.02          3                  1                  0    6        128       0         1         0         3         0         0         40960       0           1           .000554      NA          .022477           .485880             .485880            .610555              321           157
2.86          233                1                  0    6        128       0         1         0         4         0         0         40960       0           0           .002765      NA          .072416           .905739             .905739            1.100000             201           51
