comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.07          235                1                  256       1         0         1         1              50               8192        0           0           0.013128     NA          0.441336          6.479235            6.479234           6.58                 130           8
3.08          235                1                  256       1         0         1         1              30               1024        0           0           0.002298     NA          0.074447          1.179787            1.179786           1.20                 21            7
3.07          235                1                  256       1         0         1         1              30               4096        0           0           0.006752     NA          0.352757          5.242412            5.242411           5.30                 67            7
3.07          234                1                  256       1         0         1         1              30               8192        0           0           0.012750     NA          0.478797          9.434885            9.434884           9.54                 130           6
3.07          235                1                  256       1         0         1         5              1000             1024        0           0           0.002329     NA          0.026919          0.060070            0.060069           0.08                 19            59
3.07          234                1                  256       1         0         1         5              1000             4096        0           0           0.007059     NA          0.099939          0.215717            0.215717           0.27                 67            57
3.07          234                1                  256       1         0         1         5              1000             8192        0           0           0.012658     NA          0.195714          0.361742            0.361741           0.46                 131           62
3.08          234                1                  256       1         0         1         5              800              1024        0           0           0.002127     NA          0.024376          0.063068            0.063067           0.09                 19            53
3.07          234                1                  256       1         0         1         5              800              4096        0           0           0.006879     NA          0.100869          0.214557            0.214556           0.27                 67            58
3.08          234                1                  256       1         0         1         5              800              8192        0           0           0.012939     NA          0.189566          0.450346            0.450345           0.55                 130           52
3.07          234                1                  256       1         0         1         5              600              1024        0           0           0.002077     NA          0.023824          0.077493            0.077492           0.09                 19            44
3.07          233                1                  256       1         0         1         5              600              4096        0           0           0.006725     NA          0.100851          0.303445            0.303444           0.36                 67            44
3.08          235                1                  256       1         0         1         5              600              8192        0           0           0.012624     NA          0.180405          0.533066            0.533064           0.64                 130           44
3.06          238                1                  256       1         0         1         5              400              1024        0           0           0.002298     NA          0.028209          0.102995            0.102994           0.12                 19            39
3.07          234                1                  256       1         0         1         5              400              4096        0           0           0.006896     NA          0.105165          0.408438            0.408437           0.46                 67            35
3.08          234                1                  256       1         0         1         5              400              8192        0           0           0.013205     NA          0.195924          0.764827            0.764826           0.86                 130           34
3.06          234                1                  256       1         0         1         5              200              1024        0           0           0.002025     NA          0.037815          0.181944            0.181943           0.21                 19            29
3.07          234                1                  256       1         0         1         5              200              4096        0           0           0.006656     NA          0.122431          0.846533            0.846531           0.90                 67            20
3.08          235                1                  256       1         0         1         5              200              8192        0           0           0.013092     NA          0.245833          1.602970            1.602969           1.70                 130           20
3.06          234                1                  256       1         0         1         5              100              1024        0           0           0.002227     NA          0.049741          0.421744            0.421743           0.44                 19            16
3.12          235                1                  256       1         0         1         5              100              4096        0           0           0.006969     NA          0.153023          1.732848            1.732846           1.79                 67            11
3.06          234                1                  256       1         0         1         5              100              8192        0           0           0.013160     NA          0.261484          3.067821            3.067820           3.16                 130           11
3.06          234                1                  256       1         0         1         5              50               1024        0           0           0.002143     NA          0.064598          0.832241            0.832240           0.85                 19            10
3.10          233                1                  256       1         0         1         5              50               4096        0           0           0.006474     NA          0.213241          3.363385            3.363384           3.42                 67            7
3.06          235                1                  256       1         0         1         5              50               8192        0           0           0.013021     NA          0.305713          5.826053            5.826052           5.92                 131           6
3.07          234                1                  256       1         0         1         5              30               1024        0           0           0.002083     NA          0.064557          1.236038            1.236037           1.25                 19            6
3.08          234                1                  256       1         0         1         5              30               4096        0           0           0.006817     NA          0.251130          5.642786            5.642785           5.70                 68            5
3.08          234                1                  256       1         0         1         5              30               8192        0           0           0.013043     NA          0.426982          10.820397           10.820396          10.92                130           4
3.08          235                1                  256       1         0         1         10             1000             1024        0           0           0.002226     NA          0.022127          0.057827            0.057826           0.08                 19            53
3.06          234                1                  256       1         0         1         10             1000             4096        0           0           0.006942     NA          0.103888          0.194709            0.194708           0.25                 69            64
3.09          234                1                  256       1         0         1         10             1000             8192        0           0           0.012631     NA          0.171011          0.465729            0.465727           0.56                 131           47
3.06          235                1                  256       1         0         1         10             800              1024        0           0           0.002124     NA          0.025993          0.063567            0.063565           0.08                 19            54
3.08          234                1                  256       1         0         1         10             800              4096        0           0           0.006966     NA          0.104136          0.220252            0.220250           0.28                 67            58
3.07          234                1                  256       1         0         1         10             800              8192        0           0           0.012874     NA          0.189032          0.451427            0.451426           0.55                 130           51
3.09          237                1                  256       1         0         1         10             600              1024        0           0           0.001936     NA          0.023328          0.073663            0.073661           0.09                 19            43
3.07          234                1                  256       1         0         1         10             600              4096        0           0           0.006978     NA          0.101860          0.290160            0.290159           0.34                 67            45
3.07          234                1                  256       1         0         1         10             600              8192        0           0           0.013254     NA          0.180876          0.553509            0.553508           0.65                 130           43
3.06          235                1                  256       1         0         1         10             400              1024        0           0           0.002237     NA          0.028379          0.115609            0.115608           0.13                 19            35
3.10          234                1                  256       1         0         1         10             400              4096        0           0           0.006651     NA          0.104970          0.404111            0.404110           0.47                 67            35
3.07          235                1                  256       1         0         1         10             400              8192        0           0           0.013074     NA          0.188006          0.768774            0.768773           0.86                 130           32
3.09          235                1                  256       1         0         1         10             200              1024        0           0           0.002328     NA          0.034151          0.180315            0.180314           0.20                 19            27
3.08          235                1                  256       1         0         1         10             200              4096        0           0           0.006990     NA          0.118861          0.728528            0.728527           0.79                 67            22
3.06          235                1                  256       1         0         1         10             200              8192        0           0           0.012778     NA          0.253609          1.603669            1.603667           1.70                 130           20
3.08          235                1                  256       1         0         1         10             100              1024        0           0           0.001965     NA          0.043174          0.394636            0.394635           0.41                 19            14
3.07          235                1                  256       1         0         1         10             100              4096        0           0           0.007089     NA          0.154524          1.788511            1.788510           1.84                 68            11
3.08          234                1                  256       1         0         1         10             100              8192        0           0           0.012756     NA          0.291142          2.874796            2.874795           2.96                 130           12
3.08          235                1                  256       1         0         1         10             50               1024        0           0           0.002147     NA          0.049647          0.826605            0.826603           0.85                 21            8
3.07          234                1                  256       1         0         1         10             50               4096        0           0           0.007053     NA          0.204592          3.445133            3.445132           3.50                 67            7
3.07          235                1                  256       1         0         1         10             50               8192        0           0           0.013089     NA          0.384925          5.955945            5.955945           6.05                 130           8
3.08          235                1                  256       1         0         1         10             30               1024        0           0           0.002043     NA          0.055327          1.363635            1.363634           1.38                 19            5
3.07          234                1                  256       1         0         1         10             30               4096        0           0           0.006996     NA          0.203104          5.714732            5.714731           5.77                 67            4
3.07          234                1                  256       1         0         1         10             30               8192        0           0           0.013035     NA          0.399574          9.325507            9.325506           9.42                 130           5
3.07          235                1                  256       1         0         1         20             1000             1024        0           0           0.002118     NA          0.024040          0.058788            0.058787           0.08                 19            51
3.09          235                1                  256       1         0         1         20             1000             4096        0           0           0.006948     NA          0.089899          0.223722            0.223721           0.28                 67            52
3.07          234                1                  256       1         0         1         20             1000             8192        0           0           0.012743     NA          0.171757          0.451233            0.451232           0.55                 130           48
3.07          235                1                  256       1         0         1         20             800              1024        0           0           0.002002     NA          0.022302          0.056355            0.056354           0.08                 19            55
3.08          234                1                  256       1         0         1         20             800              4096        0           0           0.006763     NA          0.106275          0.234831            0.234830           0.29                 67            55
3.08          236                1                  256       1         0         1         20             800              8192        0           0           0.012862     NA          0.166635          0.447762            0.447761           0.54                 134           48
3.09          234                1                  256       1         0         1         20             600              1024        0           0           0.002068     NA          0.024739          0.074712            0.074711           0.09                 19            44
3.08          233                1                  256       1         0         1         20             600              4096        0           0           0.006718     NA          0.093854          0.310620            0.310619           0.36                 67            40
3.08          234                1                  256       1         0         1         20             600              8192        0           0           0.013009     NA          0.185322          0.579498            0.579497           0.68                 132           42
3.06          235                1                  256       1         0         1         20             400              1024        0           0           0.002010     NA          0.024451          0.098519            0.098518           0.12                 21            38
3.07          235                1                  256       1         0         1         20             400              4096        0           0           0.006910     NA          0.102092          0.408298            0.408297           0.46                 67            33
3.07          235                1                  256       1         0         1         20             400              8192        0           0           0.013216     NA          0.194117          0.770179            0.770178           0.87                 130           33
3.07          234                1                  256       1         0         1         20             200              1024        0           0           0.002212     NA          0.039899          0.186818            0.186817           0.21                 21            30
3.07          235                1                  256       1         0         1         20             200              4096        0           0           0.006918     NA          0.126736          0.792597            0.792596           0.85                 67            21
3.08          235                1                  256       1         0         1         20             200              8192        0           0           0.013110     NA          0.230624          1.631406            1.631405           1.73                 130           19
3.08          235                1                  256       1         0         1         20             100              1024        0           0           0.002272     NA          0.051004          0.422856            0.422855           0.44                 21            16
3.10          234                1                  256       1         0         1         20             100              4096        0           0           0.006989     NA          0.163017          1.676378            1.676377           1.73                 67            12
3.09          234                1                  256       1         0         1         20             100              8192        0           0           0.012768     NA          0.274996          3.339592            3.339591           3.44                 130           10
3.06          235                1                  256       1         0         1         20             50               1024        0           0           0.002124     NA          0.062621          0.696149            0.696148           0.72                 21            12
3.08          235                1                  256       1         0         1         20             50               4096        0           0           0.006852     NA          0.226395          2.906213            2.906212           2.96                 67            9
3.07          235                1                  256       1         0         1         20             50               8192        0           0           0.013150     NA          0.382269          5.835750            5.835749           5.93                 130           8
3.07          233                1                  256       1         0         1         20             30               1024        0           0           0.002249     NA          0.071557          1.156418            1.156417           1.17                 19            7
3.09          233                1                  256       1         0         1         20             30               4096        0           0           0.007088     NA          0.242967          5.345432            5.345431           5.40                 67            5
3.08          234                1                  256       1         0         1         20             30               8192        0           0           0.013114     NA          0.398177          9.574134            9.574133           9.66                 130           5
3.08          234                1                  256       1         0         1         40             1000             1024        0           0           0.002222     NA          0.021869          0.054976            0.054974           0.07                 19            55
3.07          235                1                  256       1         0         1         40             1000             4096        0           0           0.006408     NA          0.091773          0.185509            0.185508           0.23                 67            59
3.07          234                1                  256       1         0         1         40             1000             8192        0           0           0.013200     NA          0.187927          0.363630            0.363629           0.46                 130           62
3.03          234                1                  256       1         0         1         40             800              1024        0           0           0.002048     NA          0.023461          0.065146            0.065145           0.09                 19            48
3.07          235                1                  256       1         0         1         40             800              4096        0           0           0.006505     NA          0.100598          0.236236            0.236235           0.29                 67            51
3.07          234                1                  256       1         0         1         40             800              8192        0           0           0.012873     NA          0.189773          0.493053            0.493052           0.60                 130           48
3.07          234                1                  256       1         0         1         40             600              1024        0           0           0.001993     NA          0.024942          0.077202            0.077201           0.10                 19            46
3.07          234                1                  256       1         0         1         40             600              4096        0           0           0.006932     NA          0.099376          0.301306            0.301305           0.36                 67            43
3.07          235                1                  256       1         0         1         40             600              8192        0           0           0.012857     NA          0.182289          0.564327            0.564326           0.67                 130           41
3.07          233                1                  256       1         0         1         40             400              1024        0           0           0.002350     NA          0.025739          0.104248            0.104247           0.12                 19            36
3.08          233                1                  256       1         0         1         40             400              4096        0           0           0.006887     NA          0.114286          0.406016            0.406015           0.47                 67            37
3.07          234                1                  256       1         0         1         40             400              8192        0           0           0.012957     NA          0.195924          0.803187            0.803186           0.90                 130           31
3.07          233                1                  256       1         0         1         40             200              1024        0           0           0.002098     NA          0.031224          0.185441            0.185440           0.20                 19            23
3.08          235                1                  256       1         0         1         40             200              4096        0           0           0.006680     NA          0.123865          0.755329            0.755328           0.81                 67            22
3.06          235                1                  256       1         0         1         40             200              8192        0           0           0.013111     NA          0.218939          1.456194            1.456193           1.55                 130           20
3.08          234                1                  256       1         0         1         40             100              1024        0           0           0.002312     NA          0.049703          0.363494            0.363493           0.38                 21            18
3.06          234                1                  256       1         0         1         40             100              4096        0           0           0.006949     NA          0.181781          1.541033            1.541032           1.60                 67            15
3.06          234                1                  256       1         0         1         40             100              8192        0           0           0.012767     NA          0.257331          3.379112            3.379110           3.49                 130           10
3.09          233                1                  256       1         0         1         40             50               1024        0           0           0.002232     NA          0.052869          0.843954            0.843953           0.87                 19            8
3.07          234                1                  256       1         0         1         40             50               4096        0           0           0.006689     NA          0.182765          2.799386            2.799385           2.86                 67            8
3.08          234                1                  256       1         0         1         40             50               8192        0           0           0.012870     NA          0.298648          6.937756            6.937755           7.04                 131           5
3.07          235                1                  256       1         0         1         40             30               1024        0           0           0.002282     NA          0.059098          1.160416            1.160415           1.18                 19            6
3.07          235                1                  256       1         0         1         40             30               4096        0           0           0.006587     NA          0.221663          4.809762            4.809761           4.87                 67            5
3.07          234                1                  256       1         0         1         40             30               8192        0           0           0.012913     NA          0.330417          9.770537            9.770536           9.87                 130           4
3.08          234                1                  256       1         0         1         60             1000             1024        0           0           0.002019     NA          0.022759          0.054169            0.054168           0.08                 21            56
3.07          235                1                  256       1         0         1         60             1000             4096        0           0           0.006603     NA          0.095867          0.205206            0.205205           0.27                 67            58
3.07          235                1                  256       1         0         1         60             1000             8192        0           0           0.012727     NA          0.163919          0.380547            0.380546           0.48                 130           54
3.06          235                1                  256       1         0         1         60             800              1024        0           0           0.002223     NA          0.025027          0.056082            0.056081           0.07                 21            60
3.07          234                1                  256       1         0         1         60             800              4096        0           0           0.006596     NA          0.102644          0.226497            0.226496           0.29                 67            55
3.08          235                1                  256       1         0         1         60             800              8192        0           0           0.013172     NA          0.190192          0.454635            0.454634           0.55                 134           52
3.06          234                1                  256       1         0         1         60             600              1024        0           0           0.002216     NA          0.023972          0.076616            0.076615           0.09                 19            45
3.09          233                1                  256       1         0         1         60             600              4096        0           0           0.006623     NA          0.092972          0.312426            0.312425           0.37                 67            41
3.07          234                1                  256       1         0         1         60             600              8192        0           0           0.012920     NA          0.181200          0.567141            0.567140           0.67                 130           42
3.09          234                1                  256       1         0         1         60             400              1024        0           0           0.002279     NA          0.026213          0.110061            0.110060           0.13                 19            36
3.07          235                1                  256       1         0         1         60             400              4096        0           0           0.006833     NA          0.113489          0.402089            0.402088           0.46                 67            37
3.06          235                1                  256       1         0         1         60             400              8192        0           0           0.013033     NA          0.194461          0.777869            0.777868           0.88                 130           33
3.07          235                1                  256       1         0         1         60             200              1024        0           0           0.002175     NA          0.034033          0.214630            0.214629           0.23                 19            24
3.07          235                1                  256       1         0         1         60             200              4096        0           0           0.006929     NA          0.120033          0.787386            0.787385           0.84                 67            21
3.07          233                1                  256       1         0         1         60             200              8192        0           0           0.013198     NA          0.243165          1.575395            1.575394           1.67                 131           20
3.07          233                1                  256       1         0         1         60             100              1024        0           0           0.002004     NA          0.041149          0.364914            0.364913           0.38                 19            14
3.07          235                1                  256       1         0         1         60             100              4096        0           0           0.006682     NA          0.150428          1.494260            1.494259           1.56                 67            13
3.08          234                1                  256       1         0         1         60             100              8192        0           0           0.013054     NA          0.329460          3.121433            3.121432           3.22                 130           13
3.07          233                1                  256       1         0         1         60             50               1024        0           0           0.002294     NA          0.060700          0.773746            0.773745           0.79                 19            10
3.08          235                1                  256       1         0         1         60             50               4096        0           0           0.006881     NA          0.172067          3.206607            3.206607           3.26                 67            7
3.07          235                1                  256       1         0         1         60             50               8192        0           0           0.012990     NA          0.320582          5.972559            5.972558           6.07                 131           6
3.08          234                1                  256       1         0         1         60             30               1024        0           0           0.002012     NA          0.050393          1.173965            1.173964           1.20                 19            6
3.07          233                1                  256       1         0         1         60             30               4096        0           0           0.007031     NA          0.184375          5.741956            5.741955           5.79                 67            4
3.07          234                1                  256       1         0         1         60             30               8192        0           0           0.013004     NA          0.415623          9.325250            9.325249           9.42                 130           5
3.07          234                1                  256       1         0         1         80             1000             1024        0           0           0.002325     NA          0.023819          0.050394            0.050393           0.07                 19            62
3.08          233                1                  256       1         0         1         80             1000             4096        0           0           0.006807     NA          0.094035          0.188573            0.188572           0.25                 67            61
3.08          234                1                  256       1         0         1         80             1000             8192        0           0           0.012884     NA          0.170509          0.464375            0.464374           0.57                 130           47
3.07          234                1                  256       1         0         1         80             800              1024        0           0           0.002234     NA          0.026103          0.055232            0.055231           0.08                 19            59
3.08          234                1                  256       1         0         1         80             800              4096        0           0           0.007028     NA          0.095832          0.234360            0.234359           0.29                 67            52
3.07          233                1                  256       1         0         1         80             800              8192        0           0           0.012917     NA          0.184261          0.439107            0.439106           0.54                 130           52
3.07          235                1                  256       1         0         1         80             600              1024        0           0           0.002020     NA          0.025184          0.081525            0.081524           0.10                 19            44
3.06          234                1                  256       1         0         1         80             600              4096        0           0           0.007053     NA          0.105549          0.299454            0.299453           0.35                 67            45
3.06          235                1                  256       1         0         1         80             600              8192        0           0           0.012668     NA          0.184313          0.590460            0.590458           0.69                 130           40
3.05          234                1                  256       1         0         1         80             400              1024        0           0           0.002096     NA          0.026340          0.104402            0.104401           0.13                 19            37
3.11          235                1                  256       1         0         1         80             400              4096        0           0           0.006792     NA          0.106980          0.408546            0.408545           0.47                 67            35
3.06          234                1                  256       1         0         1         80             400              8192        0           0           0.013083     NA          0.201135          0.764434            0.764433           0.86                 131           34
3.07          233                1                  256       1         0         1         80             200              1024        0           0           0.002248     NA          0.033620          0.187708            0.187707           0.20                 19            26
3.08          234                1                  256       1         0         1         80             200              4096        0           0           0.006914     NA          0.128045          0.764865            0.764864           0.82                 67            22
3.07          235                1                  256       1         0         1         80             200              8192        0           0           0.012699     NA          0.231701          1.625498            1.625497           1.73                 130           19
3.07          234                1                  256       1         0         1         80             100              1024        0           0           0.002177     NA          0.048442          0.351379            0.351378           0.37                 19            18
