comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.49;232;1;128;1;0;1;5120;0;1;.000859;NA;.005171;.012365;.012365;1.49;232;99
1.49;232;1;128;1;0;1;5632;0;1;.000870;NA;.005567;.008928;.008928;1.49;232;99
1.47;232;1;128;1;0;1;6144;0;1;.000941;NA;.005046;.013296;.013295;1.47;232;99
1.51;233;1;128;1;0;1;6656;0;1;.000998;NA;.005268;.009935;.009935;1.51;233;99
1.49;233;1;128;1;0;1;7168;0;1;.001010;NA;.005901;.015630;.015630;1.49;233;99
1.47;233;1;128;1;0;1;7680;0;1;.000777;NA;.006398;.019703;.019703;1.47;233;99
1.50;232;1;128;1;0;1;8192;0;1;.000801;NA;.006247;.016788;.016788;1.50;232;99
1.48;231;1;128;1;0;2;512;0;1;.000086;NA;.000631;.001495;.001495;1.48;231;99
1.49;232;1;128;1;0;2;1024;0;1;.000158;NA;.001212;.002872;.002872;1.49;232;99
1.49;232;1;128;1;0;2;1536;0;1;.000289;NA;.001795;.003977;.003977;1.49;232;99
1.49;231;1;128;1;0;2;2048;0;1;.000358;NA;.001703;.003083;.003083;1.49;231;99
1.48;231;1;128;1;0;2;2560;0;1;.000478;NA;.002336;.005535;.005535;1.48;231;99
1.49;232;1;128;1;0;2;3072;0;1;.000546;NA;.002694;.005335;.005335;1.49;232;99
1.48;231;1;128;1;0;2;3584;0;1;.000611;NA;.003500;.009710;.009710;1.48;231;99
1.49;231;1;128;1;0;2;4096;0;1;.000754;NA;.003547;.007605;.007605;1.49;231;99
1.47;231;1;128;1;0;2;4608;0;1;.001040;NA;.003471;.008704;.008704;1.47;231;100
1.46;231;1;128;1;0;2;5120;0;1;.000850;NA;.004113;.013672;.013672;1.46;231;99
1.46;232;1;128;1;0;2;5632;0;1;.000675;NA;.004179;.010144;.010144;1.46;232;100
1.45;232;1;128;1;0;2;6144;0;1;.001017;NA;.004131;.007952;.007952;1.45;232;99
1.49;231;1;128;1;0;2;6656;0;1;.001019;NA;.004956;.013373;.013373;1.49;231;99
1.45;232;1;128;1;0;2;7168;0;1;.000976;NA;.004693;.012726;.012726;1.45;232;99
1.47;230;1;128;1;0;2;7680;0;1;.000963;NA;.005406;.013859;.013859;1.47;230;99
1.50;232;1;128;1;0;2;8192;0;1;.000809;NA;.005537;.016055;.016055;1.50;232;100
1.46;230;1;128;1;0;3;512;0;1;.000125;NA;.000532;.001063;.001063;1.46;230;99
1.45;229;1;128;1;0;3;1024;0;1;.000178;NA;.000961;.002168;.002168;1.45;229;100
1.41;230;1;128;1;0;3;1536;0;1;.000272;NA;.001228;.002361;.002361;1.41;230;100
1.46;230;1;128;1;0;3;2048;0;1;.000406;NA;.001578;.003523;.003522;1.46;230;99
1.45;230;1;128;1;0;3;2560;0;1;.000412;NA;.001933;.004839;.004839;1.45;230;99
1.45;230;1;128;1;0;3;3072;0;1;.000525;NA;.002147;.005470;.005470;1.45;230;99
1.44;230;1;128;1;0;3;3584;0;1;.000650;NA;.002358;.004806;.004805;1.44;230;99
1.45;229;1;128;1;0;3;4096;0;1;.000621;NA;.002732;.005298;.005298;1.45;229;99
1.44;231;1;128;1;0;3;4608;0;1;.000845;NA;.003015;.008949;.008949;1.44;231;99
1.46;231;1;128;1;0;3;5120;0;1;.000987;NA;.003152;.007628;.007628;1.46;231;99
1.45;230;1;128;1;0;3;5632;0;1;.001148;NA;.003192;.008438;.008438;1.45;230;99
1.45;230;1;128;1;0;3;6144;0;1;.001002;NA;.003095;.007364;.007364;1.45;230;99
1.44;229;1;128;1;0;3;6656;0;1;.001112;NA;.003364;.008758;.008758;1.44;229;99
1.45;230;1;128;1;0;3;7168;0;1;.001046;NA;.003538;.008335;.008335;1.45;230;99
1.43;230;1;128;1;0;3;7680;0;1;.000940;NA;.003777;.014232;.014232;1.43;230;99
1.43;231;1;128;1;0;3;8192;0;1;.000792;NA;.004027;.010052;.010052;1.43;231;100
1.44;230;1;128;1;0;4;512;0;1;.000160;NA;.000534;.001035;.001035;1.44;230;99
1.43;229;1;128;1;0;4;1024;0;1;.000171;NA;.000872;.002491;.002491;1.43;229;100
1.45;230;1;128;1;0;4;1536;0;1;.000288;NA;.001307;.003028;.003027;1.45;230;99
1.44;229;1;128;1;0;4;2048;0;1;.000420;NA;.001619;.003842;.003842;1.44;229;99
1.45;230;1;128;1;0;4;2560;0;1;.000399;NA;.001819;.004450;.004450;1.45;230;99
1.45;230;1;128;1;0;4;3072;0;1;.000463;NA;.001994;.004176;.004176;1.45;230;99
1.45;230;1;128;1;0;4;3584;0;1;.000584;NA;.002679;.006497;.006497;1.45;230;99
1.44;230;1;128;1;0;4;4096;0;1;.000725;NA;.002280;.005898;.005897;1.44;230;99
1.44;230;1;128;1;0;4;4608;0;1;.000701;NA;.002494;.004383;.004383;1.44;230;100
1.45;229;1;128;1;0;4;5120;0;1;.000731;NA;.002910;.005267;.005267;1.45;229;99
1.43;230;1;128;1;0;4;5632;0;1;.000854;NA;.003343;.009132;.009132;1.43;230;100
1.44;230;1;128;1;0;4;6144;0;1;.001021;NA;.002889;.009439;.009439;1.44;230;100
1.46;229;1;128;1;0;4;6656;0;1;.001004;NA;.003367;.008276;.008276;1.46;229;99
1.45;230;1;128;1;0;4;7168;0;1;.001032;NA;.003509;.008693;.008693;1.45;230;99
1.44;231;1;128;1;0;4;7680;0;1;.000827;NA;.003619;.007996;.007996;1.44;231;99
1.44;230;1;128;1;0;4;8192;0;1;.000833;NA;.003730;.012576;.012576;1.44;230;99
1.47;230;1;128;1;0;5;512;0;1;.000104;NA;.000594;.001330;.001330;1.47;230;100
1.47;230;1;128;1;0;5;1024;0;1;.000237;NA;.000882;.001762;.001762;1.47;230;99
1.42;229;1;128;1;0;5;1536;0;1;.000313;NA;.001292;.003370;.003369;1.42;229;100
1.46;230;1;128;1;0;5;2048;0;1;.000384;NA;.001691;.003715;.003714;1.46;230;100
1.45;231;1;128;1;0;5;2560;0;1;.000756;NA;.001767;.003705;.003705;1.45;231;99
1.46;229;1;128;1;0;5;3072;0;1;.000607;NA;.002537;.004531;.004531;1.46;229;99
1.43;230;1;128;1;0;5;3584;0;1;.000626;NA;.002584;.006025;.006025;1.43;230;99
1.46;230;1;128;1;0;5;4096;0;1;.000701;NA;.002394;.006979;.006979;1.46;230;99
1.47;231;1;128;1;0;5;4608;0;1;.001092;NA;.002954;.007581;.007580;1.47;231;99
1.47;230;1;128;1;0;5;5120;0;1;.000930;NA;.003379;.006692;.006692;1.47;230;99
1.42;230;1;128;1;0;5;5632;0;1;.000939;NA;.003353;.006261;.006260;1.42;230;99
1.47;231;1;128;1;0;5;6144;0;1;.001044;NA;.003397;.006689;.006689;1.47;231;99
1.45;231;1;128;1;0;5;6656;0;1;.000999;NA;.003560;.011088;.011087;1.45;231;99
1.42;229;1;128;1;0;5;7168;0;1;.000982;NA;.003512;.009452;.009452;1.42;229;100
1.44;230;1;128;1;0;5;7680;0;1;.000823;NA;.004264;.011163;.011162;1.44;230;99
1.44;229;1;128;1;0;5;8192;0;1;.000769;NA;.004553;.009905;.009905;1.44;229;99
1.45;229;1;128;1;0;6;512;0;1;.000080;NA;.000252;.000547;.000547;1.45;229;99
1.45;230;1;128;1;0;6;1024;0;1;.000134;NA;.000471;.000845;.000845;1.45;230;99
1.44;233;1;128;1;0;6;1536;0;1;.000206;NA;.000583;.001092;.001092;1.44;233;99
1.46;230;1;128;1;0;6;2048;0;1;.000575;NA;.000628;.001208;.001208;1.46;230;99
1.44;229;1;128;1;0;6;2560;0;1;.000339;NA;.000834;.001479;.001479;1.44;229;100
1.45;229;1;128;1;0;6;3072;0;1;.000380;NA;.000682;.001473;.001473;1.45;229;100
1.44;229;1;128;1;0;6;3584;0;1;.000559;NA;.000936;.001816;.001816;1.44;229;100
1.46;230;1;128;1;0;6;4096;0;1;.000524;NA;.001095;.001924;.001924;1.46;230;99
1.41;230;1;128;1;0;6;4608;0;1;.000507;NA;.000974;.001923;.001923;1.41;230;99
1.42;231;1;128;1;0;6;5120;0;1;.000715;NA;.001362;.003095;.003095;1.42;231;99
1.44;230;1;128;1;0;6;5632;0;1;.000668;NA;.001411;.002599;.002599;1.44;230;99
1.45;230;1;128;1;0;6;6144;0;1;.000732;NA;.001461;.002505;.002505;1.45;230;99
1.43;229;1;128;1;0;6;6656;0;1;.000804;NA;.001291;.004163;.004163;1.43;229;99
1.44;229;1;128;1;0;6;7168;0;1;.000728;NA;.001333;.003145;.003145;1.44;229;99
1.43;230;1;128;1;0;6;7680;0;1;.000569;NA;.001245;.003388;.003388;1.43;230;99
1.45;230;1;128;1;0;6;8192;0;1;.000487;NA;.001737;.003000;.003000;1.45;230;99
1.49;232;1;256;1;0;1;512;0;1;.000150;NA;.001253;.003092;.003092;1.49;232;99
1.48;232;1;256;1;0;1;1024;0;1;.000274;NA;.002140;.006068;.006068;1.48;232;99
1.46;233;1;256;1;0;1;1536;0;1;.000325;NA;.002767;.008427;.008427;1.46;233;99
1.47;233;1;256;1;0;1;2048;0;1;.000377;NA;.003648;.011359;.011359;1.47;233;100
1.49;232;1;256;1;0;1;2560;0;1;.000527;NA;.004278;.010249;.010249;1.49;232;99
1.49;232;1;256;1;0;1;3072;0;1;.000776;NA;.004969;.014639;.014639;1.49;232;99
1.48;232;1;256;1;0;1;3584;0;1;.000806;NA;.005209;.014985;.014985;1.48;232;99
1.48;233;1;256;1;0;1;4096;0;1;.000766;NA;.005634;.013646;.013646;1.48;233;99
1.50;232;1;256;1;0;1;4608;0;1;.000592;NA;.006878;.020641;.020640;1.50;232;99
1.49;233;1;256;1;0;1;5120;0;1;.000516;NA;.006803;.024688;.024688;1.49;233;99
1.49;232;1;256;1;0;1;5632;0;1;.000646;NA;.007430;.022768;.022768;1.49;232;100
1.48;232;1;256;1;0;1;6144;0;1;.000643;NA;.007891;.026369;.026369;1.48;232;99
1.49;233;1;256;1;0;1;6656;0;1;.000660;NA;.008335;.020564;.020564;1.49;233;99
1.48;233;1;256;1;0;1;7168;0;1;.000710;NA;.009442;.030944;.030944;1.48;233;100
1.48;233;1;256;1;0;1;7680;0;1;.000751;NA;.009500;.027088;.027088;1.48;233;99
1.49;232;1;256;1;0;1;8192;0;1;.000798;NA;.010132;.033750;.033750;1.49;232;99
1.48;232;1;256;1;0;2;512;0;1;.000160;NA;.000966;.003016;.003016;1.48;232;99
1.46;231;1;256;1;0;2;1024;0;1;.000361;NA;.001822;.005208;.005208;1.46;231;99
1.45;232;1;256;1;0;2;1536;0;1;.000385;NA;.002243;.004368;.004368;1.45;232;100
1.44;231;1;256;1;0;2;2048;0;1;.000567;NA;.003209;.009212;.009212;1.44;231;99
1.46;232;1;256;1;0;2;2560;0;1;.000574;NA;.003598;.009447;.009447;1.46;232;99
1.47;231;1;256;1;0;2;3072;0;1;.000872;NA;.004289;.008657;.008657;1.47;231;99
1.44;231;1;256;1;0;2;3584;0;1;.001038;NA;.004487;.013636;.013636;1.44;231;99
1.46;231;1;256;1;0;2;4096;0;1;.000885;NA;.004748;.018218;.018218;1.46;231;99
1.43;232;1;256;1;0;2;4608;0;1;.000827;NA;.005446;.014706;.014706;1.43;232;100
1.46;231;1;256;1;0;2;5120;0;1;.000717;NA;.006130;.014871;.014871;1.46;231;100
1.44;231;1;256;1;0;2;5632;0;1;.000731;NA;.006574;.017869;.017869;1.44;231;99
1.44;232;1;256;1;0;2;6144;0;1;.000786;NA;.006850;.019579;.019579;1.44;232;99
1.46;232;1;256;1;0;2;6656;0;1;.000837;NA;.007371;.018146;.018146;1.46;232;99
1.45;232;1;256;1;0;2;7168;0;1;.000867;NA;.008092;.025844;.025844;1.45;232;99
1.47;231;1;256;1;0;2;7680;0;1;.000905;NA;.007181;.022909;.022909;1.47;231;99
1.47;231;1;256;1;0;2;8192;0;1;.001010;NA;.008768;.029371;.029371;1.47;231;99
1.42;231;1;256;1;0;3;512;0;1;.000170;NA;.000873;.002132;.002132;1.42;231;99
1.43;231;1;256;1;0;3;1024;0;1;.000325;NA;.001222;.003406;.003405;1.43;231;99
1.39;231;1;256;1;0;3;1536;0;1;.000510;NA;.002207;.004940;.004939;1.39;231;99
1.45;229;1;256;1;0;3;2048;0;1;.000631;NA;.002441;.005125;.005124;1.45;229;99
1.43;230;1;256;1;0;3;2560;0;1;.000845;NA;.002960;.008776;.008775;1.43;230;99
1.39;230;1;256;1;0;3;3072;0;1;.000869;NA;.003096;.006707;.006706;1.39;230;99
1.41;231;1;256;1;0;3;3584;0;1;.000928;NA;.003476;.009632;.009632;1.41;231;99
1.42;230;1;256;1;0;3;4096;0;1;.001129;NA;.003944;.008639;.008639;1.42;230;99
1.43;230;1;256;1;0;3;4608;0;1;.000851;NA;.004609;.015195;.015195;1.43;230;99
1.44;230;1;256;1;0;3;5120;0;1;.000855;NA;.004242;.016219;.016219;1.44;230;99
1.41;229;1;256;1;0;3;5632;0;1;.000875;NA;.004240;.010960;.010960;1.41;229;100
1.42;230;1;256;1;0;3;6144;0;1;.000974;NA;.005226;.019337;.019337;1.42;230;99
1.43;230;1;256;1;0;3;6656;0;1;.001005;NA;.005834;.021697;.021697;1.43;230;99
1.44;230;1;256;1;0;3;7168;0;1;.001276;NA;.005837;.016794;.016794;1.44;230;99
1.44;231;1;256;1;0;3;7680;0;1;.001251;NA;.006564;.018322;.018322;1.44;231;99
1.43;230;1;256;1;0;3;8192;0;1;.001258;NA;.006214;.017984;.017983;1.43;230;99
1.42;230;1;256;1;0;4;512;0;1;.000168;NA;.000830;.001948;.001948;1.42;230;99
1.43;229;1;256;1;0;4;1024;0;1;.000337;NA;.001484;.004141;.004141;1.43;229;99
1.42;230;1;256;1;0;4;1536;0;1;.000438;NA;.001792;.005182;.005181;1.42;230;99
1.35;231;1;256;1;0;4;2048;0;1;.000473;NA;.002195;.006770;.006770;1.35;231;99
1.43;231;1;256;1;0;4;2560;0;1;.000747;NA;.002629;.005598;.005598;1.43;231;100
1.40;229;1;256;1;0;4;3072;0;1;.000813;NA;.002914;.007403;.007403;1.40;229;99
1.44;230;1;256;1;0;4;3584;0;1;.000856;NA;.003329;.007906;.007906;1.44;230;99
1.40;231;1;256;1;0;4;4096;0;1;.001093;NA;.003540;.008451;.008451;1.40;231;99
1.43;231;1;256;1;0;4;4608;0;1;.000887;NA;.004059;.013461;.013461;1.43;231;99
1.41;231;1;256;1;0;4;5120;0;1;.000793;NA;.004319;.009797;.009797;1.41;231;99
1.43;231;1;256;1;0;4;5632;0;1;.001065;NA;.003910;.010801;.010800;1.43;231;99
1.42;230;1;256;1;0;4;6144;0;1;.000927;NA;.005143;.016469;.016469;1.42;230;100
1.43;229;1;256;1;0;4;6656;0;1;.001006;NA;.005145;.021171;.021171;1.43;229;99
1.39;231;1;256;1;0;4;7168;0;1;.001018;NA;.005414;.017556;.017555;1.39;231;99
1.42;229;1;256;1;0;4;7680;0;1;.001191;NA;.006149;.023041;.023041;1.42;229;99
1.42;229;1;256;1;0;4;8192;0;1;.001137;NA;.005755;.017444;.017444;1.42;229;99
1.41;231;1;256;1;0;5;512;0;1;.000183;NA;.000834;.001878;.001878;1.41;231;99
1.44;231;1;256;1;0;5;1024;0;1;.000309;NA;.001387;.002841;.002841;1.44;231;100
1.43;230;1;256;1;0;5;1536;0;1;.000460;NA;.001953;.005495;.005495;1.43;230;99
1.43;230;1;256;1;0;5;2048;0;1;.000586;NA;.002410;.007243;.007243;1.43;230;100
1.40;230;1;256;1;0;5;2560;0;1;.000748;NA;.002871;.009870;.009870;1.40;230;100
1.44;231;1;256;1;0;5;3072;0;1;.001137;NA;.003191;.006209;.006209;1.44;231;99
1.44;231;1;256;1;0;5;3584;0;1;.001066;NA;.003274;.013164;.013164;1.44;231;99
1.42;232;1;256;1;0;5;4096;0;1;.001005;NA;.003931;.014038;.014038;1.42;232;99
1.43;230;1;256;1;0;5;4608;0;1;.000870;NA;.004096;.013214;.013214;1.43;230;100
1.43;231;1;256;1;0;5;5120;0;1;.000848;NA;.004547;.013180;.013180;1.43;231;99
1.43;230;1;256;1;0;5;5632;0;1;.000863;NA;.004296;.011223;.011223;1.43;230;99
1.44;231;1;256;1;0;5;6144;0;1;.000919;NA;.005811;.017153;.017153;1.44;231;100
1.43;230;1;256;1;0;5;6656;0;1;.001083;NA;.005523;.017813;.017813;1.43;230;99
1.44;230;1;256;1;0;5;7168;0;1;.001048;NA;.005778;.017833;.017832;1.44;230;99
1.43;231;1;256;1;0;5;7680;0;1;.001175;NA;.005974;.016941;.016941;1.43;231;100
1.45;231;1;256;1;0;5;8192;0;1;.001278;NA;.006836;.022671;.022671;1.45;231;99
1.43;229;1;256;1;0;6;512;0;1;.000268;NA;.000347;.000649;.000649;1.43;229;99
1.42;229;1;256;1;0;6;1024;0;1;.000224;NA;.000573;.001163;.001163;1.42;229;99
1.41;230;1;256;1;0;6;1536;0;1;.000291;NA;.000821;.001902;.001902;1.41;230;99
