nodes;program;c.domain;adv.model;protocol;partysize;cpus;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;3;0.845857;NA;~105;41.0159;123.047
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;6;0.841888;NA;~215;41.0174;123.051
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;9;0.851806;NA;~395;41.0203;123.058
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;12;0.855062;NA;~647;41.0244;123.068
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;15;0.862212;NA;~971;41.0295;123.081
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;18;0.867497;NA;~1367;41.0359;123.097
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;21;0.880065;NA;~1835;41.0434;123.116
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;24;0.88864;NA;~2375;41.052;123.137
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;27;0.903535;NA;~2987;41.0618;123.162
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;30;0.915958;NA;~3671;41.0727;123.189
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;3;33;0.928756;NA;~4427;41.0848;123.22
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;3;0.843941;NA;~105;41.0159;123.047
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;6;0.846774;NA;~215;41.0174;123.051
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;9;0.844818;NA;~395;41.0203;123.058
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;12;0.877784;NA;~647;41.0244;123.068
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;15;0.862093;NA;~971;41.0295;123.081
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;18;0.869087;NA;~1367;41.0359;123.097
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;21;0.875502;NA;~1835;41.0434;123.116
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;24;0.889615;NA;~2375;41.052;123.137
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;27;0.899074;NA;~2987;41.0618;123.162
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;30;0.915078;NA;~3671;41.0727;123.189
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2.2;33;0.943595;NA;~4427;41.0848;123.22
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;3;0.903564;NA;~105;41.0159;123.047
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;6;0.909374;NA;~215;41.0174;123.051
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;9;0.911188;NA;~395;41.0203;123.058
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;12;0.91324;NA;~647;41.0244;123.068
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;15;0.919704;NA;~971;41.0295;123.081
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;18;0.935484;NA;~1367;41.0359;123.097
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;21;0.934505;NA;~1835;41.0434;123.116
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;24;0.945086;NA;~2375;41.052;123.137
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;27;0.960164;NA;~2987;41.0618;123.162
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;30;0.973326;NA;~3671;41.0727;123.189
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;2;33;0.991667;NA;~4427;41.0848;123.22
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;3;0.970536;NA;~105;41.0159;123.047
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;6;0.975625;NA;~215;41.0174;123.051
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;9;0.984583;NA;~395;41.0203;123.058
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;12;0.982722;NA;~647;41.0244;123.068
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;15;0.991174;NA;~971;41.0295;123.081
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;18;0.99865;NA;~1367;41.0359;123.097
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;21;1.00561;NA;~1835;41.0434;123.116
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;24;1.02303;NA;~2375;41.052;123.137
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;27;1.03899;NA;~2987;41.0618;123.162
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;30;1.05154;NA;~3671;41.0727;123.189
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.8;33;1.06888;NA;~4427;41.0848;123.22
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;3;1.0785;NA;~105;41.0159;123.047
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;6;1.08347;NA;~215;41.0174;123.051
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;9;1.08406;NA;~395;41.0203;123.058
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;12;1.08881;NA;~647;41.0244;123.068
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;15;1.09886;NA;~971;41.0295;123.081
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;18;1.10971;NA;~1367;41.0359;123.097
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;21;1.12352;NA;~1835;41.0434;123.116
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;24;1.13909;NA;~2375;41.052;123.137
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;1.6;27;1.15109;NA;~2987;41.0618;123.162
