comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.39;230;1;1;8;1;0;1;4096;0;0;0.002284;NA;0.012285;0.010469;0.010468;0.03;9;103
1.37;227;1;1;8;1;0;2;4096;0;0;0.001491;NA;0.012163;0.012208;0.012207;0.02;9;107
1.35;226;1;1;8;1;0;3;4096;0;0;0.000979;NA;0.007383;0.009718;0.009717;0.02;8;100
1.31;228;1;1;8;1;0;4;4096;0;0;0.000769;NA;0.006178;0.007652;0.007651;0.02;8;80
1.36;227;1;1;8;1;0;5;4096;0;0;0.001009;NA;0.007615;0.010347;0.010346;0.03;9;78
1.33;226;1;1;8;1;0;6;4096;0;0;0.000559;NA;0.003669;0.003923;0.003922;0.01;8;121
1.38;229;1;1;64;1;0;1;4096;0;0;0.002222;NA;0.025139;0.017143;0.017143;0.03;23;133
1.34;227;1;1;64;1;0;2;4096;0;0;0.005041;NA;0.026418;0.019756;0.019756;0.04;25;126
1.32;226;1;1;64;1;0;3;4096;0;0;0.003470;NA;0.017816;0.021937;0.021936;0.04;19;85
1.34;226;1;1;64;1;0;4;4096;0;0;0.003344;NA;0.016890;0.018964;0.018963;0.04;19;85
1.36;226;1;1;64;1;0;5;4096;0;0;0.003798;NA;0.017036;0.020584;0.020583;0.04;21;100
1.31;226;1;1;64;1;0;6;4096;0;0;0.001977;NA;0.009598;0.007002;0.007001;0.02;17;103
