nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;90;13.4971;201;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;100;16.5121;201;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;110;19.7828;200;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;120;23.3842;200;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;130;27.4258;200;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;140;31.9199;200;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;150;36.7294;200;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;160;41.3364;203;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;170;46.6526;202;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;180;52.1142;202;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;190;58.4756;202;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.3;200;69.3703;203;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;10;0.526537;198;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;20;1.05195;196;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;30;1.87079;200;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;40;3.03063;196;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;50;4.76395;201;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;60;6.53103;200;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;70;8.94605;199;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;80;11.286;200;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;90;14.1741;200;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;100;17.5193;201;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;110;20.7004;199;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;120;24.7115;199;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;130;28.708;200;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;140;33.6742;200;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;150;38.4263;203;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;160;43.8139;200;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;170;49.1371;200;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;180;55.1423;205;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;190;60.9637;202;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.2;200;67.75;205;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;10;0.560966;199;NA;22.7558;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;20;1.11323;198;NA;25.3604;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;30;1.98571;199;NA;29.5907;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;40;3.20802;201;NA;35.4465;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;50;4.96883;202;NA;64.6962;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;60;6.82368;198;NA;73.8032;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;70;9.29461;199;NA;106.304;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;80;11.8694;199;NA;118.662;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;90;14.9937;199;NA;154.414;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;100;18.3093;202;NA;191.792;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;110;21.875;201;NA;209.027;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;120;25.9677;200;NA;249.656;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;130;30.3683;202;NA;291.91;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;140;35.077;200;NA;335.79;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;150;40.2119;202;NA;403.064;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;160;45.7151;202;NA;450.195;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;170;51.4043;201;NA;498.952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;180;57.8838;202;NA;571.103;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;190;64.1565;203;NA;623.111;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;NA;NA;NA;1.1;200;70.6881;206;NA;698.513;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;30590;2781;1.4;10;0.0381531;11;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;111980;9161;1.4;20;0.0800383;11;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;244170;19141;1.4;30;0.14531;12;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;427160;32721;1.4;40;0.230532;15;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;660950;49901;1.4;50;0.341699;13;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;945540;70681;1.4;60;0.473945;11;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;1280930;95061;1.4;70;0.628094;14;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;1667120;123041;1.4;80;0.820328;15;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;2104110;154621;1.4;90;1.00748;17;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;2591900;189801;1.4;100;1.2329;16;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;3130490;228581;1.4;110;1.47676;16;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;3719880;270961;1.4;120;1.73548;16;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;4360070;316941;1.4;130;2.03805;19;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;5051060;366521;1.4;140;2.35343;21;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;5792850;419701;1.4;150;2.67554;19;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;6585440;476481;1.4;160;3.05604;25;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;7428830;536861;1.4;170;3.4537;20;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;8323020;600841;1.4;180;3.86937;22;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;9268010;668421;1.4;190;4.32569;21;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;10263800;739601;1.4;200;4.77029;24;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;10;0.0404427;11;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;20;0.0852609;12;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;30;0.15524;12;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;40;0.247627;13;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;50;0.36685;13;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;60;0.508961;15;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;70;0.67634;14;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;80;0.864583;15;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;90;1.08131;15;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;100;1.3163;16;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;110;1.57979;17;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;120;1.87875;17;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;130;2.18998;23;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;140;2.52929;19;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;150;2.92192;19;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;160;3.25532;21;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;170;3.73543;22;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;180;4.18541;21;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;190;4.64808;21;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.3;200;5.13612;22;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;10;0.0434787;11;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;20;0.0921363;12;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;30;0.167149;12;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;40;0.267916;13;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;50;0.393309;13;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;60;0.547514;16;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;70;0.727284;14;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;80;0.943643;15;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;90;1.16153;15;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;100;1.43351;16;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;110;1.71369;16;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;120;2.03653;17;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;130;2.36724;21;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;140;2.7574;19;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;150;3.17571;19;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;160;3.55255;22;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;170;4.06899;20;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;180;4.62477;24;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;190;5.04947;20;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.2;200;5.60953;22;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;10;0.0458689;11;NA;0.97952;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;20;0.09877;11;NA;3.58464;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;30;0.178735;12;NA;7.81536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;40;0.289873;11;NA;13.6717;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;50;0.427657;13;NA;21.1536;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;60;0.594391;12;NA;30.2611;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;70;0.78624;14;NA;40.9942;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;80;1.01471;15;NA;53.353;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;90;1.26195;14;NA;67.3373;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;100;1.54952;18;NA;82.9472;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;110;1.87604;16;NA;100.183;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;120;2.20605;18;NA;119.044;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;130;2.60628;19;NA;139.531;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;140;3.02648;17;NA;161.643;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;150;3.44313;19;NA;185.381;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;160;3.94026;20;NA;210.744;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;170;4.5113;21;NA;237.733;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;180;5.05292;21;NA;266.348;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;190;5.63736;22;NA;296.588;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;NA;NA;NA;1.1;200;6.21112;23;NA;328.454;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;30590;2781;1.4;10;0.00949879;11;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;111980;9161;1.4;20;0.0487101;14;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;244170;19141;1.4;30;0.114462;18;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;427160;32721;1.4;40;0.207418;24;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;660950;49901;1.4;50;0.326602;30;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;945540;70681;1.4;60;0.469877;39;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;1280930;95061;1.4;70;0.634998;49;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;1667120;123041;1.4;80;0.819528;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;2104110;154621;1.4;90;1.02444;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;2591900;189801;1.4;100;1.26469;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;3130490;228581;1.4;110;1.5394;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;3719880;270961;1.4;120;1.77749;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;4360070;316941;1.4;130;2.06523;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;5051060;366521;1.4;140;2.40833;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;5792850;419701;1.4;150;2.75606;91;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;6585440;476481;1.4;160;3.12121;76;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;7428830;536861;1.4;170;3.48691;93;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;8323020;600841;1.4;180;3.89546;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;9268010;668421;1.4;190;4.45701;124;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;10263800;739601;1.4;200;4.77599;93;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;10;0.0106655;11;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;20;0.0543669;14;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;30;0.127609;18;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;40;0.225145;26;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;50;0.340401;30;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;60;0.507148;39;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;70;0.664744;50;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;80;0.865979;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;90;1.10962;59;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;100;1.34425;59;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;110;1.62874;74;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;120;1.90866;59;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;130;2.24837;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;140;2.58171;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;150;2.97125;91;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;160;3.31316;76;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;170;3.77125;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;180;4.19638;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;190;4.75659;124;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.3;200;5.15888;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;10;0.0108609;11;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;20;0.0563264;14;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;30;0.140215;18;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;40;0.245807;26;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;50;0.380879;30;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;60;0.549434;39;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;70;0.738443;50;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;80;0.946334;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;90;1.20044;59;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;100;1.47773;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;110;1.77532;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;120;2.03733;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;130;2.42581;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;140;2.80178;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;150;3.18998;91;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;160;3.56122;76;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;170;4.06511;91;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;180;4.51971;91;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;190;5.12825;124;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.2;200;5.55819;95;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;10;0.0122176;11;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;20;0.0655054;14;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;30;0.147525;18;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;40;0.265818;24;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;50;0.402085;31;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;60;0.58188;40;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;70;0.792591;51;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;80;1.02606;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;90;1.2787;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;100;1.58685;58;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;110;1.91763;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;120;2.24157;59;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;130;2.60969;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;140;3.00626;75;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;150;3.46547;91;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;160;3.92884;76;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;170;4.45901;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;180;4.93433;92;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;190;5.56767;123;NA;0;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yaoO;NA;NA;NA;1.1;200;6.06328;91;NA;0;NA
