program  c.domain  adv.model      protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  Tx(MB)    Tx(rounds)  Tx(s)        Rx(MB)    Rx(rounds)  Rx(s)        Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)    Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)  Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
31       FIELD     semihonest     shamir            3          0.16          30                 1                  4             1             NA            NA            NA            NA           416           252              NA               31             4           0.0174604            0.09                 17            59         ~38           0.648352        1.62459          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     semihonest     shamir            3          0.11          18                 1                  6             1             NA            NA            NA            NA           624           378              NA               45             6           0.0203206            0.10                 15            54         ~54           0.652512        1.63685          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     semihonest     shamir            3          0.11          18                 1                  8             1             NA            NA            NA            NA           832           504              NA               59             8           0.0224867            0.11                 15            54         ~70           0.656672        1.6491           NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     semihonest     shamir            3          0.10          18                 1                  10            1             NA            NA            NA            NA           1040          630              NA               73             10          0.0277735            0.11                 16            51         ~86           0.660832        1.66136          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     semihonest     shamir            3          0.11          18                 1                  12            1             NA            NA            NA            NA           1248          756              NA               87             12          0.0375255            0.12                 18            50         ~102          0.664992        1.67362          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     semihonest     shamir            3          0.11          18                 1                  14            1             NA            NA            NA            NA           1456          882              NA               101            14          0.0339747            0.11                 17            54         ~118          0.669152        1.68587          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     malhonest      malicious-shamir  3          0.16          30                 1                  4             1             NA            NA            NA            NA           416           252              NA               31             4           0.0832577            0.16                 21            77         ~48           3.53669         10.2898          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     malhonest      malicious-shamir  3          0.11          18                 1                  6             1             NA            NA            NA            NA           624           378              NA               45             6           0.084185             0.16                 23            73         ~62           3.54488         10.3143          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     malhonest      malicious-shamir  3          0.11          18                 1                  8             1             NA            NA            NA            NA           832           504              NA               59             8           0.0879397            0.16                 23            71         ~76           3.55307         10.3387          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     malhonest      malicious-shamir  3          0.10          18                 1                  10            1             NA            NA            NA            NA           1040          630              NA               73             10          0.088306             0.17                 24            70         ~90           3.56126         10.3632          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     malhonest      malicious-shamir  3          0.11          18                 1                  12            1             NA            NA            NA            NA           1248          756              NA               87             12          0.0935436            0.16                 25            76         ~104          3.56946         10.3876          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       FIELD     malhonest      malicious-shamir  3          0.11          18                 1                  14            1             NA            NA            NA            NA           1456          882              NA               101            14          0.0985907            0.18                 23            71         ~118          3.57765         10.4121          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  4             1             NA            NA            NA            NA           NA            NA               252              91             4           0.0223123            0.10                 15            48         ~113          0.401588        0.96394          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  6             1             NA            NA            NA            NA           NA            NA               378              135            6           0.0166783            0.10                 17            51         ~129          0.401762        0.96443          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  8             1             NA            NA            NA            NA           NA            NA               504              179            8           0.0210434            0.10                 17            51         ~145          0.401936        0.96492          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  10            1             NA            NA            NA            NA           NA            NA               630              223            10          0.0186902            0.09                 15            50         ~161          0.40211         0.96541          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  12            1             NA            NA            NA            NA           NA            NA               756              267            12          0.0205181            0.10                 13            54         ~177          0.402284        0.9659           NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
31       RING      semihonest     replicated-ring   3          0.09          17                 1                  14            1             NA            NA            NA            NA           NA            NA               882              311            14          0.0211706            0.10                 15            51         ~193          0.402458        0.96639          NA        NA          NA           NA        NA          NA           NA             NA                 NA            NA        NA            NA         NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
