comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);freqs(GHz);datatype;optshare;packbool;protocol;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.35;214;1;3;512;1;0;2;18000;40960;0;0;0.101695;NA;0.435760;0.476811;0.476811;0.98;1440;95
1.35;215;1;3;512;1;0;2;18000;40960;0;1;.016974;NA;.088156;.113074;.113074;1.35;215;100
1.35;215;1;3;512;1;0;2;17000;40960;0;0;0.102292;NA;0.435775;0.479926;0.479926;0.99;1438;95
1.35;216;1;3;512;1;0;2;17000;40960;0;1;.016963;NA;.085943;.113848;.113847;1.35;216;99
1.35;214;1;3;512;1;0;2;16000;40960;0;0;0.101817;NA;0.442522;0.489859;0.489858;1.00;1440;95
1.36;213;1;3;512;1;0;2;16000;40960;0;1;.017081;NA;.088192;.122754;.122754;1.36;213;99
1.35;215;1;3;512;1;0;2;15000;40960;0;0;0.101418;NA;0.435032;0.497329;0.497329;1.00;1438;93
1.36;215;1;3;512;1;0;2;15000;40960;0;1;.017260;NA;.087861;.124105;.124104;1.36;215;99
1.36;216;1;3;512;1;0;2;14000;40960;0;0;0.100122;NA;0.425608;0.506946;0.506945;1.01;1438;92
1.35;215;1;3;512;1;0;2;14000;40960;0;1;.017149;NA;.085339;.126305;.126305;1.35;215;99
1.36;214;1;3;512;1;0;2;13000;40960;0;0;0.102780;NA;0.433395;0.520041;0.520040;1.03;1438;91
1.36;214;1;3;512;1;0;2;13000;40960;0;1;.017226;NA;.085353;.134279;.134279;1.36;214;99
1.35;214;1;3;512;1;0;2;12000;40960;0;0;0.100967;NA;0.444864;0.532167;0.532166;1.04;1438;91
1.35;214;1;3;512;1;0;2;12000;40960;0;1;.016958;NA;.085183;.143099;.143099;1.35;214;100
1.36;215;1;3;512;1;0;2;11000;40960;0;0;0.103168;NA;0.431492;0.551976;0.551975;1.06;1438;88
1.36;215;1;3;512;1;0;2;11000;40960;0;1;.016976;NA;.083793;.143680;.143680;1.36;215;99
1.35;216;1;3;512;1;0;2;10000;40960;0;0;0.100739;NA;0.426451;0.575452;0.575451;1.08;1440;86
1.36;215;1;3;512;1;0;2;10000;40960;0;1;.017098;NA;.082384;.153829;.153829;1.36;215;99
1.35;215;1;3;512;1;0;2;9000;40960;0;0;0.100741;NA;0.428321;0.610190;0.610189;1.12;1438;83
1.35;216;1;3;512;1;0;2;9000;40960;0;1;.016882;NA;.082327;.164214;.164214;1.35;216;99
1.35;214;1;3;512;1;0;2;8000;40960;0;0;0.101292;NA;0.426932;0.638930;0.638930;1.14;1438;81
1.35;215;1;3;512;1;0;2;8000;40960;0;1;.017027;NA;.081842;.179915;.179915;1.35;215;100
1.33;213;1;3;512;1;0;3;25000;40960;0;0;0.095701;NA;0.246717;0.487772;0.487771;0.99;963;75
1.32;213;1;3;512;1;0;3;25000;40960;0;1;.018470;NA;.073010;.097293;.097293;1.32;213;99
1.33;214;1;3;512;1;0;3;24000;40960;0;0;0.095229;NA;0.239339;0.483689;0.483688;0.98;962;75
1.33;213;1;3;512;1;0;3;24000;40960;0;1;.018530;NA;.074184;.099066;.099066;1.33;213;99
1.32;214;1;3;512;1;0;3;23000;40960;0;0;0.095852;NA;0.240885;0.489872;0.489871;1.00;961;74
1.33;214;1;3;512;1;0;3;23000;40960;0;1;.018388;NA;.072843;.097551;.097551;1.33;214;100
1.33;213;1;3;512;1;0;3;22000;40960;0;0;0.093974;NA;0.240396;0.492664;0.492663;0.99;961;74
1.33;214;1;3;512;1;0;3;22000;40960;0;1;.018354;NA;.073536;.097633;.097633;1.33;214;99
1.33;213;1;3;512;1;0;3;21000;40960;0;0;0.093898;NA;0.239591;0.494811;0.494810;1.00;961;74
1.33;213;1;3;512;1;0;3;21000;40960;0;1;.018380;NA;.072533;.096852;.096852;1.33;213;99
1.33;214;1;3;512;1;0;3;20000;40960;0;0;0.096132;NA;0.240197;0.499786;0.499785;1.00;961;73
1.33;214;1;3;512;1;0;3;20000;40960;0;1;.018352;NA;.072296;.097043;.097043;1.33;214;99
1.33;213;1;3;512;1;0;3;19000;40960;0;0;0.093963;NA;0.237609;0.502696;0.502696;1.01;961;73
1.33;213;1;3;512;1;0;3;19000;40960;0;1;.018432;NA;.072291;.097643;.097643;1.33;213;99
1.32;213;1;3;512;1;0;3;18000;40960;0;0;0.094365;NA;0.244846;0.508686;0.508685;1.01;961;73
1.33;214;1;3;512;1;0;3;18000;40960;0;1;.018371;NA;.073096;.100498;.100498;1.33;214;99
1.33;216;1;3;512;1;0;3;17000;40960;0;0;0.094456;NA;0.244028;0.512424;0.512423;1.01;963;73
1.33;214;1;3;512;1;0;3;17000;40960;0;1;.018598;NA;.071493;.102119;.102119;1.33;214;100
1.33;214;1;3;512;1;0;3;16000;40960;0;0;0.094203;NA;0.238361;0.527628;0.527627;1.03;961;71
1.32;214;1;3;512;1;0;3;16000;40960;0;1;.018359;NA;.072054;.100929;.100928;1.32;214;99
1.32;214;1;3;512;1;0;3;15000;40960;0;0;0.095564;NA;0.261737;0.537565;0.537565;1.04;961;73
1.33;214;1;3;512;1;0;3;15000;40960;0;1;.018331;NA;.071054;.101687;.101687;1.33;214;99
1.33;214;1;3;512;1;0;3;14000;40960;0;0;0.094158;NA;0.240480;0.550212;0.550211;1.05;961;70
1.32;214;1;3;512;1;0;3;14000;40960;0;1;.018445;NA;.070366;.105661;.105661;1.32;214;99
1.33;213;1;3;512;1;0;3;13000;40960;0;0;0.094663;NA;0.237716;0.570086;0.570085;1.07;961;68
1.33;213;1;3;512;1;0;3;13000;40960;0;1;.018435;NA;.071213;.107205;.107205;1.33;213;99
1.33;213;1;3;512;1;0;3;12000;40960;0;0;0.095074;NA;0.239026;0.588322;0.588321;1.09;963;67
1.33;213;1;3;512;1;0;3;12000;40960;0;1;.018428;NA;.070698;.109840;.109840;1.33;213;100
1.33;214;1;3;512;1;0;3;11000;40960;0;0;0.094595;NA;0.238831;0.608749;0.608748;1.11;961;66
1.32;213;1;3;512;1;0;3;11000;40960;0;1;.018405;NA;.071211;.116185;.116185;1.32;213;99
1.32;214;1;3;512;1;0;3;10000;40960;0;0;0.095766;NA;0.242214;0.646289;0.646288;1.15;961;64
1.32;214;1;3;512;1;0;3;10000;40960;0;1;.018783;NA;.068564;.126926;.126926;1.32;214;100
1.32;214;1;3;512;1;0;3;9000;40960;0;0;0.095235;NA;0.237237;0.676920;0.676919;1.18;963;62
1.33;215;1;3;512;1;0;3;9000;40960;0;1;.018428;NA;.068399;.134276;.134276;1.33;215;99
1.32;214;1;3;512;1;0;3;8000;40960;0;0;0.094007;NA;0.242369;0.723221;0.723220;1.23;961;60
1.32;213;1;3;512;1;0;3;8000;40960;0;1;.018376;NA;.069139;.142375;.142375;1.32;213;99
1.33;214;1;3;512;1;0;4;25000;40960;0;0;0.089283;NA;0.257391;0.395398;0.395397;0.90;958;83
1.33;214;1;3;512;1;0;4;25000;40960;0;1;.018042;NA;.057674;.078831;.078831;1.33;214;99
1.33;214;1;3;512;1;0;4;24000;40960;0;0;0.089637;NA;0.256524;0.392040;0.392039;0.89;958;84
1.31;214;1;3;512;1;0;4;24000;40960;0;1;.017857;NA;.058128;.078264;.078264;1.31;214;99
1.33;214;1;3;512;1;0;4;23000;40960;0;0;0.089910;NA;0.262733;0.393825;0.393824;0.89;958;84
1.31;213;1;3;512;1;0;4;23000;40960;0;1;.017791;NA;.058617;.079457;.079457;1.31;213;99
1.33;213;1;3;512;1;0;4;22000;40960;0;0;0.090100;NA;0.262135;0.393723;0.393722;0.89;958;84
1.31;212;1;3;512;1;0;4;22000;40960;0;1;.017885;NA;.060707;.080454;.080454;1.31;212;99
1.32;213;1;3;512;1;0;4;21000;40960;0;0;0.088797;NA;0.256726;0.389903;0.389902;0.89;958;84
1.31;213;1;3;512;1;0;4;21000;40960;0;1;.017791;NA;.057853;.078220;.078219;1.31;213;99
1.32;213;1;3;512;1;0;4;20000;40960;0;0;0.088740;NA;0.254531;0.392928;0.392927;0.89;958;83
1.31;213;1;3;512;1;0;4;20000;40960;0;1;.018252;NA;.057912;.079107;.079107;1.31;213;99
1.32;214;1;3;512;1;0;4;19000;40960;0;0;0.089964;NA;0.257932;0.398373;0.398372;0.90;959;83
1.33;217;1;3;512;1;0;4;19000;40960;0;1;.017904;NA;.058134;.077847;.077847;1.33;217;99
1.33;213;1;3;512;1;0;4;18000;40960;0;0;0.089645;NA;0.262269;0.413866;0.413865;0.91;958;83
1.31;212;1;3;512;1;0;4;18000;40960;0;1;.017752;NA;.057821;.078728;.078728;1.31;212;99
1.32;214;1;3;512;1;0;4;17000;40960;0;0;0.089351;NA;0.256229;0.408173;0.408172;0.91;958;82
1.33;212;1;3;512;1;0;4;17000;40960;0;1;.017851;NA;.057696;.079879;.079879;1.33;212;99
1.31;212;1;3;512;1;0;4;16000;40960;0;0;0.088901;NA;0.257203;0.416813;0.416812;0.92;959;81
1.33;214;1;3;512;1;0;4;16000;40960;0;1;.017830;NA;.057511;.080566;.080566;1.33;214;99
1.33;212;1;3;512;1;0;4;15000;40960;0;0;0.089427;NA;0.268671;0.423950;0.423949;0.92;958;82
1.31;214;1;3;512;1;0;4;15000;40960;0;1;.017865;NA;.059018;.081503;.081503;1.31;214;99
1.32;213;1;3;512;1;0;4;14000;40960;0;0;0.089831;NA;0.262725;0.437668;0.437667;0.94;958;80
1.31;214;1;3;512;1;0;4;14000;40960;0;1;.017809;NA;.060515;.084571;.084571;1.31;214;100
1.32;213;1;3;512;1;0;4;13000;40960;0;0;0.088745;NA;0.252431;0.447651;0.447650;0.95;958;78
1.32;213;1;3;512;1;0;4;13000;40960;0;1;.017817;NA;.056553;.087276;.087276;1.32;213;99
1.31;213;1;3;512;1;0;4;12000;40960;0;0;0.089434;NA;0.253262;0.465188;0.465187;0.97;958;77
1.33;213;1;3;512;1;0;4;12000;40960;0;1;.018055;NA;.057235;.092185;.092185;1.33;213;99
1.32;213;1;3;512;1;0;4;11000;40960;0;0;0.089247;NA;0.253503;0.480860;0.480859;0.98;958;76
1.32;212;1;3;512;1;0;4;11000;40960;0;1;.017991;NA;.055872;.097766;.097766;1.32;212;99
1.32;214;1;3;512;1;0;4;10000;40960;0;0;0.089750;NA;0.258725;0.507412;0.507411;1.01;958;74
1.32;214;1;3;512;1;0;4;10000;40960;0;1;.018010;NA;.055125;.104765;.104765;1.32;214;99
1.32;212;1;3;512;1;0;4;9000;40960;0;0;0.089983;NA;0.259240;0.534797;0.534796;1.03;958;73
1.32;213;1;3;512;1;0;4;9000;40960;0;1;.017887;NA;.054113;.113430;.113430;1.32;213;100
1.32;212;1;3;512;1;0;4;8000;40960;0;0;0.089632;NA;0.254614;0.568028;0.568027;1.07;958;70
1.32;213;1;3;512;1;0;4;8000;40960;0;1;.017932;NA;.054115;.126105;.126105;1.32;213;100
1.34;213;1;3;512;1;0;5;25000;40960;0;0;0.093458;NA;0.326356;0.450082;0.450081;0.96;1121;86
1.34;214;1;3;512;1;0;5;25000;40960;0;1;.018368;NA;.071431;.093001;.093001;1.34;214;99
1.32;215;1;3;512;1;0;5;24000;40960;0;0;0.095502;NA;0.335214;0.453216;0.453215;0.96;1123;87
1.34;214;1;3;512;1;0;5;24000;40960;0;1;.018505;NA;.071828;.093211;.093211;1.34;214;99
1.33;213;1;3;512;1;0;5;23000;40960;0;0;0.094800;NA;0.327154;0.443879;0.443878;0.95;1121;87
1.34;215;1;3;512;1;0;5;23000;40960;0;1;.018383;NA;.072610;.092577;.092576;1.34;215;99
1.33;214;1;3;512;1;0;5;22000;40960;0;0;0.095135;NA;0.329815;0.450635;0.450634;0.95;1123;86
1.34;214;1;3;512;1;0;5;22000;40960;0;1;.018442;NA;.072140;.093182;.093181;1.34;214;100
1.34;215;1;3;512;1;0;5;21000;40960;0;0;0.093877;NA;0.329819;0.453122;0.453122;0.96;1121;86
1.34;214;1;3;512;1;0;5;21000;40960;0;1;.018353;NA;.071447;.093217;.093217;1.34;214;99
1.34;214;1;3;512;1;0;5;20000;40960;0;0;0.095110;NA;0.326179;0.444230;0.444229;0.95;1121;87
1.34;213;1;3;512;1;0;5;20000;40960;0;1;.018370;NA;.071558;.092839;.092839;1.34;213;99
1.33;214;1;3;512;1;0;5;19000;40960;0;0;0.094950;NA;0.326104;0.443586;0.443585;0.94;1121;87
1.34;215;1;3;512;1;0;5;19000;40960;0;1;.018473;NA;.071436;.093296;.093296;1.34;215;100
1.33;215;1;3;512;1;0;5;18000;40960;0;0;0.095540;NA;0.329986;0.450798;0.450797;0.95;1121;87
1.33;214;1;3;512;1;0;5;18000;40960;0;1;.018423;NA;.071368;.093983;.093983;1.33;214;99
1.33;215;1;3;512;1;0;5;17000;40960;0;0;0.094420;NA;0.326911;0.458862;0.458862;0.96;1121;86
1.33;213;1;3;512;1;0;5;17000;40960;0;1;.018504;NA;.070779;.095438;.095438;1.33;213;99
1.33;213;1;3;512;1;0;5;16000;40960;0;0;0.094578;NA;0.334132;0.473226;0.473225;0.97;1121;85
1.33;214;1;3;512;1;0;5;16000;40960;0;1;.018779;NA;.070994;.097318;.097318;1.33;214;99
1.34;213;1;3;512;1;0;5;15000;40960;0;0;0.093030;NA;0.323888;0.485110;0.485109;0.99;1121;83
1.33;213;1;3;512;1;0;5;15000;40960;0;1;.018284;NA;.070545;.099200;.099200;1.33;213;99
1.33;213;1;3;512;1;0;5;14000;40960;0;0;0.094182;NA;0.323691;0.495415;0.495415;1.00;1121;82
1.33;215;1;3;512;1;0;5;14000;40960;0;1;.018480;NA;.070537;.100736;.100736;1.33;215;99
1.34;214;1;3;512;1;0;5;13000;40960;0;0;0.095303;NA;0.326427;0.512916;0.512915;1.01;1121;81
1.33;214;1;3;512;1;0;5;13000;40960;0;1;.018411;NA;.070609;.104673;.104673;1.33;214;99
1.34;213;1;3;512;1;0;5;12000;40960;0;0;0.095655;NA;0.328362;0.533575;0.533574;1.04;1123;79
1.33;215;1;3;512;1;0;5;12000;40960;0;1;.018365;NA;.069995;.107850;.107850;1.33;215;99
1.34;213;1;3;512;1;0;5;11000;40960;0;0;0.095413;NA;0.325816;0.555540;0.555539;1.06;1121;77
1.34;213;1;3;512;1;0;5;11000;40960;0;1;.018316;NA;.068560;.115544;.115544;1.34;213;99
1.33;213;1;3;512;1;0;5;10000;40960;0;0;0.095017;NA;0.329540;0.584877;0.584877;1.09;1121;76
1.33;215;1;3;512;1;0;5;10000;40960;0;1;.018435;NA;.068374;.119989;.119989;1.33;215;99
1.33;214;1;3;512;1;0;5;9000;40960;0;0;0.094058;NA;0.328137;0.620360;0.620359;1.12;1121;73
1.33;214;1;3;512;1;0;5;9000;40960;0;1;.018395;NA;.067706;.133151;.133151;1.33;214;99
1.34;215;1;3;512;1;0;5;8000;40960;0;0;0.095625;NA;0.343232;0.662602;0.662601;1.16;1121;72
1.33;216;1;3;512;1;0;5;8000;40960;0;1;.018320;NA;.069364;.141060;.141060;1.33;216;99
1.33;212;1;3;512;1;0;6;25000;40960;0;0;0.049847;NA;0.143200;0.213042;0.213041;0.66;803;89
1.32;213;1;3;512;1;0;6;25000;40960;0;1;.010771;NA;.025222;.041431;.041430;1.32;213;100
1.32;213;1;3;512;1;0;6;24000;40960;0;0;0.051596;NA;0.144274;0.213286;0.213286;0.66;805;89
1.32;213;1;3;512;1;0;6;24000;40960;0;1;.010520;NA;.025672;.042160;.042160;1.32;213;99
1.31;214;1;3;512;1;0;6;23000;40960;0;0;0.051844;NA;0.145613;0.215835;0.215834;0.67;805;89
1.32;214;1;3;512;1;0;6;23000;40960;0;1;.010459;NA;.025910;.042288;.042288;1.32;214;100
1.31;214;1;3;512;1;0;6;22000;40960;0;0;0.049442;NA;0.143480;0.212427;0.212426;0.66;805;89
1.31;213;1;3;512;1;0;6;22000;40960;0;1;.010582;NA;.025610;.041658;.041657;1.31;213;99
1.31;214;1;3;512;1;0;6;21000;40960;0;0;0.049543;NA;0.144885;0.213830;0.213830;0.66;804;89
1.33;213;1;3;512;1;0;6;21000;40960;0;1;.010582;NA;.025367;.041814;.041814;1.33;213;99
1.31;214;1;3;512;1;0;6;20000;40960;0;0;0.050398;NA;0.148263;0.220986;0.220985;0.67;803;89
1.31;212;1;3;512;1;0;6;20000;40960;0;1;.010518;NA;.025677;.042038;.042038;1.31;212;99
1.31;214;1;3;512;1;0;6;19000;40960;0;0;0.048945;NA;0.142809;0.218335;0.218334;0.67;803;88
1.32;214;1;3;512;1;0;6;19000;40960;0;1;.010477;NA;.026624;.042329;.042329;1.32;214;99
1.31;213;1;3;512;1;0;6;18000;40960;0;0;0.051433;NA;0.144000;0.224930;0.224929;0.68;803;87
1.31;213;1;3;512;1;0;6;18000;40960;0;1;.010497;NA;.026665;.042986;.042986;1.31;213;100
1.31;214;1;3;512;1;0;6;17000;40960;0;0;0.049445;NA;0.145351;0.232274;0.232273;0.68;803;87
1.33;212;1;3;512;1;0;6;17000;40960;0;1;.010643;NA;.024863;.043101;.043101;1.33;212;99
1.32;214;1;3;512;1;0;6;16000;40960;0;0;0.049823;NA;0.143970;0.235466;0.235466;0.69;805;86
1.33;213;1;3;512;1;0;6;16000;40960;0;1;.010481;NA;.025636;.043285;.043285;1.33;213;99
1.32;214;1;3;512;1;0;6;15000;40960;0;0;0.051457;NA;0.148252;0.241231;0.241231;0.69;805;86
1.31;213;1;3;512;1;0;6;15000;40960;0;1;.010435;NA;.025311;.043853;.043853;1.31;213;100
1.32;213;1;3;512;1;0;6;14000;40960;0;0;0.049688;NA;0.144656;0.246545;0.246544;0.70;805;85
1.31;214;1;3;512;1;0;6;14000;40960;0;1;.010519;NA;.024892;.045096;.045095;1.31;214;99
1.32;213;1;3;512;1;0;6;13000;40960;0;0;0.048877;NA;0.145139;0.253785;0.253784;0.70;803;84
1.33;213;1;3;512;1;0;6;13000;40960;0;1;.010454;NA;.024956;.046259;.046259;1.33;213;99
1.32;214;1;3;512;1;0;6;12000;40960;0;0;0.049440;NA;0.142203;0.262842;0.262841;0.71;805;82
1.32;213;1;3;512;1;0;6;12000;40960;0;1;.010746;NA;.024854;.047705;.047705;1.32;213;99
1.32;213;1;3;512;1;0;6;11000;40960;0;0;0.050297;NA;0.143287;0.273193;0.273192;0.72;805;81
1.32;214;1;3;512;1;0;6;11000;40960;0;1;.010532;NA;.024724;.049416;.049416;1.32;214;99
1.32;213;1;3;512;1;0;6;10000;40960;0;0;0.051170;NA;0.144968;0.287305;0.287304;0.74;805;80
1.31;213;1;3;512;1;0;6;10000;40960;0;1;.010708;NA;.024449;.051318;.051318;1.31;213;99
1.33;214;1;3;512;1;0;6;9000;40960;0;0;0.048798;NA;0.142387;0.300504;0.300503;0.75;805;78
1.32;214;1;3;512;1;0;6;9000;40960;0;1;.010481;NA;.025214;.057121;.057121;1.32;214;99
1.32;214;1;3;512;1;0;6;8000;40960;0;0;0.050921;NA;0.144742;0.321075;0.321074;0.77;803;77
1.31;213;1;3;512;1;0;6;8000;40960;0;1;.010537;NA;.024299;.057149;.057149;1.31;213;99
1.38;215;1;2.8;512;1;0;1;25000;40960;0;0;0.055049;NA;0.428490;0.331661;0.331660;0.79;1273;112
1.37;215;1;2.8;512;1;0;1;25000;40960;0;1;.011964;NA;.095293;.098961;.098961;1.37;215;99
1.38;216;1;2.8;512;1;0;1;24000;40960;0;0;0.055912;NA;0.441701;0.337165;0.337164;0.80;1275;113
1.37;216;1;2.8;512;1;0;1;24000;40960;0;1;.011797;NA;.097807;.102029;.102029;1.37;216;99
1.38;215;1;2.8;512;1;0;1;23000;40960;0;0;0.054824;NA;0.430225;0.334828;0.334827;0.79;1273;111
1.38;216;1;2.8;512;1;0;1;23000;40960;0;1;.011772;NA;.093886;.101980;.101980;1.38;216;100
1.37;215;1;2.8;512;1;0;1;22000;40960;0;0;0.055777;NA;0.436373;0.340770;0.340769;0.80;1273;111
1.38;215;1;2.8;512;1;0;1;22000;40960;0;1;.011788;NA;.094516;.100605;.100605;1.38;215;99
1.37;215;1;2.8;512;1;0;1;21000;40960;0;0;0.055602;NA;0.431783;0.337770;0.337770;0.80;1274;110
1.37;215;1;2.8;512;1;0;1;21000;40960;0;1;.011732;NA;.095416;.101868;.101868;1.37;215;100
1.38;216;1;2.8;512;1;0;1;20000;40960;0;0;0.054946;NA;0.440994;0.336171;0.336170;0.79;1273;112
1.37;216;1;2.8;512;1;0;1;20000;40960;0;1;.011763;NA;.094419;.101525;.101524;1.37;216;99
1.37;215;1;2.8;512;1;0;1;19000;40960;0;0;0.055205;NA;0.435575;0.333248;0.333247;0.79;1274;112
1.38;215;1;2.8;512;1;0;1;19000;40960;0;1;.011793;NA;.093622;.107222;.107222;1.38;215;99
1.37;215;1;2.8;512;1;0;1;18000;40960;0;0;0.055750;NA;0.438819;0.340879;0.340878;0.80;1273;111
1.37;216;1;2.8;512;1;0;1;18000;40960;0;1;.011839;NA;.092680;.108456;.108456;1.37;216;99
1.37;216;1;2.8;512;1;0;1;17000;40960;0;0;0.055271;NA;0.431890;0.343034;0.343033;0.80;1275;110
1.38;215;1;2.8;512;1;0;1;17000;40960;0;1;.011766;NA;.094125;.114740;.114740;1.38;215;99
1.38;215;1;2.8;512;1;0;1;16000;40960;0;0;0.055293;NA;0.427884;0.345570;0.345569;0.81;1274;109
1.37;216;1;2.8;512;1;0;1;16000;40960;0;1;.011779;NA;.091380;.117847;.117847;1.37;216;99
1.38;215;1;2.8;512;1;0;1;15000;40960;0;0;0.054954;NA;0.427629;0.341110;0.341109;0.80;1274;110
1.38;216;1;2.8;512;1;0;1;15000;40960;0;1;.011963;NA;.091560;.122101;.122101;1.38;216;99
