comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  freqs(GHz)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.33          214                1                  2.6         512       1         0         3         22000            40960       0           1           .018273      NA          .073626           .097468             .097468            1.33                 214           99
1.33          213                1                  2.6         512       1         0         3         21000            40960       0           0           0.096021     NA          0.241181          0.500144            0.500144           1.01                 963           73
1.32          214                1                  2.6         512       1         0         3         21000            40960       0           1           .018504      NA          .073468           .097157             .097157            1.32                 214           99
1.32          214                1                  2.6         512       1         0         3         20000            40960       0           0           0.096300     NA          0.246205          0.496174            0.496173           1.00                 961           75
1.33          214                1                  2.6         512       1         0         3         20000            40960       0           1           .018446      NA          .072557           .096832             .096832            1.33                 214           99
1.33          213                1                  2.6         512       1         0         3         19000            40960       0           0           0.096274     NA          0.245950          0.509838            0.509837           1.02                 963           73
1.33          213                1                  2.6         512       1         0         3         19000            40960       0           1           .018328      NA          .073016           .098684             .098684            1.33                 213           99
1.33          213                1                  2.6         512       1         0         3         18000            40960       0           0           0.094455     NA          0.238194          0.506262            0.506261           1.01                 961           73
1.34          213                1                  2.6         512       1         0         3         18000            40960       0           1           .018325      NA          .073545           .097988             .097988            1.34                 213           99
1.33          214                1                  2.6         512       1         0         3         17000            40960       0           0           0.095151     NA          0.237790          0.513933            0.513932           1.02                 961           72
1.33          213                1                  2.6         512       1         0         3         17000            40960       0           1           .020349      NA          .072072           .098578             .098578            1.33                 213           99
1.33          213                1                  2.6         512       1         0         3         16000            40960       0           0           0.095561     NA          0.240661          0.523567            0.523567           1.03                 961           72
1.33          214                1                  2.6         512       1         0         3         16000            40960       0           1           .018386      NA          .072330           .102851             .102851            1.33                 214           99
1.33          214                1                  2.6         512       1         0         3         15000            40960       0           0           0.093369     NA          0.237949          0.535494            0.535494           1.04                 961           70
1.32          214                1                  2.6         512       1         0         3         15000            40960       0           1           .018381      NA          .071583           .100889             .100888            1.32                 214           99
1.32          213                1                  2.6         512       1         0         3         14000            40960       0           0           0.094548     NA          0.247157          0.554553            0.554552           1.06                 961           70
1.33          214                1                  2.6         512       1         0         3         14000            40960       0           1           .018272      NA          .071263           .103251             .103251            1.33                 214           99
1.33          213                1                  2.6         512       1         0         3         13000            40960       0           0           0.095362     NA          0.241834          0.565252            0.565251           1.07                 961           69
1.33          213                1                  2.6         512       1         0         3         13000            40960       0           1           .018255      NA          .070279           .107676             .107675            1.33                 213           99
1.34          215                1                  2.6         512       1         0         3         12000            40960       0           0           0.094660     NA          0.238390          0.589062            0.589062           1.09                 961           67
1.33          213                1                  2.6         512       1         0         3         12000            40960       0           1           .018363      NA          .069583           .113773             .113773            1.33                 213           99
1.33          214                1                  2.6         512       1         0         3         11000            40960       0           0           0.095510     NA          0.240408          0.607552            0.607551           1.11                 961           66
1.33          213                1                  2.6         512       1         0         3         11000            40960       0           1           .018286      NA          .069384           .115737             .115737            1.33                 213           99
1.32          213                1                  2.6         512       1         0         3         10000            40960       0           0           0.094819     NA          0.236309          0.638969            0.638968           1.14                 961           64
1.32          214                1                  2.6         512       1         0         3         10000            40960       0           1           .018246      NA          .068946           .123806             .123806            1.32                 214           99
1.32          213                1                  2.6         512       1         0         3         9000             40960       0           0           0.095638     NA          0.240872          0.675823            0.675822           1.18                 961           62
1.33          213                1                  2.6         512       1         0         3         9000             40960       0           1           .018413      NA          .068296           .130443             .130443            1.33                 213           100
1.33          214                1                  2.6         512       1         0         3         8000             40960       0           0           0.094011     NA          0.238623          0.719285            0.719284           1.23                 961           60
1.33          213                1                  2.6         512       1         0         3         8000             40960       0           1           .018336      NA          .067669           .145523             .145523            1.33                 213           100
1.32          213                1                  2.6         512       1         0         4         25000            40960       0           0           0.091190     NA          0.260184          0.390565            0.390564           0.89                 958           85
1.33          214                1                  2.6         512       1         0         4         25000            40960       0           1           .017674      NA          .057474           .077816             .077816            1.33                 214           100
1.32          213                1                  2.6         512       1         0         4         24000            40960       0           0           0.089495     NA          0.257305          0.391914            0.391913           0.89                 958           84
1.33          213                1                  2.6         512       1         0         4         24000            40960       0           1           .017729      NA          .059266           .078836             .078836            1.33                 213           99
1.31          214                1                  2.6         512       1         0         4         23000            40960       0           0           0.090645     NA          0.263253          0.393541            0.393541           0.89                 958           85
1.32          213                1                  2.6         512       1         0         4         23000            40960       0           1           .018002      NA          .058284           .078282             .078282            1.32                 213           100
1.33          212                1                  2.6         512       1         0         4         22000            40960       0           0           0.090221     NA          0.260769          0.393231            0.393230           0.89                 958           84
1.33          212                1                  2.6         512       1         0         4         22000            40960       0           1           .017805      NA          .058354           .078831             .078831            1.33                 212           99
1.32          214                1                  2.6         512       1         0         4         21000            40960       0           0           0.089864     NA          0.257866          0.394470            0.394469           0.90                 958           84
1.33          214                1                  2.6         512       1         0         4         21000            40960       0           1           .017850      NA          .058424           .078855             .078855            1.33                 214           99
1.32          213                1                  2.6         512       1         0         4         20000            40960       0           0           0.089527     NA          0.257164          0.396527            0.396526           0.90                 958           83
1.33          213                1                  2.6         512       1         0         4         20000            40960       0           1           .017775      NA          .057357           .078509             .078509            1.33                 213           99
1.33          214                1                  2.6         512       1         0         4         19000            40960       0           0           0.089539     NA          0.254933          0.394604            0.394603           0.89                 958           84
1.32          213                1                  2.6         512       1         0         4         19000            40960       0           1           .017933      NA          .058368           .078554             .078554            1.32                 213           99
1.33          214                1                  2.6         512       1         0         4         18000            40960       0           0           0.089462     NA          0.259731          0.403152            0.403151           0.90                 958           83
1.33          213                1                  2.6         512       1         0         4         18000            40960       0           1           .018201      NA          .058250           .079192             .079192            1.33                 213           99
1.32          213                1                  2.6         512       1         0         4         17000            40960       0           0           0.089872     NA          0.256964          0.408754            0.408753           0.91                 958           82
1.32          212                1                  2.6         512       1         0         4         17000            40960       0           1           .017651      NA          .057822           .079585             .079585            1.32                 212           99
1.33          213                1                  2.6         512       1         0         4         16000            40960       0           0           0.090093     NA          0.262864          0.418527            0.418526           0.92                 958           82
1.32          214                1                  2.6         512       1         0         4         16000            40960       0           1           .017936      NA          .057847           .081437             .081437            1.32                 214           99
1.32          217                1                  2.6         512       1         0         4         15000            40960       0           0           0.088563     NA          0.254447          0.422672            0.422672           0.92                 958           81
1.32          214                1                  2.6         512       1         0         4         15000            40960       0           1           .017710      NA          .057642           .082564             .082564            1.32                 214           99
1.32          213                1                  2.6         512       1         0         4         14000            40960       0           0           0.090084     NA          0.259525          0.434999            0.434998           0.94                 958           80
1.33          213                1                  2.6         512       1         0         4         14000            40960       0           1           .017678      NA          .057984           .087110             .087110            1.33                 213           100
1.32          214                1                  2.6         512       1         0         4         13000            40960       0           0           0.089233     NA          0.259157          0.446622            0.446622           0.95                 958           79
1.32          212                1                  2.6         512       1         0         4         13000            40960       0           1           .017654      NA          .055891           .087744             .087744            1.32                 212           99
1.33          213                1                  2.6         512       1         0         4         12000            40960       0           0           0.090510     NA          0.254764          0.463432            0.463431           0.96                 958           78
1.33          213                1                  2.6         512       1         0         4         12000            40960       0           1           .017662      NA          .056470           .091477             .091477            1.33                 213           99
1.32          214                1                  2.6         512       1         0         4         11000            40960       0           0           0.089991     NA          0.260145          0.481167            0.481166           0.98                 959           77
1.33          213                1                  2.6         512       1         0         4         11000            40960       0           1           .017783      NA          .055716           .097089             .097089            1.33                 213           100
1.33          212                1                  2.6         512       1         0         4         10000            40960       0           0           0.089446     NA          0.254562          0.505488            0.505487           1.01                 958           74
1.31          214                1                  2.6         512       1         0         4         10000            40960       0           1           .017871      NA          .055443           .104215             .104215            1.31                 214           100
1.33          213                1                  2.6         512       1         0         4         9000             40960       0           0           0.089288     NA          0.255120          0.533037            0.533037           1.03                 958           72
1.33          212                1                  2.6         512       1         0         4         9000             40960       0           1           .017980      NA          .055448           .114477             .114476            1.33                 212           99
1.32          214                1                  2.6         512       1         0         4         8000             40960       0           0           0.090507     NA          0.254961          0.566662            0.566661           1.07                 958           70
1.32          213                1                  2.6         512       1         0         4         8000             40960       0           1           .017652      NA          .053975           .127471             .127470            1.32                 213           99
1.34          213                1                  2.6         512       1         0         5         25000            40960       0           0           0.095001     NA          0.335060          0.448906            0.448905           0.95                 1121          87
1.34          214                1                  2.6         512       1         0         5         25000            40960       0           1           .018322      NA          .071589           .093750             .093750            1.34                 214           100
1.34          213                1                  2.6         512       1         0         5         24000            40960       0           0           0.094846     NA          0.326390          0.448102            0.448102           0.95                 1121          86
1.34          213                1                  2.6         512       1         0         5         24000            40960       0           1           .018372      NA          .071032           .092967             .092967            1.34                 213           99
1.33          214                1                  2.6         512       1         0         5         23000            40960       0           0           0.095363     NA          0.328072          0.443356            0.443356           0.95                 1121          87
1.33          214                1                  2.6         512       1         0         5         23000            40960       0           1           .018257      NA          .071240           .092545             .092545            1.33                 214           99
1.33          213                1                  2.6         512       1         0         5         22000            40960       0           0           0.095851     NA          0.331059          0.447119            0.447119           0.95                 1123          87
1.34          214                1                  2.6         512       1         0         5         22000            40960       0           1           .018187      NA          .071517           .093191             .093191            1.34                 214           99
1.34          214                1                  2.6         512       1         0         5         21000            40960       0           0           0.095040     NA          0.326904          0.445349            0.445348           0.95                 1121          87
1.33          214                1                  2.6         512       1         0         5         21000            40960       0           1           .018199      NA          .074283           .094316             .094316            1.33                 214           99
1.33          213                1                  2.6         512       1         0         5         20000            40960       0           0           0.093593     NA          0.325812          0.448052            0.448052           0.95                 1121          86
1.34          214                1                  2.6         512       1         0         5         20000            40960       0           1           .018802      NA          .072259           .093936             .093935            1.34                 214           100
1.33          214                1                  2.6         512       1         0         5         19000            40960       0           0           0.095664     NA          0.330365          0.451962            0.451961           0.95                 1121          87
1.33          214                1                  2.6         512       1         0         5         19000            40960       0           1           .018500      NA          .071016           .093776             .093776            1.33                 214           99
1.35          213                1                  2.6         512       1         0         5         18000            40960       0           0           0.093340     NA          0.324075          0.451526            0.451525           0.96                 1125          85
1.34          214                1                  2.6         512       1         0         5         18000            40960       0           1           .018217      NA          .071078           .094855             .094855            1.34                 214           99
1.34          214                1                  2.6         512       1         0         5         17000            40960       0           0           0.095403     NA          0.335607          0.460752            0.460751           0.97                 1123          87
1.34          214                1                  2.6         512       1         0         5         17000            40960       0           1           .018307      NA          .072527           .096212             .096212            1.34                 214           100
1.33          214                1                  2.6         512       1         0         5         16000            40960       0           0           0.095570     NA          0.329095          0.468927            0.468926           0.97                 1121          85
1.34          214                1                  2.6         512       1         0         5         16000            40960       0           1           .018416      NA          .071011           .101165             .101165            1.34                 214           100
1.33          213                1                  2.6         512       1         0         5         15000            40960       0           0           0.094717     NA          0.324490          0.481696            0.481695           0.99                 1121          83
1.34          213                1                  2.6         512       1         0         5         15000            40960       0           1           .018413      NA          .070977           .099558             .099557            1.34                 213           99
1.34          213                1                  2.6         512       1         0         5         14000            40960       0           0           0.093927     NA          0.348081          0.496618            0.496618           1.00                 1121          84
1.33          214                1                  2.6         512       1         0         5         14000            40960       0           1           .018206      NA          .071007           .099094             .099094            1.33                 214           100
1.34          214                1                  2.6         512       1         0         5         13000            40960       0           0           0.095599     NA          0.334605          0.519729            0.519728           1.03                 1121          81
1.34          213                1                  2.6         512       1         0         5         13000            40960       0           1           .018729      NA          .069535           .105070             .105070            1.34                 213           99
1.33          214                1                  2.6         512       1         0         5         12000            40960       0           0           0.094163     NA          0.333360          0.540237            0.540236           1.04                 1121          79
1.34          214                1                  2.6         512       1         0         5         12000            40960       0           1           .018235      NA          .068883           .111645             .111645            1.34                 214           99
1.33          214                1                  2.6         512       1         0         5         11000            40960       0           0           0.093551     NA          0.324392          0.555355            0.555354           1.06                 1121          77
1.33          213                1                  2.6         512       1         0         5         11000            40960       0           1           .018237      NA          .069900           .113826             .113826            1.33                 213           99
1.33          213                1                  2.6         512       1         0         5         10000            40960       0           0           0.094993     NA          0.324723          0.582224            0.582223           1.09                 1121          75
1.33          213                1                  2.6         512       1         0         5         10000            40960       0           1           .018581      NA          .068217           .124392             .124392            1.33                 213           99
1.33          214                1                  2.6         512       1         0         5         9000             40960       0           0           0.093474     NA          0.323889          0.620533            0.620532           1.12                 1121          73
1.34          215                1                  2.6         512       1         0         5         9000             40960       0           1           .018496      NA          .067265           .129508             .129508            1.34                 215           99
1.33          214                1                  2.6         512       1         0         5         8000             40960       0           0           0.095019     NA          0.324407          0.665015            0.665014           1.17                 1121          70
1.33          214                1                  2.6         512       1         0         5         8000             40960       0           1           .018206      NA          .067241           .141922             .141922            1.33                 214           99
1.31          213                1                  2.6         512       1         0         6         25000            40960       0           0           0.050252     NA          0.146247          0.215782            0.215782           0.67                 803           89
1.33          213                1                  2.6         512       1         0         6         25000            40960       0           1           .010768      NA          .026663           .042550             .042550            1.33                 213           99
1.33          214                1                  2.6         512       1         0         6         24000            40960       0           0           0.050060     NA          0.148368          0.217449            0.217449           0.67                 803           89
1.32          213                1                  2.6         512       1         0         6         24000            40960       0           1           .010723      NA          .025341           .041684             .041683            1.32                 213           99
1.33          213                1                  2.6         512       1         0         6         23000            40960       0           0           0.049986     NA          0.143760          0.212620            0.212619           0.66                 805           89
1.32          214                1                  2.6         512       1         0         6         23000            40960       0           1           .010562      NA          .025620           .042307             .042307            1.32                 214           100
1.32          214                1                  2.6         512       1         0         6         22000            40960       0           0           0.052229     NA          0.147936          0.216519            0.216518           0.67                 805           89
1.33          212                1                  2.6         512       1         0         6         22000            40960       0           1           .010938      NA          .025263           .043085             .043085            1.33                 212           99
1.31          213                1                  2.6         512       1         0         6         21000            40960       0           0           0.050425     NA          0.149196          0.218067            0.218067           0.67                 803           89
1.32          214                1                  2.6         512       1         0         6         21000            40960       0           1           .011055      NA          .025225           .041708             .041707            1.32                 214           100
1.31          212                1                  2.6         512       1         0         6         20000            40960       0           0           0.049235     NA          0.144906          0.218776            0.218775           0.67                 805           89
1.32          213                1                  2.6         512       1         0         6         20000            40960       0           1           .011405      NA          .025438           .042794             .042794            1.32                 213           100
1.32          213                1                  2.6         512       1         0         6         19000            40960       0           0           0.050351     NA          0.145504          0.222715            0.222714           0.67                 805           88
1.32          214                1                  2.6         512       1         0         6         19000            40960       0           1           .011067      NA          .025502           .041891             .041891            1.32                 214           99
1.32          213                1                  2.6         512       1         0         6         18000            40960       0           0           0.049196     NA          0.145084          0.225838            0.225837           0.68                 805           87
1.32          212                1                  2.6         512       1         0         6         18000            40960       0           1           .010898      NA          .025469           .041979             .041979            1.32                 212           99
1.32          214                1                  2.6         512       1         0         6         17000            40960       0           0           0.051503     NA          0.146480          0.231471            0.231470           0.69                 803           87
1.32          214                1                  2.6         512       1         0         6         17000            40960       0           1           .010961      NA          .025400           .042464             .042464            1.32                 214           100
1.33          214                1                  2.6         512       1         0         6         16000            40960       0           0           0.050309     NA          0.145275          0.235418            0.235418           0.69                 805           86
1.33          214                1                  2.6         512       1         0         6         16000            40960       0           1           .011235      NA          .025294           .043487             .043487            1.33                 214           99
1.33          213                1                  2.6         512       1         0         6         15000            40960       0           0           0.050458     NA          0.145910          0.242479            0.242478           0.69                 805           86
1.34          213                1                  2.6         512       1         0         6         15000            40960       0           1           .011272      NA          .025117           .044084             .044084            1.34                 213           99
1.32          212                1                  2.6         512       1         0         6         14000            40960       0           0           0.052522     NA          0.146274          0.249930            0.249929           0.70                 805           85
1.32          214                1                  2.6         512       1         0         6         14000            40960       0           1           .011008      NA          .025178           .045302             .045302            1.32                 214           99
1.31          215                1                  2.6         512       1         0         6         13000            40960       0           0           0.050937     NA          0.152334          0.252310            0.252309           0.70                 805           85
1.33          213                1                  2.6         512       1         0         6         13000            40960       0           1           .011164      NA          .024833           .046326             .046326            1.33                 213           100
1.31          214                1                  2.6         512       1         0         6         12000            40960       0           0           0.051906     NA          0.148369          0.267000            0.266999           0.72                 805           83
1.32          213                1                  2.6         512       1         0         6         12000            40960       0           1           .010604      NA          .024850           .047865             .047865            1.32                 213           99
1.33          214                1                  2.6         512       1         0         6         11000            40960       0           0           0.049797     NA          0.145446          0.272086            0.272085           0.72                 805           82
1.32          214                1                  2.6         512       1         0         6         11000            40960       0           1           .011259      NA          .024767           .050781             .050781            1.32                 214           100
1.33          214                1                  2.6         512       1         0         6         10000            40960       0           0           0.051009     NA          0.147119          0.287090            0.287089           0.74                 805           81
1.33          213                1                  2.6         512       1         0         6         10000            40960       0           1           .011434      NA          .024653           .051960             .051960            1.33                 213           100
1.33          214                1                  2.6         512       1         0         6         9000             40960       0           0           0.050966     NA          0.145003          0.300279            0.300279           0.75                 803           79
1.32          214                1                  2.6         512       1         0         6         9000             40960       0           1           .011338      NA          .024851           .054025             .054025            1.32                 214           99
1.32          214                1                  2.6         512       1         0         6         8000             40960       0           0           0.049905     NA          0.147720          0.323271            0.323271           0.78                 803           77
1.31          214                1                  2.6         512       1         0         6         8000             40960       0           1           .011488      NA          .024562           .059020             .059020            1.31                 214           100
1.39          216                1                  2.4         512       1         0         1         25000            40960       0           0           0.064250     NA          0.491156          0.369670            0.369669           0.97                 1273          112
1.38          216                1                  2.4         512       1         0         1         25000            40960       0           1           .013889      NA          .102082           .102552             .102551            1.38                 216           99
1.39          216                1                  2.4         512       1         0         1         24000            40960       0           0           0.064944     NA          0.493441          0.377350            0.377349           0.98                 1275          111
1.39          215                1                  2.4         512       1         0         1         24000            40960       0           1           .013423      NA          .102789           .098838             .098838            1.39                 215           99
1.38          216                1                  2.4         512       1         0         1         23000            40960       0           0           0.064159     NA          0.482986          0.367758            0.367757           0.97                 1274          111
1.38          216                1                  2.4         512       1         0         1         23000            40960       0           1           .013815      NA          .103846           .105066             .105066            1.38                 216           99
1.38          216                1                  2.4         512       1         0         1         22000            40960       0           0           0.064419     NA          0.488253          0.370122            0.370121           0.97                 1275          112
1.39          216                1                  2.4         512       1         0         1         22000            40960       0           1           .013677      NA          .105313           .106561             .106561            1.39                 216           99
1.39          216                1                  2.4         512       1         0         1         21000            40960       0           0           0.064587     NA          0.494293          0.371546            0.371545           0.97                 1275          112
1.39          216                1                  2.4         512       1         0         1         21000            40960       0           1           .013469      NA          .101459           .106242             .106242            1.39                 216           99
1.39          215                1                  2.4         512       1         0         1         20000            40960       0           0           0.064092     NA          0.488340          0.372239            0.372238           0.97                 1273          111
1.38          216                1                  2.4         512       1         0         1         20000            40960       0           1           .013450      NA          .101522           .107311             .107310            1.38                 216           99
1.39          215                1                  2.4         512       1         0         1         19000            40960       0           0           0.063927     NA          0.494723          0.372273            0.372272           0.97                 1274          112
1.39          215                1                  2.4         512       1         0         1         19000            40960       0           1           .013272      NA          .101728           .110074             .110074            1.39                 215           99
1.38          215                1                  2.4         512       1         0         1         18000            40960       0           0           0.064089     NA          0.491318          0.367984            0.367983           0.97                 1274          112
1.39          215                1                  2.4         512       1         0         1         18000            40960       0           1           .013456      NA          .101416           .111623             .111623            1.39                 215           99
1.39          217                1                  2.4         512       1         0         1         17000            40960       0           0           0.064418     NA          0.484461          0.369123            0.369123           0.97                 1274          111
1.39          216                1                  2.4         512       1         0         1         17000            40960       0           1           .013404      NA          .101433           .116816             .116816            1.39                 216           99
1.39          216                1                  2.4         512       1         0         1         16000            40960       0           0           0.064873     NA          0.491637          0.374687            0.374686           0.98                 1274          111
1.39          216                1                  2.4         512       1         0         1         16000            40960       0           1           .013250      NA          .100760           .119579             .119579            1.39                 216           99
1.40          217                1                  2.4         512       1         0         1         15000            40960       0           0           0.064624     NA          0.483727          0.379631            0.379630           0.98                 1274          110
1.39          217                1                  2.4         512       1         0         1         15000            40960       0           1           .013801      NA          .098395           .123305             .123305            1.39                 217           99
1.38          216                1                  2.4         512       1         0         1         14000            40960       0           0           0.064082     NA          0.484882          0.397577            0.397576           1.00                 1273          108
1.39          219                1                  2.4         512       1         0         1         14000            40960       0           1           .013702      NA          .100088           .130993             .130993            1.39                 219           100
1.38          215                1                  2.4         512       1         0         1         13000            40960       0           0           0.064275     NA          0.484251          0.404229            0.404228           1.00                 1273          107
1.39          216                1                  2.4         512       1         0         1         13000            40960       0           1           .013416      NA          .100302           .135763             .135763            1.39                 216           99
