comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  datatype  optshare  packbool  protocol  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.34          230                1                  1    8         1         0         1         4096        0           0           0.002290     NA          0.012611          0.011100            0.011099           0.02                 9             125
1.36          228                1                  1    8         1         0         2         4096        0           0           0.002455     NA          0.012114          0.012437            0.012436           0.03                 9             90
1.34          227                1                  1    8         1         0         3         4096        0           0           0.001028     NA          0.006865          0.008124            0.008122           0.02                 8             110
1.31          227                1                  1    8         1         0         4         4096        0           0           0.000839     NA          0.005859          0.007165            0.007164           0.02                 8             82
1.34          227                1                  1    8         1         0         5         4096        0           0           0.001001     NA          0.007921          0.008752            0.008751           0.02                 9             96
1.30          227                1                  1    8         1         0         6         4096        0           0           0.000689     NA          0.003817          0.004065            0.004064           0.01                 8             126
1.37          227                1                  1    64        1         0         1         4096        0           0           0.003350     NA          0.026470          0.018388            0.018387           0.04                 23            111
1.38          228                1                  1    64        1         0         2         4096        0           0           0.005125     NA          0.028017          0.022581            0.022580           0.04                 25            120
1.34          227                1                  1    64        1         0         3         4096        0           0           0.003988     NA          0.015212          0.021729            0.021728           0.04                 19            95
1.34          226                1                  1    64        1         0         4         4096        0           0           0.003193     NA          0.014670          0.019802            0.019801           0.03                 19            94
1.34          225                1                  1    64        1         0         5         4096        0           0           0.003583     NA          0.018015          0.019525            0.019524           0.03                 21            107
1.31          225                1                  1    64        1         0         6         4096        0           0           0.001901     NA          0.011247          0.008546            0.008545           0.02                 17            125
