program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;BINARY;semihonest;replicated-bin;3;241.49;5595;56;1;600;4096;0.200192;2.04;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;500;4096;0.205836;2.04;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;400;4096;0.289287;2.12;296;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;300;4096;0.212323;2.04;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;200;4096;0.230042;2.12;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;100;4096;0.241629;2.08;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;80;4096;0.233475;2.07;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;60;4096;0.255708;2.09;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;40;4096;0.304083;2.13;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;1;30;4096;0.350073;2.16;294;91;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;600;4096;0.205966;2.10;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;500;4096;0.204997;2.06;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;400;4096;0.238359;2.05;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;300;4096;0.214795;2.06;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;200;4096;0.214395;2.07;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;100;4096;0.243269;2.13;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;80;4096;0.253988;2.08;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;60;4096;0.284279;2.11;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;40;4096;0.292131;2.12;296;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;30;4096;0.339595;2.23;294;92;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;600;4096;0.194461;2.02;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;500;4096;0.240602;2.07;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;400;4096;0.223452;2.05;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;300;4096;0.219627;2.10;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;200;4096;0.219864;2.06;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;100;4096;0.240254;2.08;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;80;4096;0.237747;2.13;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;60;4096;0.291138;2.14;296;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;40;4096;0.288812;2.14;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;30;4096;0.399145;2.23;294;90;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;600;4096;0.20589;2.04;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;500;4096;0.206764;2.06;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;400;4096;0.219701;2.04;296;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;300;4096;0.214362;2.12;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;200;4096;0.20999;2.05;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;100;4096;0.240206;2.13;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;80;4096;0.239051;2.12;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;60;4096;0.268574;2.11;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;40;4096;0.343715;2.17;294;92;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;30;4096;0.352813;2.17;294;92;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;600;4096;0.210866;2.08;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;500;4096;0.203555;2.06;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;400;4096;0.212807;2.04;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;300;4096;0.209865;2.05;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;200;4096;0.219685;2.06;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;100;4096;0.250006;2.08;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;80;4096;0.234888;2.12;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;60;4096;0.256075;2.09;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;40;4096;0.314217;2.14;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;30;4096;0.368851;2.19;294;91;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;600;4096;0.267216;2.09;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;500;4096;0.233356;2.07;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;400;4096;0.210265;2.10;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;300;4096;0.214046;2.07;296;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;200;4096;0.258666;2.09;294;95;NA;0.520248;1.03652
