program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);bandwidths(Mbs);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;100;4096;0.295249;2.11;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;80;4096;0.322837;2.14;294;92;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;60;4096;0.26375;2.10;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;40;4096;0.293388;2.13;294;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;100;30;4096;0.317924;2.15;294;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;600;4096;0.226688;2.05;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;500;4096;0.218132;2.04;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;400;4096;0.199639;2.03;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;300;4096;0.275635;2.11;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;200;4096;0.2366;2.05;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;100;4096;0.229951;2.13;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;80;4096;0.285407;2.11;296;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;60;4096;0.257577;2.10;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;40;4096;0.293792;2.18;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;200;30;4096;0.366052;2.20;294;92;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;600;4096;0.201205;2.03;296;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;500;4096;0.28146;2.11;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;400;4096;0.211564;2.07;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;300;4096;0.237614;2.06;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;200;4096;0.218219;2.05;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;100;4096;0.307853;2.12;294;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;80;4096;0.250127;2.08;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;60;4096;0.28439;2.13;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;40;4096;0.289229;2.12;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;300;30;4096;0.31815;2.14;294;94;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;600;4096;0.199034;2.06;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;500;4096;0.23054;2.07;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;400;4096;0.2118;2.04;296;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;300;4096;0.309087;2.14;294;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;200;4096;0.225718;2.04;296;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;100;4096;0.227119;2.09;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;80;4096;0.239307;2.07;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;60;4096;0.259935;2.09;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;40;4096;0.298432;2.12;296;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;400;30;4096;0.36208;2.17;294;91;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;600;4096;0.209331;2.03;296;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;500;4096;0.294627;2.11;294;93;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;400;4096;0.200051;2.09;294;97;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;300;4096;0.218907;2.05;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;200;4096;0.22066;2.06;294;96;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;100;4096;0.233951;2.06;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;80;4096;0.26274;2.09;296;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;60;4096;0.268153;2.13;294;95;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;40;4096;0.350355;2.18;294;92;NA;0.520248;1.03652
42;BINARY;semihonest;replicated-bin;3;NA;NA;NA;500;30;4096;0.344152;2.23;294;92;NA;0.520248;1.03652
