comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  datatype  optshare  packbool  protocol  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
3.05          233                1                  256       1         0         2         7000             8192        0           0           0.025634     NA          0.129180          0.133612            0.133611           0.23                 147           97
3.05          233                1                  256       1         0         2         7000             8192        0           1           .005444      NA          .023175           .029692             .029692            3.05                 233           99
3.06          233                1                  256       1         0         2         6000             8192        0           0           0.026340     NA          0.138718          0.136206            0.136206           0.24                 148           100
3.04          233                1                  256       1         0         2         6000             8192        0           1           .005202      NA          .026948           .033510             .033510            3.04                 233           99
3.04          234                1                  256       1         0         2         5000             8192        0           0           0.026297     NA          0.125553          0.129134            0.129132           0.24                 147           98
3.04          234                1                  256       1         0         2         5000             8192        0           1           .006251      NA          .026603           .033718             .033718            3.04                 234           99
3.06          238                1                  256       1         0         2         4000             8192        0           0           0.026339     NA          0.125755          0.139306            0.139305           0.25                 147           94
3.06          233                1                  256       1         0         2         4000             8192        0           1           .006781      NA          .027370           .032964             .032964            3.06                 233           99
3.05          233                1                  256       1         0         2         3000             8192        0           0           0.025875     NA          0.125825          0.136766            0.136765           0.24                 147           95
3.04          234                1                  256       1         0         2         3000             8192        0           1           .006554      NA          .026120           .031670             .031670            3.04                 234           99
3.06          234                1                  256       1         0         2         2000             8192        0           0           0.026148     NA          0.126587          0.132005            0.132004           0.24                 147           97
3.04          233                1                  256       1         0         2         2000             8192        0           1           .006387      NA          .027717           .033454             .033454            3.04                 233           99
3.04          235                1                  256       1         0         2         1000             8192        0           0           0.026054     NA          0.127186          0.140929            0.140928           0.25                 147           94
3.04          234                1                  256       1         0         2         1000             8192        0           1           .005027      NA          .028386           .032731             .032731            3.04                 234           100
3.05          239                1                  256       1         0         2         500              8192        0           0           0.026427     NA          0.128643          0.133051            0.133050           0.24                 149           97
3.04          233                1                  256       1         0         2         500              8192        0           1           .007054      NA          .026376           .030383             .030383            3.04                 233           100
2.98          232                1                  256       1         0         3         9000             8192        0           0           0.024031     NA          0.073084          0.146223            0.146222           0.25                 99            70
2.99          231                1                  256       1         0         3         9000             8192        0           1           .007481      NA          .019450           .028754             .028754            2.99                 231           99
2.97          232                1                  256       1         0         3         8000             8192        0           0           0.024303     NA          0.072994          0.139896            0.139895           0.25                 99            72
3.00          233                1                  256       1         0         3         8000             8192        0           1           .007175      NA          .020092           .031107             .031107            3.00                 233           99
3.00          233                1                  256       1         0         3         7000             8192        0           0           0.023919     NA          0.069891          0.150199            0.150198           0.26                 99            67
2.99          232                1                  256       1         0         3         7000             8192        0           1           .006123      NA          .022066           .030603             .030603            2.99                 232           99
3.01          233                1                  256       1         0         3         6000             8192        0           0           0.024368     NA          0.072827          0.146174            0.146173           0.26                 99            70
3.00          233                1                  256       1         0         3         6000             8192        0           1           .006100      NA          .021401           .028338             .028337            3.00                 233           100
2.99          232                1                  256       1         0         3         5000             8192        0           0           0.024001     NA          0.071735          0.146319            0.146318           0.26                 99            68
2.98          233                1                  256       1         0         3         5000             8192        0           1           .006422      NA          .021175           .029794             .029794            2.98                 233           99
2.98          232                1                  256       1         0         3         4000             8192        0           0           0.023762     NA          0.072552          0.143676            0.143675           0.26                 99            70
3.00          232                1                  256       1         0         3         4000             8192        0           1           .006674      NA          .020863           .030410             .030410            3.00                 232           100
3.00          232                1                  256       1         0         3         3000             8192        0           0           0.024415     NA          0.072055          0.143354            0.143353           0.25                 101           72
3.00          232                1                  256       1         0         3         3000             8192        0           1           .006075      NA          .018325           .029729             .029728            3.00                 232           100
2.98          232                1                  256       1         0         3         2000             8192        0           0           0.024423     NA          0.072938          0.143342            0.143341           0.25                 99            72
2.99          234                1                  256       1         0         3         2000             8192        0           1           .006067      NA          .026127           .029848             .029848            2.99                 234           100
2.97          231                1                  256       1         0         3         1000             8192        0           0           0.024351     NA          0.073485          0.140958            0.140957           0.25                 99            72
2.99          232                1                  256       1         0         3         1000             8192        0           1           .007058      NA          .022206           .030843             .030843            2.99                 232           99
3.00          233                1                  256       1         0         3         500              8192        0           0           0.024227     NA          0.073548          0.145127            0.145126           0.26                 99            70
2.97          233                1                  256       1         0         3         500              8192        0           1           .006097      NA          .021177           .030166             .030166            2.97                 233           99
2.97          232                1                  256       1         0         4         9000             8192        0           0           0.022902     NA          0.070690          0.117843            0.117843           0.23                 99            78
2.97          231                1                  256       1         0         4         9000             8192        0           1           .006007      NA          .020939           .026726             .026725            2.97                 231           99
2.97          231                1                  256       1         0         4         8000             8192        0           0           0.022640     NA          0.071758          0.117095            0.117094           0.23                 99            78
2.98          232                1                  256       1         0         4         8000             8192        0           1           .005892      NA          .021601           .026592             .026592            2.98                 232           99
2.97          231                1                  256       1         0         4         7000             8192        0           0           0.022724     NA          0.071547          0.118339            0.118338           0.23                 99            77
2.96          232                1                  256       1         0         4         7000             8192        0           1           .005898      NA          .017618           .026186             .026186            2.96                 232           100
2.98          231                1                  256       1         0         4         6000             8192        0           0           0.022821     NA          0.071446          0.122373            0.122372           0.23                 99            76
2.97          232                1                  256       1         0         4         6000             8192        0           1           .005888      NA          .017508           .024673             .024673            2.97                 232           100
2.97          231                1                  256       1         0         4         5000             8192        0           0           0.022837     NA          0.072278          0.126343            0.126342           0.24                 99            75
2.97          233                1                  256       1         0         4         5000             8192        0           1           .007049      NA          .016252           .025158             .025158            2.97                 233           99
2.96          232                1                  256       1         0         4         4000             8192        0           0           0.022761     NA          0.063307          0.116872            0.116871           0.23                 99            75
2.98          232                1                  256       1         0         4         4000             8192        0           1           .005799      NA          .017222           .026400             .026399            2.98                 232           99
2.98          232                1                  256       1         0         4         3000             8192        0           0           0.022609     NA          0.070007          0.116086            0.116085           0.22                 99            75
2.97          231                1                  256       1         0         4         3000             8192        0           1           .005996      NA          .016101           .023141             .023141            2.97                 231           100
2.97          237                1                  256       1         0         4         2000             8192        0           0           0.023072     NA          0.065931          0.118201            0.118200           0.22                 99            77
2.97          232                1                  256       1         0         4         2000             8192        0           1           .006253      NA          .018175           .024479             .024478            2.97                 232           99
2.98          231                1                  256       1         0         4         1000             8192        0           0           0.022866     NA          0.071335          0.125035            0.125034           0.24                 99            75
2.97          231                1                  256       1         0         4         1000             8192        0           1           .006156      NA          .016997           .026220             .026220            2.97                 231           100
2.98          232                1                  256       1         0         4         500              8192        0           0           0.022697     NA          0.070510          0.128230            0.128229           0.24                 99            74
2.97          232                1                  256       1         0         4         500              8192        0           1           .006392      NA          .016777           .025223             .025223            2.97                 232           99
2.99          233                1                  256       1         0         5         9000             8192        0           0           0.024137     NA          0.085884          0.137062            0.137061           0.25                 117           78
2.99          233                1                  256       1         0         5         9000             8192        0           1           .007121      NA          .019810           .028325             .028325            2.99                 233           99
2.99          232                1                  256       1         0         5         8000             8192        0           0           0.024428     NA          0.085797          0.134340            0.134339           0.24                 115           79
3.00          233                1                  256       1         0         5         8000             8192        0           1           .006246      NA          .023811           .028619             .028619            3.00                 233           99
3.01          236                1                  256       1         0         5         7000             8192        0           0           0.024040     NA          0.084028          0.143239            0.143238           0.25                 115           75
2.99          234                1                  256       1         0         5         7000             8192        0           1           .007067      NA          .019698           .029076             .029076            2.99                 234           99
2.99          233                1                  256       1         0         5         6000             8192        0           0           0.024120     NA          0.086354          0.137723            0.137722           0.25                 115           77
2.97          233                1                  256       1         0         5         6000             8192        0           1           .006195      NA          .022884           .029471             .029471            2.97                 233           100
3.00          232                1                  256       1         0         5         5000             8192        0           0           0.024564     NA          0.086909          0.133527            0.133526           0.24                 115           80
2.99          232                1                  256       1         0         5         5000             8192        0           1           .005901      NA          .026766           .030874             .030874            2.99                 232           99
2.99          232                1                  256       1         0         5         4000             8192        0           0           0.023756     NA          0.086409          0.132625            0.132624           0.24                 115           78
3.00          233                1                  256       1         0         5         4000             8192        0           1           .007098      NA          .019014           .027729             .027729            3.00                 233           99
2.99          233                1                  256       1         0         5         3000             8192        0           0           0.024511     NA          0.082854          0.139688            0.139687           0.25                 115           77
3.01          233                1                  256       1         0         5         3000             8192        0           1           .006938      NA          .018828           .030585             .030585            3.01                 233           99
3.00          233                1                  256       1         0         5         2000             8192        0           0           0.024245     NA          0.085613          0.130764            0.130763           0.24                 115           80
2.98          232                1                  256       1         0         5         2000             8192        0           1           .006509      NA          .019499           .029132             .029132            2.98                 232           99
2.99          233                1                  256       1         0         5         1000             8192        0           0           0.024295     NA          0.086904          0.139207            0.139207           0.25                 115           77
3.00          231                1                  256       1         0         5         1000             8192        0           1           .006440      NA          .027403           .029535             .029535            3.00                 231           100
2.99          233                1                  256       1         0         5         500              8192        0           0           0.023765     NA          0.085102          0.130807            0.130806           0.24                 115           79
2.99          232                1                  256       1         0         5         500              8192        0           1           .006419      NA          .021419           .029040             .029040            2.99                 232           100
2.96          232                1                  256       1         0         6         9000             8192        0           0           0.012093     NA          0.039780          0.054994            0.054993           0.15                 83            88
2.96          231                1                  256       1         0         6         9000             8192        0           1           .003177      NA          .006654           .011356             .011355            2.96                 231           99
2.96          231                1                  256       1         0         6         8000             8192        0           0           0.011889     NA          0.040925          0.056044            0.056043           0.15                 83            87
2.96          233                1                  256       1         0         6         8000             8192        0           1           .002982      NA          .005885           .011019             .011019            2.96                 233           99
2.98          231                1                  256       1         0         6         7000             8192        0           0           0.011982     NA          0.039744          0.056794            0.056793           0.15                 83            88
3.01          231                1                  256       1         0         6         7000             8192        0           1           .003349      NA          .006776           .010453             .010452            3.01                 231           99
2.98          233                1                  256       1         0         6         6000             8192        0           0           0.012324     NA          0.039880          0.056662            0.056661           0.15                 83            88
2.96          232                1                  256       1         0         6         6000             8192        0           1           .002795      NA          .006831           .010403             .010402            2.96                 232           99
2.96          232                1                  256       1         0         6         5000             8192        0           0           0.011995     NA          0.040316          0.054896            0.054895           0.15                 83            89
2.96          232                1                  256       1         0         6         5000             8192        0           1           .003218      NA          .006482           .012095             .012095            2.96                 232           99
2.98          231                1                  256       1         0         6         4000             8192        0           0           0.011866     NA          0.041410          0.055144            0.055143           0.15                 83            87
2.98          232                1                  256       1         0         6         4000             8192        0           1           .002680      NA          .007771           .011193             .011193            2.98                 232           100
2.97          233                1                  256       1         0         6         3000             8192        0           0           0.012275     NA          0.039745          0.055500            0.055499           0.15                 83            89
2.96          233                1                  256       1         0         6         3000             8192        0           1           .002867      NA          .005808           .010213             .010213            2.96                 233           100
2.97          232                1                  256       1         0         6         2000             8192        0           0           0.011916     NA          0.038696          0.055529            0.055528           0.14                 83            87
2.97          233                1                  256       1         0         6         2000             8192        0           1           .003131      NA          .006023           .010876             .010876            2.97                 233           99
2.99          236                1                  256       1         0         6         1000             8192        0           0           0.012131     NA          0.037648          0.055788            0.055788           0.15                 85            87
2.98          233                1                  256       1         0         6         1000             8192        0           1           .003109      NA          .009012           .012534             .012534            2.98                 233           99
2.98          236                1                  256       1         0         6         500              8192        0           0           0.011929     NA          0.039160          0.058011            0.058010           0.15                 83            83
2.97          232                1                  256       1         0         6         500              8192        0           1           .003348      NA          .005869           .010212             .010212            2.97                 232           100
