program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
42;FIELD;semihonest;atlas;3;1.34;46;1;20;0.00675969;0.10;17;56;~16;0.017577;0.047739
42;FIELD;semihonest;atlas;3;2.30;73;1;40;0.00998342;0.13;16;58;~16;0.021817;0.055339
42;FIELD;semihonest;atlas;3;3.43;97;1;60;0.00991447;0.13;19;67;~16;0.026057;0.062939
42;FIELD;semihonest;atlas;3;4.61;127;1;80;0.0148585;0.14;18;62;~16;0.030297;0.070539
42;FIELD;semihonest;atlas;3;5.83;153;2;100;0.0173362;0.17;18;70;~16;0.034537;0.078139
42;BINARY;semidishonest;yao;2;1.16;44;1;20;0.0169056;0.04;11;73;NA;0.040321;NA
42;BINARY;semidishonest;yao;2;2.27;73;1;40;0.0178328;0.06;12;78;NA;0.080641;NA
42;BINARY;semidishonest;yao;2;3.42;97;1;60;0.0194158;0.07;13;80;NA;0.120961;NA
42;BINARY;semidishonest;yao;2;4.58;127;1;80;0.0206265;0.08;15;82;NA;0.161281;NA
42;BINARY;semidishonest;yao;2;5.76;154;2;100;0.0219051;0.09;17;83;NA;0.201601;NA
42;BINARY;semidishonest;yaoO;2;1.16;44;1;20;0.00254631;0.04;10;76;NA;0;NA
42;BINARY;semidishonest;yaoO;2;2.27;73;1;40;0.00337493;0.05;11;83;NA;0;NA
42;BINARY;semidishonest;yaoO;2;3.42;97;1;60;0.00396975;0.06;13;85;NA;0;NA
42;BINARY;semidishonest;yaoO;2;4.58;127;1;80;0.00519085;0.08;13;88;NA;0;NA
42;BINARY;semidishonest;yaoO;2;5.76;154;2;100;0.00592215;0.09;16;88;NA;0;NA
