program  c.domain  adv.model      protocol  partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  comp.P0intin  comp.P1intin  comp.P2intin  comp.P0bitin  comp.P1bitin  compP2bitin  comp.intbits  comp.inttriples  comp.bittriples  comp.vmrounds  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)  Tx(MB)    Tx(rounds)  Tx(s)        Rx(MB)    Rx(rounds)  Rx(s)       Brcasting(MB)  Brcasting(rounds)  Brcasting(s)  TxRx(MB)  TxRx(rounds)  TxRx(s)  Passing(MB)  Passing(rounds)  Passing(s)  Part.Brcasting(MB)  Part.Brcasting(rounds)  Part.Brcasting(s)  Ex(MB)  Ex(rounds)  Ex(s)  Ex1to1(MB)  Ex1to1(rounds)  Ex1to1(s)  Rx1to1(MB)  Rx1to1(rounds)  Rx1to1(s)  Tx1to1(MB)  Tx1to1(rounds)  Tx1to1(s)  Txtoall(MB)  Txtoall(rounds)  Txtoall(s)
42       FIELD     semihonest     atlas     3          1.34          46                 1                  NA            NA            NA            1280          64            NA           NA            NA               1260             29             20          0.00675969           0.10                 17            56         ~16           0.017577        0.047739         NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       FIELD     semihonest     atlas     3          2.30          73                 1                  NA            NA            NA            2560          64            NA           NA            NA               2520             49             40          0.00998342           0.13                 16            58         ~16           0.021817        0.055339         NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       FIELD     semihonest     atlas     3          3.43          97                 1                  NA            NA            NA            3840          64            NA           NA            NA               3780             69             60          0.00991447           0.13                 19            67         ~16           0.026057        0.062939         NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       FIELD     semihonest     atlas     3          4.61          127                1                  NA            NA            NA            5120          64            NA           NA            NA               5040             89             80          0.0148585            0.14                 18            62         ~16           0.030297        0.070539         NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       FIELD     semihonest     atlas     3          5.83          153                2                  NA            NA            NA            6400          64            NA           NA            NA               6300             109            100         0.0173362            0.17                 18            70         ~16           0.034537        0.078139         NA        NA          NA           NA        NA          NA          NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yao       2          1.16          44                 1                  NA            NA            NA            1280          64            NA           NA            NA               1260             29             20          0.0169056            0.04                 11            73         NA            0.040321        NA               0.040321  4           0.000318782  8e-06     1           0.00165163  NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yao       2          2.27          73                 1                  NA            NA            NA            2560          64            NA           NA            NA               2520             49             40          0.0178328            0.06                 12            78         NA            0.080641        NA               0.080641  4           0.0003657    8e-06     1           0.00192658  NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yao       2          3.42          97                 1                  NA            NA            NA            3840          64            NA           NA            NA               3780             69             60          0.0194158            0.07                 13            80         NA            0.120961        NA               0.120961  4           0.000399429  8e-06     1           0.00247641  NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yao       2          4.58          127                1                  NA            NA            NA            5120          64            NA           NA            NA               5040             89             80          0.0206265            0.08                 15            82         NA            0.161281        NA               0.161281  4           0.000476563  8e-06     1           0.0032175   NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yao       2          5.76          154                2                  NA            NA            NA            6400          64            NA           NA            NA               6300             109            100         0.0219051            0.09                 17            83         NA            0.201601        NA               0.201601  4           0.000647587  8e-06     1           0.00367802  NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yaoO      2          1.16          44                 1                  NA            NA            NA            1280          64            NA           NA            NA               1260             29             20          0.00254631           0.04                 10            76         NA            0               NA               NA        NA          NA           0.040321  2           0.0136123   NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yaoO      2          2.27          73                 1                  NA            NA            NA            2560          64            NA           NA            NA               2520             49             40          0.00337493           0.05                 11            83         NA            0               NA               NA        NA          NA           0.080641  2           0.0120111   NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yaoO      2          3.42          97                 1                  NA            NA            NA            3840          64            NA           NA            NA               3780             69             60          0.00396975           0.06                 13            85         NA            0               NA               NA        NA          NA           0.120961  2           0.0116252   NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yaoO      2          4.58          127                1                  NA            NA            NA            5120          64            NA           NA            NA               5040             89             80          0.00519085           0.08                 13            88         NA            0               NA               NA        NA          NA           0.161281  2           0.0110619   NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
42       BINARY    semidishonest  yaoO      2          5.76          154                2                  NA            NA            NA            6400          64            NA           NA            NA               6300             109            100         0.00592215           0.09                 16            88         NA            0               NA               NA        NA          NA           0.201601  2           0.0126062   NA             NA                 NA            NA        NA            NA       NA           NA               NA          NA                  NA                      NA                 NA      NA          NA     NA          NA              NA         NA          NA              NA         NA          NA              NA         NA           NA               NA
