comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.02;3;1;0;1;128;0;1;0;1;10;10;40960;0;2;.000791;NA;.070076;.026497;.026497;.035555;351;3872
1.46;230;1;0;1;128;0;1;0;1;10;50;40960;0;0;0.012653;NA;1.015526;0.417953;0.417953;0.52;339;213
0.02;3;1;0;1;128;0;1;0;1;10;50;40960;0;1;.002079;NA;.146121;.057532;.057532;.080000;339;1200
0.02;3;1;0;1;128;0;1;0;1;10;50;40960;0;2;.000711;NA;.056220;.022342;.022341;.031111;339;3622
1.48;230;1;0;1;128;0;1;0;1;10;200;40960;0;0;0.011304;NA;0.912456;0.471550;0.471549;0.59;336;167
0.01;3;1;0;1;128;0;1;0;1;10;200;40960;0;1;.001895;NA;.134540;.065591;.065591;.090000;338;1011
0.02;3;1;0;1;128;0;1;0;1;10;200;40960;0;2;.000651;NA;.047538;.020778;.020778;.029444;336;3272
1.46;229;1;0;1;128;0;1;0;1;50;0;40960;0;0;0.009436;NA;0.450469;0.329278;0.329278;0.43;323;126
0.02;3;1;0;1;128;0;1;0;1;50;0;40960;0;1;.001617;NA;.065621;.051266;.051266;.071666;324;653
0.02;3;1;0;1;128;0;1;0;1;50;0;40960;0;2;.000556;NA;.025448;.018208;.018208;.025555;324;2200
1.47;231;1;0;1;128;0;1;0;1;50;10;40960;0;0;0.011875;NA;1.315323;0.433051;0.433050;0.53;339;263
0.02;3;1;0;1;128;0;1;0;1;50;10;40960;0;1;.002041;NA;.188780;.076859;.076859;.100000;339;1215
0.02;3;1;0;1;128;0;1;0;1;50;10;40960;0;2;.000692;NA;.059899;.025734;.025734;.037777;343;3100
1.47;230;1;0;1;128;0;1;0;1;50;50;40960;0;0;0.013091;NA;0.797972;0.282759;0.282758;0.38;327;230
0.02;3;1;0;1;128;0;1;0;1;50;50;40960;0;1;.002143;NA;.125424;.050451;.050451;.075000;327;1109
0.02;3;1;0;1;128;0;1;0;1;50;50;40960;0;2;.000694;NA;.045922;.022885;.022885;.031666;327;2970
1.43;231;1;0;1;128;0;1;0;1;50;200;40960;0;0;0.010103;NA;0.572787;0.237339;0.237338;0.33;324;197
0.02;3;1;0;1;128;0;1;0;1;50;200;40960;0;1;.001699;NA;.080430;.040315;.040315;.058333;324;961
0.02;3;1;0;1;128;0;1;0;1;50;200;40960;0;2;.000574;NA;.034474;.019559;.019559;.028333;324;2570
1.44;230;1;0;1;128;0;1;0;1;200;0;40960;0;0;0.008019;NA;0.321032;0.244607;0.244606;0.33;322;122
0.02;3;1;0;1;128;0;1;0;1;200;0;40960;0;1;.001345;NA;.049715;.041079;.041079;.065000;325;589
0.02;3;1;0;1;128;0;1;0;1;200;0;40960;0;2;.000454;NA;.022811;.017630;.017630;.025000;325;2053
1.46;231;1;0;1;128;0;1;0;1;200;10;40960;0;0;0.011510;NA;1.169347;0.474802;0.474801;0.57;337;217
0.02;3;1;0;1;128;0;1;0;1;200;10;40960;0;1;.001933;NA;.189477;.076742;.076742;.105000;337;1164
0.02;3;1;0;1;128;0;1;0;1;200;10;40960;0;2;.000667;NA;.056797;.025501;.025501;.036666;339;3045
1.45;230;1;0;1;128;0;1;0;1;200;50;40960;0;0;0.011101;NA;0.734167;0.374557;0.374556;0.48;324;174
0.02;3;1;0;1;128;0;1;0;1;200;50;40960;0;1;.001708;NA;.115104;.053539;.053539;.083333;325;931
0.02;3;1;0;1;128;0;1;0;1;200;50;40960;0;2;.000602;NA;.044836;.023152;.023152;.032222;324;2790
1.45;231;1;0;1;128;0;1;0;1;200;200;40960;0;0;0.009432;NA;0.498117;0.225870;0.225869;0.32;322;182
0.02;3;1;0;1;128;0;1;0;1;200;200;40960;0;1;.001589;NA;.076562;.040963;.040963;.070000;328;781
0.02;3;1;0;1;128;0;1;0;1;200;200;40960;0;2;.000538;NA;.033119;.019528;.019527;.028333;322;2516
1.43;229;1;0;1;128;0;1;0;2;0;0;40960;0;0;0.007663;NA;0.181757;0.181092;0.181091;0.27;322;88
0.02;3;1;0;1;128;0;1;0;2;0;0;40960;0;1;.001354;NA;.028388;.034229;.034229;.051666;322;480
0.02;3;1;0;1;128;0;1;0;2;0;0;40960;0;2;.000574;NA;.014685;.017204;.017204;.023888;324;1510
1.45;229;1;0;1;128;0;1;0;2;0;10;40960;0;0;0.013478;NA;1.565447;0.824527;0.824526;0.92;357;179
0.02;3;1;0;1;128;0;1;0;2;0;10;40960;0;1;.001971;NA;.171332;.116822;.116822;.160000;357;700
0.02;3;1;0;1;128;0;1;0;2;0;10;40960;0;2;.000732;NA;.057314;.035750;.035750;.046111;358;2437
1.45;229;1;0;1;128;0;1;0;2;0;50;40960;0;0;0.010121;NA;0.735837;0.335276;0.335275;0.43;329;191
0.02;3;1;0;1;128;0;1;0;2;0;50;40960;0;1;.001574;NA;.088908;.054744;.054743;.073333;329;828
0.02;3;1;0;1;128;0;1;0;2;0;50;40960;0;2;.000574;NA;.035888;.023090;.023090;.030555;329;2416
1.44;228;1;0;1;128;0;1;0;2;0;200;40960;0;0;0.008058;NA;0.477612;0.250837;0.250836;0.34;324;163
0.02;3;1;0;1;128;0;1;0;2;0;200;40960;0;1;.001506;NA;.058280;.043471;.043471;.063333;324;680
0.02;3;1;0;1;128;0;1;0;2;0;200;40960;0;2;.000522;NA;.024793;.018344;.018344;.026111;324;2067
1.46;229;1;0;1;128;0;1;0;2;10;0;40960;0;0;0.009489;NA;0.487451;0.685714;0.685713;0.79;341;73
0.02;3;1;0;1;128;0;1;0;2;10;0;40960;0;1;.001996;NA;.131694;.117898;.117898;.143333;360;614
0.02;3;1;0;1;128;0;1;0;2;10;0;40960;0;2;.000725;NA;.040598;.038424;.038424;.048888;362;1683
1.43;230;1;0;1;128;0;1;0;2;10;10;40960;0;0;0.015749;NA;1.732183;0.954690;0.954689;1.06;376;172
0.02;3;1;0;1;128;0;1;0;2;10;10;40960;0;1;.002682;NA;.240651;.133231;.133231;.160000;379;968
0.02;3;1;0;1;128;0;1;0;2;10;10;40960;0;2;.000936;NA;.082872;.041523;.041523;.051111;379;3089
1.43;229;1;0;1;128;0;1;0;2;10;50;40960;0;0;0.012875;NA;0.982357;0.702205;0.702204;0.80;347;134
0.02;3;1;0;1;128;0;1;0;2;10;50;40960;0;1;.002212;NA;.156916;.093992;.093992;.121666;364;852
0.02;3;1;0;1;128;0;1;0;2;10;50;40960;0;2;.000800;NA;.052262;.031770;.031769;.041111;364;2529
1.45;230;1;0;1;128;0;1;0;2;10;200;40960;0;0;0.010227;NA;0.729300;0.621226;0.621225;0.72;342;114
0.02;3;1;0;1;128;0;1;0;2;10;200;40960;0;1;.002061;NA;.130075;.089031;.089031;.120000;360;737
0.02;3;1;0;1;128;0;1;0;2;10;200;40960;0;2;.000790;NA;.045991;.031238;.031238;.042777;361;2143
1.41;230;1;0;1;128;0;1;0;2;50;0;40960;0;0;0.008152;NA;0.352359;0.374984;0.374983;0.47;326;93
0.02;3;1;0;1;128;0;1;0;2;50;0;40960;0;1;.001502;NA;.056811;.055929;.055928;.076666;330;563
0.02;3;1;0;1;128;0;1;0;2;50;0;40960;0;2;.000536;NA;.021450;.019765;.019765;.028333;330;1676
1.43;230;1;0;1;128;0;1;0;2;50;10;40960;0;0;0.014289;NA;1.742304;0.841247;0.841246;0.95;361;193
0.02;3;1;0;1;128;0;1;0;2;50;10;40960;0;1;.002240;NA;.207907;.104489;.104489;.141666;361;941
0.02;3;1;0;1;128;0;1;0;2;50;10;40960;0;2;.000811;NA;.066000;.036053;.036053;.047222;361;2705
1.42;230;1;0;1;128;0;1;0;2;50;50;40960;0;0;0.011482;NA;0.776674;0.318913;0.318912;0.42;333;207
0.02;3;1;0;1;128;0;1;0;2;50;50;40960;0;1;.001819;NA;.107420;.051729;.051729;.078333;333;926
0.02;3;1;0;1;128;0;1;0;2;50;50;40960;0;2;.000647;NA;.042514;.022476;.022476;.030000;333;2891
1.46;230;1;0;1;128;0;1;0;2;50;200;40960;0;0;0.008466;NA;0.556441;0.230736;0.230735;0.33;327;196
0.02;3;1;0;1;128;0;1;0;2;50;200;40960;0;1;.001589;NA;.073229;.039549;.039549;.058333;330;906
0.02;3;1;0;1;128;0;1;0;2;50;200;40960;0;2;.000582;NA;.030589;.018525;.018525;.026666;330;2450
1.44;230;1;0;1;128;0;1;0;2;200;0;40960;0;0;0.007824;NA;0.260731;0.274137;0.274136;0.36;323;88
0.02;3;1;0;1;128;0;1;0;2;200;0;40960;0;1;.001444;NA;.048018;.046479;.046479;.065000;324;589
0.02;3;1;0;1;128;0;1;0;2;200;0;40960;0;2;.000538;NA;.019105;.017423;.017423;.024444;324;1794
1.45;230;1;0;1;128;0;1;0;2;200;10;40960;0;0;0.013944;NA;1.598259;0.739218;0.739217;0.84;358;200
0.02;3;1;0;1;128;0;1;0;2;200;10;40960;0;1;.002105;NA;.185897;.124237;.124237;.168333;358;714
0.02;3;1;0;1;128;0;1;0;2;200;10;40960;0;2;.000847;NA;.060423;.034307;.034307;.051666;359;2286
1.43;230;1;0;1;128;0;1;0;2;200;50;40960;0;0;0.011326;NA;0.664296;0.296388;0.296387;0.39;330;191
0.02;3;1;0;1;128;0;1;0;2;200;50;40960;0;1;.001691;NA;.108552;.058297;.058297;.076666;330;946
0.02;3;1;0;1;128;0;1;0;2;200;50;40960;0;2;.000613;NA;.039792;.022663;.022663;.030555;330;2688
1.45;229;1;0;1;128;0;1;0;2;200;200;40960;0;0;0.008789;NA;0.503027;0.246251;0.246251;0.34;324;172
0.02;3;1;0;1;128;0;1;0;2;200;200;40960;0;1;.001547;NA;.065777;.039320;.039320;.058333;325;825
0.02;3;1;0;1;128;0;1;0;2;200;200;40960;0;2;.000550;NA;.028833;.018183;.018183;.026111;325;2402
1.40;228;1;0;1;128;0;1;0;3;0;0;40960;0;0;0.001806;NA;0.130702;0.195734;0.195733;0.28;203;74
0.02;3;1;0;1;128;0;1;0;3;0;0;40960;0;1;.000413;NA;.024638;.036230;.036230;.053333;323;415
0.02;3;1;0;1;128;0;1;0;3;0;0;40960;0;2;.000141;NA;.011044;.014968;.014968;.021111;322;1321
1.42;229;1;0;1;128;0;1;0;3;0;10;40960;0;0;0.007255;NA;1.504760;1.212638;1.212637;1.31;242;121
0.02;3;1;0;1;128;0;1;0;3;0;10;40960;0;1;.001095;NA;.181940;.186541;.186541;.215000;341;545
0.02;3;1;0;1;128;0;1;0;3;0;10;40960;0;2;.000398;NA;.058279;.053084;.053084;.071111;341;1594
1.44;228;1;0;1;128;0;1;0;3;0;50;40960;0;0;0.004257;NA;0.735370;0.512046;0.512045;0.60;210;135
0.02;3;1;0;1;128;0;1;0;3;0;50;40960;0;1;.000706;NA;.092309;.076850;.076850;.100000;325;633
0.02;3;1;0;1;128;0;1;0;3;0;50;40960;0;2;.000242;NA;.028811;.023966;.023966;.031666;325;1860
1.40;228;1;0;1;128;0;1;0;3;0;200;40960;0;0;0.003605;NA;0.416453;0.308344;0.308343;0.40;204;117
0.02;3;1;0;1;128;0;1;0;3;0;200;40960;0;1;.000638;NA;.054104;.055553;.055552;.076666;322;528
0.02;3;1;0;1;128;0;1;0;3;0;200;40960;0;2;.000215;NA;.018276;.017834;.017834;.024444;323;1669
1.41;228;1;0;1;128;0;1;0;3;10;0;40960;0;0;0.001800;NA;0.132015;0.903569;0.903569;0.98;203;19
0.02;3;1;0;1;128;0;1;0;3;10;0;40960;0;1;.001013;NA;.119564;.141398;.141398;.166666;379;480
0.02;3;1;0;1;128;0;1;0;3;10;0;40960;0;2;.000359;NA;.036897;.042876;.042876;.056111;379;1329
1.42;229;1;0;1;128;0;1;0;3;10;10;40960;0;0;0.006702;NA;1.524419;1.299303;1.299302;1.40;242;115
0.02;3;1;0;1;128;0;1;0;3;10;10;40960;0;1;.001628;NA;.262123;.171293;.171293;.213333;398;776
0.02;3;1;0;1;128;0;1;0;3;10;10;40960;0;2;.000558;NA;.083665;.052886;.052886;.069444;400;2295
1.45;228;1;0;1;128;0;1;0;3;10;50;40960;0;0;0.003502;NA;0.490816;0.813075;0.813074;0.90;210;63
0.02;3;1;0;1;128;0;1;0;3;10;50;40960;0;1;.001209;NA;.152656;.116661;.116661;.135000;382;742
0.02;3;1;0;1;128;0;1;0;3;10;50;40960;0;2;.000444;NA;.050712;.036834;.036834;.048888;383;2039
1.44;229;1;0;1;128;0;1;0;3;10;200;40960;0;0;0.002865;NA;0.265370;0.768147;0.768146;0.86;204;40
0.02;3;1;0;1;128;0;1;0;3;10;200;40960;0;1;.001121;NA;.138875;.124279;.124278;.145000;380;631
0.02;3;1;0;1;128;0;1;0;3;10;200;40960;0;2;.000394;NA;.043152;.036465;.036465;.047777;381;1805
1.41;228;1;0;1;128;0;1;0;3;50;0;40960;0;0;0.001802;NA;0.130165;0.381115;0.381114;0.48;203;44
0.01;3;1;0;1;128;0;1;0;3;50;0;40960;0;1;.000879;NA;.050758;.060262;.060262;.081666;333;473
0.02;3;1;0;1;128;0;1;0;3;50;0;40960;0;2;.000226;NA;.016191;.019377;.019377;.027777;333;1372
1.40;229;1;0;1;128;0;1;0;3;50;10;40960;0;0;0.006906;NA;1.521633;1.243203;1.243202;1.33;242;120
0.02;3;1;0;1;128;0;1;0;3;50;10;40960;0;1;.001329;NA;.210147;.164591;.164590;.216666;352;622
0.02;3;1;0;1;128;0;1;0;3;50;10;40960;0;2;.000453;NA;.063050;.049514;.049514;.064444;352;1897
1.43;229;1;0;1;128;0;1;0;3;50;50;40960;0;0;0.003493;NA;0.701204;0.390549;0.390549;0.48;210;163
0.02;3;1;0;1;128;0;1;0;3;50;50;40960;0;1;.000866;NA;.102976;.056774;.056774;.078333;336;900
0.02;3;1;0;1;128;0;1;0;3;50;50;40960;0;2;.000303;NA;.037515;.020042;.020042;.028333;338;2689
1.44;231;1;0;1;128;0;1;0;3;50;200;40960;0;0;0.002855;NA;0.310194;0.273338;0.273337;0.36;204;108
0.02;3;1;0;1;128;0;1;0;3;50;200;40960;0;1;.000784;NA;.062671;.040340;.040339;.060000;333;763
0.02;3;1;0;1;128;0;1;0;3;50;200;40960;0;2;.000277;NA;.024935;.016003;.016003;.023333;334;2334
1.41;229;1;0;1;128;0;1;0;3;200;0;40960;0;0;0.001802;NA;0.130978;0.252115;0.252114;0.34;203;62
0.02;3;1;0;1;128;0;1;0;3;200;0;40960;0;1;.000616;NA;.038186;.045193;.045193;.066666;324;469
0.02;3;1;0;1;128;0;1;0;3;200;0;40960;0;2;.000207;NA;.014415;.015912;.015912;.024444;324;1401
1.44;229;1;0;1;128;0;1;0;3;200;10;40960;0;0;0.006893;NA;1.587572;1.190673;1.190672;1.28;242;128
0.02;3;1;0;1;128;0;1;0;3;200;10;40960;0;1;.001212;NA;.175083;.148934;.148934;.183333;344;622
0.02;3;1;0;1;128;0;1;0;3;200;10;40960;0;2;.000428;NA;.058504;.048692;.048692;.063333;344;1798
1.44;230;1;0;1;128;0;1;0;3;200;50;40960;0;0;0.003518;NA;0.714625;0.417002;0.417001;0.51;210;155
0.02;3;1;0;1;128;0;1;0;3;200;50;40960;0;1;.000805;NA;.100137;.060646;.060645;.090000;328;756
0.02;3;1;0;1;128;0;1;0;3;200;50;40960;0;2;.000270;NA;.034024;.019808;.019808;.026666;328;2598
1.40;229;1;0;1;128;0;1;0;3;200;200;40960;0;0;0.002871;NA;0.412499;0.243590;0.243589;0.33;204;149
0.02;3;1;0;1;128;0;1;0;3;200;200;40960;0;1;.000719;NA;.061086;.038847;.038846;.058333;325;772
0.02;3;1;0;1;128;0;1;0;3;200;200;40960;0;2;.000246;NA;.023456;.015431;.015431;.022777;325;2241
1.42;228;1;0;1;128;0;1;0;4;0;0;40960;0;0;0.001916;NA;0.127254;0.177559;0.177558;0.26;202;78
0.02;3;1;0;1;128;0;1;0;4;0;0;40960;0;1;.000365;NA;.021932;.031775;.031775;.051666;281;400
0.01;3;1;0;1;128;0;1;0;4;0;0;40960;0;2;.000126;NA;.008596;.012620;.012620;.018333;281;1274
1.42;228;1;0;1;128;0;1;0;4;0;10;40960;0;0;0.006652;NA;1.385427;1.073731;1.073730;1.16;241;126
0.02;3;1;0;1;128;0;1;0;4;0;10;40960;0;1;.001066;NA;.171121;.174022;.174022;.203333;300;545
0.02;3;1;0;1;128;0;1;0;4;0;10;40960;0;2;.000373;NA;.050864;.046764;.046764;.063888;300;1554
1.42;229;1;0;1;128;0;1;0;4;0;50;40960;0;0;0.003055;NA;0.665076;0.459592;0.459591;0.54;209;137
0.02;3;1;0;1;128;0;1;0;4;0;50;40960;0;1;.000626;NA;.092624;.066811;.066811;.088333;284;715
0.02;3;1;0;1;128;0;1;0;4;0;50;40960;0;2;.000217;NA;.029109;.020796;.020796;.031111;284;1934
1.42;229;1;0;1;128;0;1;0;4;0;200;40960;0;0;0.002372;NA;0.357038;0.286826;0.286825;0.37;204;118
0.02;3;1;0;1;128;0;1;0;4;0;200;40960;0;1;.000547;NA;.052610;.046534;.046534;.070000;282;564
0.01;3;1;0;1;128;0;1;0;4;0;200;40960;0;2;.000185;NA;.016355;.014926;.014926;.021666;282;1708
1.42;229;1;0;1;128;0;1;0;4;10;0;40960;0;0;0.001642;NA;0.125646;0.811557;0.811556;0.90;202;23
0.02;3;1;0;1;128;0;1;0;4;10;0;40960;0;1;.000954;NA;.130356;.133427;.133427;.163333;338;525
0.02;3;1;0;1;128;0;1;0;4;10;0;40960;0;2;.000342;NA;.038005;.041828;.041828;.050000;339;1527
1.40;229;1;0;1;128;0;1;0;4;10;10;40960;0;0;0.007458;NA;1.497189;1.035999;1.035998;1.13;241;139
0.02;3;1;0;1;128;0;1;0;4;10;10;40960;0;1;.001619;NA;.267385;.138902;.138902;.173333;356;971
0.02;3;1;0;1;128;0;1;0;4;10;10;40960;0;2;.000570;NA;.076152;.039937;.039937;.052777;358;2745
1.44;228;1;0;1;128;0;1;0;4;10;50;40960;0;0;0.003071;NA;0.423313;0.674853;0.674852;0.76;209;66
0.02;3;1;0;1;128;0;1;0;4;10;50;40960;0;1;.001113;NA;.159799;.096862;.096862;.130000;343;799
0.02;3;1;0;1;128;0;1;0;4;10;50;40960;0;2;.000402;NA;.055088;.032485;.032485;.045000;342;2382
1.45;228;1;0;1;128;0;1;0;4;10;200;40960;0;0;0.002364;NA;0.273673;0.761570;0.761569;0.85;204;38
0.02;3;1;0;1;128;0;1;0;4;10;200;40960;0;1;.001016;NA;.149748;.117817;.117817;.150000;338;650
0.02;3;1;0;1;128;0;1;0;4;10;200;40960;0;2;.000385;NA;.049139;.035661;.035660;.048888;340;1986
1.43;229;1;0;1;128;0;1;0;4;50;0;40960;0;0;0.001642;NA;0.123610;0.341794;0.341793;0.43;202;47
0.02;3;1;0;1;128;0;1;0;4;50;0;40960;0;1;.000625;NA;.045505;.057632;.057632;.076666;292;470
0.02;3;1;0;1;128;0;1;0;4;50;0;40960;0;2;.000213;NA;.014530;.017321;.017321;.026111;292;1292
1.43;228;1;0;1;128;0;1;0;4;50;10;40960;0;0;0.007595;NA;1.421373;0.876532;0.876532;0.97;241;155
0.02;3;1;0;1;128;0;1;0;4;50;10;40960;0;1;.001258;NA;.225273;.132806;.132805;.168333;312;847
0.02;3;1;0;1;128;0;1;0;4;50;10;40960;0;2;.000432;NA;.058759;.036668;.036668;.051666;312;2212
1.39;228;1;0;1;128;0;1;0;4;50;50;40960;0;0;0.003100;NA;0.650070;0.343283;0.343282;0.43;209;169
0.02;3;1;0;1;128;0;1;0;4;50;50;40960;0;1;.000766;NA;.100262;.049263;.049263;.070000;296;964
0.02;3;1;0;1;128;0;1;0;4;50;50;40960;0;2;.000263;NA;.034331;.016173;.016173;.023333;296;3016
1.44;228;1;0;1;128;0;1;0;4;50;200;40960;0;0;0.002359;NA;0.376674;0.191153;0.191152;0.28;204;160
0.02;3;1;0;1;128;0;1;0;4;50;200;40960;0;1;.000685;NA;.063971;.032706;.032706;.051666;293;893
0.02;3;1;0;1;128;0;1;0;4;50;200;40960;0;2;.000236;NA;.023523;.012359;.012359;.019444;293;2628
1.41;229;1;0;1;128;0;1;0;4;200;0;40960;0;0;0.001644;NA;0.124422;0.266513;0.266512;0.36;202;57
0.02;3;1;0;1;128;0;1;0;4;200;0;40960;0;1;.000564;NA;.035369;.044602;.044602;.063333;283;457
0.02;3;1;0;1;128;0;1;0;4;200;0;40960;0;2;.000192;NA;.012407;.013700;.013700;.020555;284;1469
1.44;228;1;0;1;128;0;1;0;4;200;10;40960;0;0;0.007636;NA;1.487141;1.082987;1.082986;1.18;241;133
0.02;3;1;0;1;128;0;1;0;4;200;10;40960;0;1;.001177;NA;.191710;.127201;.127201;.165000;303;745
0.02;3;1;0;1;128;0;1;0;4;200;10;40960;0;2;.000402;NA;.060878;.040565;.040565;.055000;303;2146
1.42;228;1;0;1;128;0;1;0;4;200;50;40960;0;0;0.003100;NA;0.697428;0.365078;0.365077;0.44;209;168
0.02;3;1;0;1;128;0;1;0;4;200;50;40960;0;1;.000695;NA;.101204;.049470;.049470;.068333;287;1001
0.02;3;1;0;1;128;0;1;0;4;200;50;40960;0;2;.000239;NA;.033055;.016584;.016584;.023333;287;2888
1.45;232;1;0;1;128;0;1;0;4;200;200;40960;0;0;0.002363;NA;0.398811;0.195814;0.195814;0.28;204;168
0.02;3;1;0;1;128;0;1;0;4;200;200;40960;0;1;.000622;NA;.055053;.029687;.029687;.048333;284;845
0.02;3;1;0;1;128;0;1;0;4;200;200;40960;0;2;.000220;NA;.020785;.012284;.012284;.018888;284;2410
1.40;229;1;0;1;128;0;1;0;5;0;0;40960;0;0;0.001802;NA;0.139107;0.198702;0.198702;0.28;243;66
0.02;3;1;0;1;128;0;1;0;5;0;0;40960;0;1;.000417;NA;.023933;.033609;.033609;.051666;282;413
0.02;3;1;0;1;128;0;1;0;5;0;0;40960;0;2;.000141;NA;.011007;.014496;.014496;.020555;282;1367
1.40;229;1;0;1;128;0;1;0;5;0;10;40960;0;0;0.007197;NA;1.513401;1.197422;1.197422;1.29;282;124
0.02;3;1;0;1;128;0;1;0;5;0;10;40960;0;1;.001087;NA;.174693;.165911;.165910;.210000;301;540
0.02;3;1;0;1;128;0;1;0;5;0;10;40960;0;2;.000381;NA;.056702;.057707;.057707;.071111;301;1545
1.38;228;1;0;1;128;0;1;0;5;0;50;40960;0;0;0.004220;NA;0.698910;0.436354;0.436353;0.52;250;148
0.02;3;1;0;1;128;0;1;0;5;0;50;40960;0;1;.000700;NA;.091906;.076563;.076563;.096666;285;648
0.02;3;1;0;1;128;0;1;0;5;0;50;40960;0;2;.000240;NA;.029556;.024281;.024281;.031666;285;1944
1.44;229;1;0;1;128;0;1;0;5;0;200;40960;0;0;0.003554;NA;0.423899;0.279449;0.279448;0.37;244;137
0.02;3;1;0;1;128;0;1;0;5;0;200;40960;0;1;.000632;NA;.054058;.053129;.053128;.073333;283;551
0.02;3;1;0;1;128;0;1;0;5;0;200;40960;0;2;.000215;NA;.018699;.017806;.017806;.025555;283;1650
1.41;229;1;0;1;128;0;1;0;5;10;0;40960;0;0;0.001801;NA;0.137398;0.921984;0.921983;1.01;243;21
0.02;3;1;0;1;128;0;1;0;5;10;0;40960;0;1;.001000;NA;.111393;.141681;.141680;.173333;339;430
0.02;3;1;0;1;128;0;1;0;5;10;0;40960;0;2;.000356;NA;.036992;.043156;.043156;.058333;339;1276
1.41;228;1;0;1;128;0;1;0;5;10;10;40960;0;0;0.006840;NA;1.541220;1.203405;1.203404;1.31;282;124
0.02;3;1;0;1;128;0;1;0;5;10;10;40960;0;1;.001622;NA;.244176;.162809;.162809;.193333;357;800
0.02;3;1;0;1;128;0;1;0;5;10;10;40960;0;2;.000572;NA;.082591;.053100;.053100;.066111;359;2380
1.42;228;1;0;1;128;0;1;0;5;10;50;40960;0;0;0.003497;NA;0.485518;0.777936;0.777935;0.86;250;65
0.02;3;1;0;1;128;0;1;0;5;10;50;40960;0;1;.001178;NA;.153449;.116249;.116249;.138333;342;721
0.02;3;1;0;1;128;0;1;0;5;10;50;40960;0;2;.000418;NA;.050313;.035760;.035760;.047222;344;2088
1.43;228;1;0;1;128;0;1;0;5;10;200;40960;0;0;0.002865;NA;0.282076;0.779848;0.779847;0.88;244;41
0.02;3;1;0;1;128;0;1;0;5;10;200;40960;0;1;.001130;NA;.149546;.127063;.127063;.158333;340;620
0.02;3;1;0;1;128;0;1;0;5;10;200;40960;0;2;.000390;NA;.045402;.037274;.037274;.047777;341;1890
1.40;233;1;0;1;128;0;1;0;5;50;0;40960;0;0;0.001802;NA;0.135880;0.411878;0.411877;0.49;243;43
0.02;3;1;0;1;128;0;1;0;5;50;0;40960;0;1;.000669;NA;.048395;.061561;.061561;.081666;293;462
0.02;3;1;0;1;128;0;1;0;5;50;0;40960;0;2;.000230;NA;.016799;.019345;.019345;.028333;293;1360
1.43;229;1;0;1;128;0;1;0;5;50;10;40960;0;0;0.006676;NA;1.606253;1.098525;1.098524;1.19;284;139
0.02;3;1;0;1;128;0;1;0;5;50;10;40960;0;1;.001305;NA;.210417;.159945;.159945;.196666;312;684
0.02;3;1;0;1;128;0;1;0;5;50;10;40960;0;2;.000452;NA;.064331;.047752;.047751;.061666;312;2027
