nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;cpus;freqs;quotas;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.6;320;600;0.365712;14;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.6;320;800;0.499261;15;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.6;320;1000;0.613036;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.6;320;1200;0.745951;16;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.6;320;1400;0.826647;16;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.6;320;1600;0.964408;16;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.6;320;1800;1.0761;18;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.6;320;2000;1.23021;15;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.6;240;10;0.0171334;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.6;240;200;0.129799;17;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.6;240;400;0.2592;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.6;240;600;0.373305;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.6;240;800;0.484581;16;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.6;240;1000;0.606408;18;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.6;240;1200;0.718352;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.6;240;1400;0.839007;16;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.6;240;1600;0.969594;15;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.6;240;1800;1.09323;16;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.6;240;2000;1.20499;16;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.6;160;10;0.0168082;17;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.6;160;200;0.128411;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.6;160;400;0.268108;15;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.6;160;600;0.400797;15;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.6;160;800;0.523387;16;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.6;160;1000;0.654872;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.6;160;1200;0.750434;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.6;160;1400;0.889951;15;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.6;160;1600;1.00365;16;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.6;160;1800;1.17614;17;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.6;160;2000;1.26882;16;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.6;80;10;0.016092;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.6;80;200;0.26996;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.6;80;400;0.545462;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.6;80;600;0.765835;15;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.6;80;800;1.01067;15;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.6;80;1000;1.25826;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.6;80;1200;1.4211;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.6;80;1400;1.89802;17;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.6;80;1600;2.04735;15;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.6;80;1800;2.34685;17;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.6;80;2000;2.54112;16;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.3;800;10;0.0169048;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.3;800;200;0.132431;15;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.3;800;400;0.25153;15;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.3;800;600;0.368232;17;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.3;800;800;0.480858;16;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.3;800;1000;0.604861;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.3;800;1200;0.72014;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.3;800;1400;0.845234;17;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.3;800;1600;0.985245;15;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.3;800;1800;1.06209;15;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.3;800;2000;1.20896;15;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.3;400;10;0.0162659;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.3;400;200;0.126761;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.3;400;400;0.256038;15;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.3;400;600;0.365;15;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.3;400;800;0.494533;14;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.3;400;1000;0.610215;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.3;400;1200;0.734098;18;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.3;400;1400;0.846817;17;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.3;400;1600;0.970831;15;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.3;400;1800;1.10552;15;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.3;400;2000;1.18663;16;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.3;320;10;0.0160821;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.3;320;200;0.13123;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.3;320;400;0.252825;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.3;320;600;0.367628;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.3;320;800;0.505184;14;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.3;320;1000;0.602152;15;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.3;320;1200;0.738913;16;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.3;320;1400;0.864707;16;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.3;320;1600;0.939716;16;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.3;320;1800;1.11238;16;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.3;320;2000;1.18726;15;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.3;240;10;0.0160022;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.3;240;200;0.129488;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.3;240;400;0.250716;15;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.3;240;600;0.361179;17;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.3;240;800;0.493393;16;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.3;240;1000;0.598816;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.3;240;1200;0.726712;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.3;240;1400;0.861273;15;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.3;240;1600;0.98172;17;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.3;240;1800;1.0978;16;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.3;240;2000;1.18993;16;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.3;160;10;0.016453;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.3;160;200;0.136321;18;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.3;160;400;0.252898;18;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.3;160;600;0.392677;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.3;160;800;0.517222;18;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.3;160;1000;0.63518;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.3;160;1200;0.771488;16;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.3;160;1400;0.914587;16;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.3;160;1600;1.00688;15;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.3;160;1800;1.14973;16;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.3;160;2000;1.2891;15;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2.3;80;10;0.0168438;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2.3;80;200;0.240469;15;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2.3;80;400;0.484176;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2.3;80;600;0.768572;15;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2.3;80;800;0.989241;16;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2.3;80;1000;1.19604;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2.3;80;1200;1.53462;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2.3;80;1400;1.75086;15;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2.3;80;1600;1.98376;15;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2.3;80;1800;2.31842;15;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2.3;80;2000;2.58448;15;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2;800;10;0.0189813;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2;800;200;0.156575;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2;800;400;0.313903;14;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2;800;600;0.441656;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2;800;800;0.64201;15;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2;800;1000;0.768603;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2;800;1200;0.910252;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2;800;1400;1.04915;16;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2;800;1600;1.20233;16;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2;800;1800;1.30805;16;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2;800;2000;1.4954;16;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2;400;10;0.0187067;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2;400;200;0.153517;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2;400;400;0.302987;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2;400;600;0.41046;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2;400;800;0.594747;16;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2;400;1000;0.737561;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2;400;1200;0.897083;16;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2;400;1400;1.01624;15;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2;400;1600;1.22397;15;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2;400;1800;1.38253;16;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2;400;2000;1.57325;16;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2;320;10;0.0189823;15;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2;320;200;0.155489;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2;320;400;0.290792;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2;320;600;0.441695;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2;320;800;0.595843;16;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2;320;1000;0.748738;16;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2;320;1200;0.917099;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2;320;1400;1.06588;16;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2;320;1600;1.20467;18;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2;320;1800;1.38829;16;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2;320;2000;1.50777;17;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2;240;10;0.0184717;16;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2;240;200;0.15397;18;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2;240;400;0.313699;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2;240;600;0.464611;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2;240;800;0.593964;15;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2;240;1000;0.764341;15;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2;240;1200;0.871326;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2;240;1400;0.993721;17;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2;240;1600;1.21669;16;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2;240;1800;1.3275;15;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2;240;2000;1.45303;15;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2;160;10;0.0186719;13;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2;160;200;0.163263;14;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2;160;400;0.329828;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2;160;600;0.469114;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2;160;800;0.62665;18;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2;160;1000;0.774359;15;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2;160;1200;0.959777;15;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2;160;1400;1.12881;15;~11236;10.9568;32.6465
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;166400;100800;11204;8;2;160;1600;1.26918;16;~12840;12.3392;37.0817
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;187200;113400;12604;8;2;160;1800;1.34358;15;~14444;14.0416;41.5169
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;208000;126000;14004;8;2;160;2000;1.53858;18;~16048;15.424;45.9521
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;1040;630;74;8;2;80;10;0.0178616;17;~88;0.661152;1.66184
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;20800;12600;1404;8;2;80;200;0.302001;16;~1612;2.02243;6.03528
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;41600;25200;2804;8;2;80;400;0.575232;16;~3216;3.40483;10.4705
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;62400;37800;4204;8;2;80;600;0.926254;16;~4820;5.10723;14.9057
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;83200;50400;5604;8;2;80;800;1.3422;15;~6424;6.48963;19.3409
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;104000;63000;7004;8;2;80;1000;1.61088;15;~8028;7.87203;23.7761
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;124800;75600;8404;8;2;80;1200;1.95898;16;~9632;9.57443;28.2113
todd,ned,rod;31_scalable_search;FIELD;semihonest;shamir;145600;88200;9804;8;2;80;1400;2.13157;16;~11236;10.9568;32.6465
