protocol;input_size;measurement
unsealdmpc;200;3.421739299
unsealdmpc;400;2.314916655
unsealdmpc;600;3.402417217
unsealdmpc;800;1.048650322
unsealdmpc;1000;2.316559513
unsealdmpc;1200;2.343447354
unsealdmpc;1400;3.380946376
unsealdmpc;1600;2.316111870
unsealdmpc;1800;2.321727286
unsealdmpc;2000;1.077787252
unsealdmpc;2200;3.368254537
unsealdmpc;2400;3.388170660
