comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.46;230;1;1;1;0;1;4096;0;0;0.002124;NA;0.016762;0.016318;0.016316;0.02;5;104
1.42;226;1;1;1;0;2;4096;0;0;0.002401;NA;0.017618;0.018076;0.018075;0.02;5;95
1.38;224;1;1;1;0;3;4096;0;0;0.000511;NA;0.009071;0.012078;0.012077;0.01;5;80
1.34;222;1;1;1;0;4;4096;0;0;0.000798;NA;0.006716;0.011273;0.011272;0.01;5;70
1.37;224;1;1;1;0;5;4096;0;0;0.000971;NA;0.014126;0.016977;0.016976;0.02;5;86
1.38;222;1;1;1;0;6;4096;0;0;0.000537;NA;0.001854;0.001884;0.001883;0.01;4;63
1.45;227;1;8;1;0;1;4096;0;0;0.002118;NA;0.015606;0.015458;0.015457;0.02;5;104
1.42;227;1;8;1;0;2;4096;0;0;0.002318;NA;0.013986;0.014727;0.014726;0.02;6;95
1.40;225;1;8;1;0;3;4096;0;0;0.001007;NA;0.008020;0.011964;0.011963;0.02;6;70
1.38;225;1;8;1;0;4;4096;0;0;0.000865;NA;0.008280;0.009762;0.009761;0.02;5;66
1.40;225;1;8;1;0;5;4096;0;0;0.001074;NA;0.009451;0.010357;0.010356;0.01;5;100
1.38;225;1;8;1;0;6;4096;0;0;0.000550;NA;0.003061;0.003923;0.003922;0.00;5;100
