comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;bandwidths(Mbs);input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.58;218;1;0;10;512;0;1;0;1;0;0;1500;81920;0;0;.002383;NA;.235235;1.764683;1.764683;1.887000;2543;150
1.63;217;1;0;10;512;0;1;0;1;0;0;1450;81920;0;0;.002624;NA;.232201;1.850285;1.850285;1.949000;2543;144
1.67;217;1;0;10;512;0;1;0;1;0;0;1400;81920;0;0;.002726;NA;.258657;1.898323;1.898323;2.011000;2543;153
1.57;216;1;0;10;512;0;1;0;1;0;0;1350;81920;0;0;.002727;NA;.233113;1.836135;1.836135;2.077000;2543;136
1.68;216;1;0;10;512;0;1;0;1;0;0;1300;81920;0;0;.002730;NA;.225700;2.004352;2.004352;2.163000;2543;127
1.62;217;1;0;10;512;0;1;0;1;0;0;1250;81920;0;0;.002917;NA;.246464;2.089424;2.089424;2.245000;2543;132
1.70;216;1;0;10;512;0;1;0;1;0;0;1200;81920;0;0;.002731;NA;.248920;2.132648;2.132648;2.328000;2543;128
1.58;217;1;0;10;512;0;1;0;1;0;0;1150;81920;0;0;.002480;NA;.272182;2.272621;2.272621;2.429000;2543;131
1.53;216;1;0;10;512;0;1;0;1;0;0;1100;81920;0;0;.002554;NA;.226904;2.303749;2.303749;2.534000;2543;109
1.48;216;1;0;10;512;0;1;0;1;0;0;1050;81920;0;0;.002906;NA;.274223;2.561615;2.561614;2.651000;2543;123
1.66;217;1;0;10;512;0;1;0;1;0;0;1000;81920;0;0;.002817;NA;.245650;2.538260;2.538260;2.779000;2543;106
1.55;216;1;0;10;512;0;1;0;1;0;0;950;81920;0;0;.002202;NA;.257495;2.811418;2.811418;2.917000;2543;104
1.67;217;1;0;10;512;0;1;0;1;0;0;900;81920;0;0;.002636;NA;.282663;2.941833;2.941833;3.073000;2543;108
