nodes;program;c.domain;adv.model;protocol;partysize;cpus;freqs(GHz);quotas(%);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;320;600;0.656472;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;320;800;0.820947;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;320;1000;4.36419;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;320;1200;1.22824;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;320;1400;1.84642;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;320;1600;1.86251;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;320;1800;6.5973;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;320;2000;2.04517;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;10;0.026795;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;200;0.221414;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;400;0.41544;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;600;2.19382;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;800;2.51044;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;1000;1.0476;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;1200;2.32489;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;1400;1.44065;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;1600;1.69857;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;1800;1.77332;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;240;2000;2.79043;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;10;0.0269086;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;200;0.21932;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;400;0.414192;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;600;0.64928;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;800;0.84192;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;1000;1.00595;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;1200;1.24115;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;1400;1.50713;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;1600;2.08772;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;1800;2.01408;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;160;2000;2.11951;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;10;0.0264026;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;200;0.254409;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;400;0.49223;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;600;0.744952;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;800;1.04263;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1000;1.16284;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1200;5.78095;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1400;1.64693;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1600;1.89413;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;1800;2.18677;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.6;80;2000;2.58802;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;10;0.0261944;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;200;0.210441;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;400;0.405718;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;600;4.94924;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;800;0.813905;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1000;4.02115;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1200;8.92923;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1400;5.42044;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1600;1.65773;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;1800;1.83447;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;800;2000;2.34801;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;10;0.0269067;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;200;0.223952;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;400;1.07404;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;600;0.625498;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;800;0.812105;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1000;1.01532;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1200;1.23399;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1400;1.50239;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1600;2.42423;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;1800;1.82379;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;400;2000;2.1207;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;10;0.0252119;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;200;1.91025;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;400;0.518492;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;600;0.636616;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;800;0.837216;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1000;5.73825;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1200;1.31705;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1400;4.58134;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1600;3.1652;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;1800;7.34789;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;320;2000;2.0521;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;10;0.0254073;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;200;0.220498;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;400;0.420808;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;600;5.28023;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;800;0.83423;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1000;6.78231;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1200;1.21276;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1400;1.44357;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1600;2.74117;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;1800;1.82318;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;240;2000;2.01511;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;10;0.0253569;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;200;0.224598;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;400;0.415636;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;600;0.647638;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;800;4.55566;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1000;1.03167;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1200;3.98212;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1400;1.66554;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1600;1.64234;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;1800;2.41426;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;160;2000;2.30736;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;10;0.0254551;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;200;0.255072;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;400;0.498004;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;600;0.71727;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;800;1.01236;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1000;1.20703;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1200;1.63246;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1400;2.84824;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1600;1.8749;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;1800;6.64359;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2.3;80;2000;4.77365;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;10;0.0266192;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;200;0.236309;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;400;0.47591;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;600;0.697245;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;800;0.919159;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1000;1.16627;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1200;1.40487;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1400;6.13936;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1600;1.77515;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;1800;1.97684;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;800;2000;2.31564;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;10;0.026565;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;200;0.23779;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;400;1.55373;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;600;0.662495;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;800;0.893324;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1000;6.92603;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1200;1.38918;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1400;1.58867;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1600;1.71965;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;1800;1.98676;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;400;2000;2.94677;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;10;0.028587;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;200;0.244363;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;400;0.477052;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;600;0.684301;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;800;0.90238;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1000;1.11778;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1200;1.34131;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1400;3.81586;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1600;1.76343;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;1800;6.98297;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;320;2000;2.23096;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;10;0.0265081;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;200;0.239517;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;400;0.471923;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;600;0.710308;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;800;3.97465;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1000;1.16126;NA;~8028;7.87203;23.7761
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1200;1.37448;NA;~9632;9.57443;28.2113
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1400;1.58024;NA;~11236;10.9568;32.6465
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1600;7.46036;NA;~12840;12.3392;37.0817
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;1800;2.04287;NA;~14444;14.0416;41.5169
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;240;2000;17.0626;NA;~16048;15.424;45.9521
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;10;0.0268337;NA;~88;0.661152;1.66184
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;200;0.243924;NA;~1612;2.02243;6.03528
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;400;0.466432;NA;~3216;3.40483;10.4705
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;600;0.704745;NA;~4820;5.10723;14.9057
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;800;0.92131;NA;~6424;6.48963;19.3409
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;8;2;160;1000;1.36705;NA;~8028;7.87203;23.7761
