nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;5;0.00652947;NA;~51;0.0008;0.0018
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;15;0.0498578;NA;~451;0.0072;0.0162
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;20;0.0936433;NA;~801;0.0128;0.0288
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;5;0.0270604;NA;~62;0.7208;1.4418
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;15;0.0717591;NA;~462;0.7272;1.4562
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;20;0.119402;NA;~812;0.7328;1.4688
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;5;0.007723;NA;~26;0.0004;0.0012
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;15;0.0323711;NA;~226;0.0036;0.0108
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;20;0.0741973;NA;~401;0.0064;0.0192
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;5;0.00379597;NA;~26;0.0004;0.0012
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;15;0.0237864;NA;~226;0.0036;0.0108
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;20;0.0510302;NA;~401;0.0064;0.0192
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;5;0.116998;NA;NA;0.007923;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;15;1.29298;NA;NA;0.070923;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;20;2.0295;NA;NA;0.126048;NA
