nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;8;0.985846;NA;~327;41.0192;123.056
todd,ned,rod;35_set_intersection;FIELD;maldishonest;mascot;3;24;1.06595;NA;~2375;41.052;123.137
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;8;506.574;NA;~311;1.60332;4.8078
todd,ned,rod;35_set_intersection;FIELD;maldishonest;lowgear;3;24;1.08991;NA;~2359;1.63608;4.88972
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;8;1169.76;NA;~322;107.085;321.254
todd,ned,rod;35_set_intersection;FIELD;maldishonest;highgear;3;24;24.0667;NA;~2370;107.118;321.334
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;8;6.76009;NA;~311;1.60332;4.8078
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;cowgear;3;24;1.08347;NA;~2359;1.63608;4.88972
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;8;70.7157;NA;~322;107.085;321.254
todd,ned,rod;35_set_intersection;FIELD;covertdishonest;chaigear;3;24;24.109;NA;~2370;107.118;321.336
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;8;0.00892282;NA;~256;0.002048;0.004096
todd,ned,rod;35_set_intersection;FIELD;semidishonest;semi;3;24;0.0593692;NA;~2304;0.018432;0.036864
todd,ned,rod;35_set_intersection;FIELD;semidishonest;hemi;3;8;0.00744137;NA;~256;0.002048;0.004096
todd,ned,rod;35_set_intersection;FIELD;semidishonest;hemi;3;24;0.0626947;NA;~2304;0.018432;0.036864
todd,ned,rod;35_set_intersection;FIELD;semidishonest;temi;3;8;0.0074679;NA;~256;0.002048;0.004096
todd,ned,rod;35_set_intersection;FIELD;semidishonest;temi;3;24;0.0640467;NA;~2304;0.018432;0.036864
todd,ned,rod;35_set_intersection;FIELD;semidishonest;soho;3;8;0.00886583;NA;~256;0.002048;0.004096
todd,ned,rod;35_set_intersection;FIELD;semidishonest;soho;3;24;0.0614854;NA;~2304;0.018432;0.036864
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;8;0.00617369;NA;~65;0.004096;0.012288
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-shamir;3;24;0.0463154;NA;~577;0.036864;0.110592
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;8;0.00598765;NA;~67;0.002176;0.006528
todd,ned,rod;35_set_intersection;FIELD;malhonest;malicious-rep-field;3;24;0.0508145;NA;~579;0.01856;0.05568
todd,ned,rod;35_set_intersection;FIELD;malhonest;ps-rep-field;3;8;0.0169855;NA;~67;0.002176;0.006528
todd,ned,rod;35_set_intersection;FIELD;malhonest;ps-rep-field;3;24;0.0412527;NA;~579;0.01856;0.05568
todd,ned,rod;35_set_intersection;FIELD;malhonest;sy-rep-field;3;8;0.00672982;NA;~72;0.005376;0.016128
todd,ned,rod;35_set_intersection;FIELD;malhonest;sy-rep-field;3;24;0.0425045;NA;~584;0.046336;0.139008
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;8;0.00873202;NA;~129;0.004096;0.009216
todd,ned,rod;35_set_intersection;FIELD;semihonest;shamir;3;24;0.0862393;NA;~1153;0.036864;0.082944
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;8;0.0351044;NA;~140;1.4441;2.88922
todd,ned,rod;35_set_intersection;FIELD;semihonest;atlas;3;24;0.140704;NA;~1164;1.47686;2.96294
todd,ned,rod;35_set_intersection;FIELD;semihonest;replicated-field;3;8;0.0103494;NA;~65;0.002048;0.006144
todd,ned,rod;35_set_intersection;FIELD;semihonest;replicated-field;3;24;0.0362608;NA;~577;0.018432;0.055296
todd,ned,rod;35_set_intersection;RING;maldishonest;spdz2k;3;8;0.881373;NA;~349;20.6022;61.8046
todd,ned,rod;35_set_intersection;RING;maldishonest;spdz2k;3;24;0.983826;NA;~2397;20.635;61.8865
todd,ned,rod;35_set_intersection;RING;semidishonest;semi2k;3;8;0.00918379;NA;~256;0.001024;0.002048
todd,ned,rod;35_set_intersection;RING;semidishonest;semi2k;3;24;0.0607509;NA;~2304;0.009216;0.018432
todd,ned,rod;35_set_intersection;RING;malhonest;brain;3;8;0.00970421;NA;~67;0.001152;0.003456
todd,ned,rod;35_set_intersection;RING;malhonest;brain;3;24;0.0342984;NA;~579;0.009344;0.028032
todd,ned,rod;35_set_intersection;RING;malhonest;malicious-rep-ring;3;8;0.00664063;NA;~67;0.001152;0.003456
todd,ned,rod;35_set_intersection;RING;malhonest;malicious-rep-ring;3;24;0.0347456;NA;~579;0.009344;0.028032
todd,ned,rod;35_set_intersection;RING;malhonest;ps-rep-ring;3;8;0.00509617;NA;~67;0.001152;0.003456
todd,ned,rod;35_set_intersection;RING;malhonest;ps-rep-ring;3;24;0.0369079;NA;~579;0.009344;0.028032
todd,ned,rod;35_set_intersection;RING;malhonest;sy-rep-ring;3;8;0.00732568;NA;~91;0.015362;0.044734
todd,ned,rod;35_set_intersection;RING;malhonest;sy-rep-ring;3;24;0.046329;NA;~603;0.046082;0.136894
