comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.42;232;1;256;1;0;2;2560;0;1;.000640;NA;.003794;.010756;.010756;1.42;232;99
1.47;230;1;256;1;0;2;3072;0;1;.000707;NA;.004250;.014411;.014411;1.47;230;100
1.46;231;1;256;1;0;2;3584;0;1;.000961;NA;.004858;.014048;.014048;1.46;231;100
1.48;232;1;256;1;0;2;4096;0;1;.000862;NA;.004913;.012300;.012300;1.48;232;99
1.47;231;1;256;1;0;2;4608;0;1;.000736;NA;.005224;.016261;.016261;1.47;231;99
1.43;232;1;256;1;0;2;5120;0;1;.000644;NA;.005507;.016479;.016479;1.43;232;100
1.46;231;1;256;1;0;2;5632;0;1;.000731;NA;.006273;.021652;.021652;1.46;231;99
1.47;232;1;256;1;0;2;6144;0;1;.000797;NA;.006744;.022060;.022059;1.47;232;99
1.46;231;1;256;1;0;2;6656;0;1;.000803;NA;.007370;.023962;.023962;1.46;231;99
1.47;231;1;256;1;0;2;7168;0;1;.000877;NA;.007914;.020641;.020641;1.47;231;100
1.43;231;1;256;1;0;2;7680;0;1;.000932;NA;.008294;.024623;.024623;1.43;231;100
1.46;232;1;256;1;0;2;8192;0;1;.000966;NA;.008377;.030594;.030594;1.46;232;99
1.42;231;1;256;1;0;3;512;0;1;.000166;NA;.000893;.001959;.001959;1.42;231;99
1.43;230;1;256;1;0;3;1024;0;1;.000329;NA;.001478;.003395;.003395;1.43;230;99
1.42;230;1;256;1;0;3;1536;0;1;.000422;NA;.002101;.005331;.005331;1.42;230;99
1.44;229;1;256;1;0;3;2048;0;1;.000516;NA;.002137;.005073;.005073;1.44;229;100
1.41;231;1;256;1;0;3;2560;0;1;.000756;NA;.002582;.006524;.006524;1.41;231;99
1.44;231;1;256;1;0;3;3072;0;1;.000858;NA;.003494;.011249;.011249;1.44;231;99
1.43;230;1;256;1;0;3;3584;0;1;.001053;NA;.003245;.011226;.011226;1.43;230;99
1.44;231;1;256;1;0;3;4096;0;1;.001052;NA;.003545;.009531;.009531;1.44;231;99
1.43;230;1;256;1;0;3;4608;0;1;.000911;NA;.004182;.014175;.014175;1.43;230;99
1.43;230;1;256;1;0;3;5120;0;1;.000779;NA;.004694;.015719;.015719;1.43;230;99
1.43;231;1;256;1;0;3;5632;0;1;.000860;NA;.004566;.018249;.018249;1.43;231;99
1.44;231;1;256;1;0;3;6144;0;1;.000972;NA;.005081;.018445;.018445;1.44;231;100
1.37;230;1;256;1;0;3;6656;0;1;.000986;NA;.005258;.017380;.017379;1.37;230;99
1.44;231;1;256;1;0;3;7168;0;1;.001258;NA;.006122;.017516;.017516;1.44;231;100
1.39;231;1;256;1;0;3;7680;0;1;.001166;NA;.006775;.021991;.021991;1.39;231;99
1.43;231;1;256;1;0;3;8192;0;1;.001257;NA;.006447;.021634;.021634;1.43;231;100
1.39;231;1;256;1;0;4;512;0;1;.000169;NA;.000623;.001516;.001516;1.39;231;99
1.42;231;1;256;1;0;4;1024;0;1;.000277;NA;.001301;.002142;.002142;1.42;231;99
1.44;229;1;256;1;0;4;1536;0;1;.000455;NA;.001802;.004506;.004506;1.44;229;99
1.44;230;1;256;1;0;4;2048;0;1;.000598;NA;.002366;.006601;.006601;1.44;230;99
1.39;230;1;256;1;0;4;2560;0;1;.000750;NA;.002632;.007402;.007402;1.39;230;99
1.42;229;1;256;1;0;4;3072;0;1;.000763;NA;.002948;.007475;.007475;1.42;229;99
1.41;229;1;256;1;0;4;3584;0;1;.000924;NA;.003183;.013511;.013510;1.41;229;99
1.43;231;1;256;1;0;4;4096;0;1;.000740;NA;.003328;.012255;.012254;1.43;231;99
1.44;229;1;256;1;0;4;4608;0;1;.000890;NA;.004133;.011846;.011846;1.44;229;99
1.43;230;1;256;1;0;4;5120;0;1;.000854;NA;.003827;.013664;.013664;1.43;230;100
1.44;231;1;256;1;0;4;5632;0;1;.000895;NA;.004595;.019023;.019023;1.44;231;99
1.39;230;1;256;1;0;4;6144;0;1;.000859;NA;.005151;.016207;.016207;1.39;230;99
1.43;230;1;256;1;0;4;6656;0;1;.001093;NA;.005013;.014746;.014746;1.43;230;99
1.43;230;1;256;1;0;4;7168;0;1;.001079;NA;.005499;.019582;.019582;1.43;230;99
1.43;230;1;256;1;0;4;7680;0;1;.001062;NA;.005544;.020271;.020271;1.43;230;99
1.41;230;1;256;1;0;4;8192;0;1;.001160;NA;.005790;.018651;.018651;1.41;230;99
1.44;230;1;256;1;0;5;512;0;1;.000171;NA;.000930;.001906;.001906;1.44;230;99
1.44;231;1;256;1;0;5;1024;0;1;.000342;NA;.001405;.003752;.003752;1.44;231;99
1.41;230;1;256;1;0;5;1536;0;1;.000451;NA;.001921;.004617;.004617;1.41;230;100
1.44;231;1;256;1;0;5;2048;0;1;.000629;NA;.002234;.005719;.005719;1.44;231;99
1.42;230;1;256;1;0;5;2560;0;1;.000742;NA;.003102;.008990;.008990;1.42;230;99
1.43;232;1;256;1;0;5;3072;0;1;.000828;NA;.003237;.009547;.009547;1.43;232;100
1.44;232;1;256;1;0;5;3584;0;1;.000934;NA;.003591;.010322;.010322;1.44;232;99
1.43;231;1;256;1;0;5;4096;0;1;.000998;NA;.003344;.011866;.011866;1.43;231;99
1.45;231;1;256;1;0;5;4608;0;1;.000866;NA;.004233;.012206;.012206;1.45;231;99
1.40;231;1;256;1;0;5;5120;0;1;.000858;NA;.004903;.014177;.014177;1.40;231;99
1.40;230;1;256;1;0;5;5632;0;1;.000987;NA;.004743;.017116;.017116;1.40;230;99
1.42;231;1;256;1;0;5;6144;0;1;.000972;NA;.005210;.012022;.012021;1.42;231;99
1.41;231;1;256;1;0;5;6656;0;1;.000985;NA;.005674;.018292;.018291;1.41;231;99
1.40;231;1;256;1;0;5;7168;0;1;.001232;NA;.006214;.020716;.020716;1.40;231;99
1.42;231;1;256;1;0;5;7680;0;1;.001084;NA;.006263;.022245;.022244;1.42;231;99
1.42;230;1;256;1;0;5;8192;0;1;.001250;NA;.006569;.023193;.023193;1.42;230;99
1.42;229;1;256;1;0;6;512;0;1;.000136;NA;.000387;.000779;.000778;1.42;229;99
1.43;230;1;256;1;0;6;1024;0;1;.000228;NA;.000616;.001425;.001425;1.43;230;99
1.42;230;1;256;1;0;6;1536;0;1;.000261;NA;.000810;.002015;.002015;1.42;230;99
1.44;229;1;256;1;0;6;2048;0;1;.000359;NA;.000925;.002033;.002033;1.44;229;99
1.42;229;1;256;1;0;6;2560;0;1;.000441;NA;.001341;.002611;.002610;1.42;229;100
1.43;229;1;256;1;0;6;3072;0;1;.000488;NA;.001206;.002765;.002765;1.43;229;99
1.41;230;1;256;1;0;6;3584;0;1;.000474;NA;.001465;.003286;.003286;1.41;230;99
1.41;229;1;256;1;0;6;4096;0;1;.000604;NA;.001382;.003554;.003554;1.41;229;99
1.43;229;1;256;1;0;6;4608;0;1;.000457;NA;.001350;.003831;.003831;1.43;229;99
1.42;229;1;256;1;0;6;5120;0;1;.000414;NA;.001549;.004334;.004334;1.42;229;100
1.41;231;1;256;1;0;6;5632;0;1;.000456;NA;.001838;.005253;.005253;1.41;231;100
1.40;231;1;256;1;0;6;6144;0;1;.000430;NA;.001810;.005461;.005461;1.40;231;99
1.39;230;1;256;1;0;6;6656;0;1;.000483;NA;.001994;.005599;.005599;1.39;230;99
1.42;231;1;256;1;0;6;7168;0;1;.000523;NA;.002058;.006420;.006420;1.42;231;99
1.41;231;1;256;1;0;6;7680;0;1;.000560;NA;.002373;.006375;.006374;1.41;231;99
1.43;230;1;256;1;0;6;8192;0;1;.000601;NA;.002321;.007862;.007862;1.43;230;99
