comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.47          232                1                  0    6        256       0         1         0         1         0         0         1500             81920       0           0           .002483      NA          .110770           .907185             .907185            .968333              1273          90
1.46          232                1                  0    6        256       0         1         0         1         0         0         1400             81920       0           0           .002498      NA          .119515           .966278             .966278            1.048333             1273          88
1.44          233                1                  0    6        256       0         1         0         1         0         0         1300             81920       0           0           .002473      NA          .121480           1.020117            1.020116           1.101666             1273          85
1.45          232                1                  0    6        256       0         1         0         1         0         0         1200             81920       0           0           .002480      NA          .114057           1.102347            1.102347           1.193333             1273          74
1.45          233                1                  0    6        256       0         1         0         1         0         0         1100             81920       0           0           .002479      NA          .123671           1.222765            1.222765           1.295000             1273          73
1.48          232                1                  0    6        256       0         1         0         1         0         0         1000             81920       0           0           .002524      NA          .115154           1.331058            1.331058           1.415000             1273          63
1.45          232                1                  0    6        256       0         1         0         1         0         0         900              81920       0           0           .002533      NA          .116295           1.485192            1.485192           1.560000             1273          57
1.44          232                1                  0    6        256       0         1         0         1         0         0         800              81920       0           0           .002475      NA          .117610           1.593192            1.593192           1.741666             1273          52
1.48          232                1                  0    6        256       0         1         0         1         0         0         700              81920       0           0           .002511      NA          .118078           1.917908            1.917908           1.988333             1273          46
1.46          232                1                  0    6        256       0         1         0         1         0         0         600              81920       0           0           .002477      NA          .121169           2.181927            2.181927           2.303333             1273          40
1.48          233                1                  0    6        256       0         1         0         1         0         0         500              81920       0           0           .002467      NA          .121227           2.653565            2.653565           2.746666             1273          34
1.47          232                1                  0    6        256       0         1         0         1         0         0         400              81920       0           0           .002487      NA          .130332           3.319225            3.319225           3.410000             1273          29
1.44          234                1                  0    6        256       0         1         0         1         0         0         300              81920       0           0           .002528      NA          .130399           4.484007            4.484007           4.525000             1273          21
1.47          232                1                  0    6        256       0         1         0         2         0         0         1500             81920       0           0           .002403      NA          .094985           1.644066            1.644066           1.865000             1278          41
1.46          231                1                  0    6        256       0         1         0         2         0         0         1400             81920       0           0           .002424      NA          .089907           1.646698            1.646697           1.993333             1278          37
1.44          231                1                  0    6        256       0         1         0         2         0         0         1300             81920       0           0           .002378      NA          .094038           1.837263            1.837262           2.125000             1278          36
1.47          232                1                  0    6        256       0         1         0         2         0         0         1200             81920       0           0           .002402      NA          .099708           2.018091            2.018091           2.298333             1278          34
1.44          232                1                  0    6        256       0         1         0         2         0         0         1100             81920       0           0           .002383      NA          .093312           2.130885            2.130885           2.510000             1278          30
1.43          231                1                  0    6        256       0         1         0         2         0         0         1000             81920       0           0           .002378      NA          .092763           2.455571            2.455571           2.743333             1278          27
1.46          233                1                  0    6        256       0         1         0         2         0         0         900              81920       0           0           .002381      NA          .094490           2.626542            2.626542           3.053333             1278          25
1.46          232                1                  0    6        256       0         1         0         2         0         0         800              81920       0           0           .002378      NA          .095435           2.880334            2.880334           3.421666             1278          22
1.47          233                1                  0    6        256       0         1         0         2         0         0         700              81920       0           0           .002422      NA          .094098           3.337683            3.337683           3.896666             1278          19
1.48          232                1                  0    6        256       0         1         0         2         0         0         600              81920       0           0           .002380      NA          .096690           3.919336            3.919335           4.545000             1278          17
1.45          231                1                  0    6        256       0         1         0         2         0         0         500              81920       0           0           .002408      NA          .096652           4.731469            4.731469           5.421666             1278          14
1.45          232                1                  0    6        256       0         1         0         2         0         0         400              81920       0           0           .002387      NA          .098386           5.810051            5.810051           6.761666             1278          11
1.45          232                1                  0    6        256       0         1         0         2         0         0         300              81920       0           0           .002387      NA          .106766           8.541934            8.541934           9.005000             1278          9
1.45          233                1                  0    6        256       0         1         0         3         0         0         1500             81920       0           0           .000597      NA          .054439           1.601239            1.601238           1.963333             800           26
1.41          232                1                  0    6        256       0         1         0         3         0         0         1400             81920       0           0           .000600      NA          .055487           1.727852            1.727852           2.145000             800           24
1.45          233                1                  0    6        256       0         1         0         3         0         0         1300             81920       0           0           .000596      NA          .054603           1.857592            1.857592           2.328333             800           22
1.47          231                1                  0    6        256       0         1         0         3         0         0         1200             81920       0           0           .000598      NA          .054540           2.015205            2.015205           2.486666             800           20
1.45          232                1                  0    6        256       0         1         0         3         0         0         1100             81920       0           0           .000598      NA          .055054           2.413307            2.413307           2.810000             800           18
1.45          233                1                  0    6        256       0         1         0         3         0         0         1000             81920       0           0           .000600      NA          .054900           2.536891            2.536891           3.016666             800           17
1.47          232                1                  0    6        256       0         1         0         3         0         0         900              81920       0           0           .000596      NA          .054798           2.704395            2.704395           3.326666             800           15
1.42          232                1                  0    6        256       0         1         0         3         0         0         800              81920       0           0           .000597      NA          .053975           2.948972            2.948972           3.643333             800           13
1.46          232                1                  0    6        256       0         1         0         3         0         0         700              81920       0           0           .000598      NA          .054648           3.264224            3.264224           4.203333             800           12
1.44          233                1                  0    6        256       0         1         0         3         0         0         600              81920       0           0           .000599      NA          .056093           3.747537            3.747537           4.890000             800           10
1.45          232                1                  0    6        256       0         1         0         3         0         0         500              81920       0           0           .000603      NA          .055415           4.830657            4.830656           6.193333             800           8
1.44          231                1                  0    6        256       0         1         0         3         0         0         400              81920       0           0           .000596      NA          .055538           6.237382            6.237381           7.661666             800           6
1.43          232                1                  0    6        256       0         1         0         3         0         0         300              81920       0           0           .000596      NA          .057648           8.688754            8.688754           10.310000            800           5
1.45          231                1                  0    6        256       0         1         0         4         0         0         1500             81920       0           0           .000595      NA          .053083           1.568327            1.568327           1.840000             797           27
1.46          231                1                  0    6        256       0         1         0         4         0         0         1400             81920       0           0           .000607      NA          .053026           1.640732            1.640732           1.970000             798           25
1.46          231                1                  0    6        256       0         1         0         4         0         0         1300             81920       0           0           .000606      NA          .053098           1.862285            1.862285           2.108333             798           24
