nodes;program;c.domain;adv.model;protocol;partysize;comp.P0intin;comp.P1intin;comp.P2intin;comp.P0bitin;comp.P1bitin;compP2bitin;comp.intbits;comp.inttriples;comp.bittriples;comp.vmrounds;freqs(GHz);input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB);Tx(MB);Tx(rounds);Tx(s);Rx(MB);Rx(rounds);Rx(s);Brcasting(MB);Brcasting(rounds);Brcasting(s);TxRx(MB);TxRx(rounds);TxRx(s);Passing(MB);Passing(rounds);Passing(s);Part.Brcasting(MB);Part.Brcasting(rounds);Part.Brcasting(s);Ex(MB);Ex(rounds);Ex(s);Ex1to1(MB);Ex1to1(rounds);Ex1to1(s);Rx1to1(MB);Rx1to1(rounds);Rx1to1(s);Tx1to1(MB);Tx1to1(rounds);Tx1to1(s);Txtoall(MB);Txtoall(rounds);Txtoall(s)
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;70;8.39286;NA;NA;106.304;NA;40.9909;143920;2.65769;40.9909;143920;12.3994;NA;NA;NA;3.2e-05;1;8.38564;NA;NA;NA;NA;NA;NA;0.008542;6;0.00162293;65.3046;12;0.227272;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;80;10.6334;NA;NA;118.662;NA;53.3491;186880;3.42664;53.3491;186880;15.925;NA;NA;NA;3.2e-05;1;10.6255;NA;NA;NA;NA;NA;NA;0.008542;6;0.00248393;65.3046;12;4.82158;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;90;13.4971;NA;NA;154.414;NA;67.333;235440;4.30188;67.333;235440;20.3332;NA;NA;NA;3.2e-05;1;13.4896;NA;NA;NA;NA;NA;NA;0.008542;6;0.00172046;87.0728;16;2.45778;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;100;16.5121;NA;NA;191.792;NA;82.9424;289600;5.25744;82.9424;289600;24.9894;NA;NA;NA;3.2e-05;1;16.5043;NA;NA;NA;NA;NA;NA;0.008542;6;0.001366;108.841;20;0.660943;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;110;19.7828;NA;NA;209.027;NA;100.177;349360;6.44034;100.177;349360;30.0346;NA;NA;NA;3.2e-05;1;19.7749;NA;NA;NA;NA;NA;NA;0.008542;6;0.00130578;108.841;20;7.12535;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;120;23.3842;NA;NA;249.656;NA;119.038;414720;7.56774;119.038;414720;35.5595;NA;NA;NA;3.2e-05;1;23.3765;NA;NA;NA;NA;NA;NA;0.008542;6;0.00162439;130.609;24;6.52063;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;130;27.4258;NA;NA;291.91;NA;139.524;485680;8.88508;139.524;485680;41.708;NA;NA;NA;3.2e-05;1;27.4179;NA;NA;NA;NA;NA;NA;0.008542;6;0.00202493;152.377;28;6.57655;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;140;31.9199;NA;NA;335.79;NA;161.636;562240;10.3087;161.636;562240;48.8014;NA;NA;NA;3.2e-05;1;31.9127;NA;NA;NA;NA;NA;NA;0.008542;6;0.00174322;174.146;32;7.27107;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;150;36.7294;NA;NA;403.064;NA;185.374;644400;11.8477;185.374;644400;55.9734;NA;NA;NA;3.2e-05;1;36.722;NA;NA;NA;NA;NA;NA;0.008542;6;0.00298086;217.682;40;0.938264;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;160;41.3364;NA;NA;450.195;NA;210.737;732160;13.4599;210.737;732160;63.0113;NA;NA;NA;3.2e-05;1;41.3291;NA;NA;NA;NA;NA;NA;0.008542;6;0.00184686;239.45;44;2.77357;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;170;46.6526;NA;NA;498.952;NA;237.725;825520;15.0681;237.725;825520;71.3342;NA;NA;NA;3.2e-05;1;46.6459;NA;NA;NA;NA;NA;NA;0.008542;6;0.00147833;261.218;48;5.25692;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;180;52.1142;NA;NA;571.103;NA;266.34;924480;16.8992;266.34;924480;79.6861;NA;NA;NA;3.2e-05;1;52.1074;NA;NA;NA;NA;NA;NA;0.008542;6;0.0013827;304.755;56;0.774459;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;190;58.4756;NA;NA;623.111;NA;296.579;1029040;18.802;296.579;1029040;89.4062;NA;NA;NA;3.2e-05;1;58.4684;NA;NA;NA;NA;NA;NA;0.008542;6;0.00265766;326.523;60;4.46871;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3;200;69.3703;NA;NA;698.513;NA;328.445;1139200;20.8054;328.445;1139200;108.432;NA;NA;NA;3.2e-05;1;69.3623;NA;NA;NA;NA;NA;NA;0.008542;6;0.00227068;370.059;68;1.24026;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;10;0.526537;NA;NA;22.7558;NA;0.97904;3760;0.0736235;0.97904;3760;0.327308;NA;NA;NA;3.2e-05;1;0.518325;NA;NA;NA;NA;NA;NA;0.008542;6;0.00217813;21.7682;4;0.537215;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;20;1.05195;NA;NA;25.3604;NA;3.58368;13120;0.258249;3.58368;13120;1.14475;NA;NA;NA;3.2e-05;1;1.04335;NA;NA;NA;NA;NA;NA;0.008542;6;0.00160875;21.7682;4;1.58983;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;30;1.87079;NA;NA;29.5907;NA;7.81392;28080;0.546501;7.81392;28080;2.41072;NA;NA;NA;3.2e-05;1;1.86142;NA;NA;NA;NA;NA;NA;0.008542;6;0.00196915;21.7682;4;3.22505;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;40;3.03063;NA;NA;35.4465;NA;13.6698;48640;0.947346;13.6698;48640;4.20867;NA;NA;NA;3.2e-05;1;3.02253;NA;NA;NA;NA;NA;NA;0.008542;6;0.00159157;21.7682;4;5.5468;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;50;4.76395;NA;NA;64.6962;NA;21.1512;74800;1.46642;21.1512;74800;6.7644;NA;NA;NA;3.2e-05;1;4.75445;NA;NA;NA;NA;NA;NA;0.008542;6;0.00146874;43.5364;8;0.44167;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;60;6.53103;NA;NA;73.8032;NA;30.2582;106560;2.09238;30.2582;106560;9.50291;NA;NA;NA;3.2e-05;1;6.52158;NA;NA;NA;NA;NA;NA;0.008542;6;0.00137911;43.5364;8;4.0462;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;70;8.94605;NA;NA;106.304;NA;40.9909;143920;2.87813;40.9909;143920;13.0968;NA;NA;NA;3.2e-05;1;8.93803;NA;NA;NA;NA;NA;NA;0.008542;6;0.00201888;65.3046;12;0.243307;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;80;11.286;NA;NA;118.662;NA;53.3491;186880;3.67704;53.3491;186880;16.7337;NA;NA;NA;3.2e-05;1;11.2778;NA;NA;NA;NA;NA;NA;0.008542;6;0.0012445;65.3046;12;5.10916;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;90;14.1741;NA;NA;154.414;NA;67.333;235440;4.64213;67.333;235440;21.0302;NA;NA;NA;3.2e-05;1;14.1653;NA;NA;NA;NA;NA;NA;0.008542;6;0.00164038;87.0728;16;2.59145;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;100;17.5193;NA;NA;191.792;NA;82.9424;289600;5.6766;82.9424;289600;26.2082;NA;NA;NA;3.2e-05;1;17.5115;NA;NA;NA;NA;NA;NA;0.008542;6;0.00145927;108.841;20;0.736014;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;110;20.7004;NA;NA;209.027;NA;100.177;349360;6.80626;100.177;349360;31.1752;NA;NA;NA;3.2e-05;1;20.6921;NA;NA;NA;NA;NA;NA;0.008542;6;0.00137499;108.841;20;7.43446;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;120;24.7115;NA;NA;249.656;NA;119.038;414720;8.21785;119.038;414720;37.0952;NA;NA;NA;3.2e-05;1;24.7026;NA;NA;NA;NA;NA;NA;0.008542;6;0.00241449;130.609;24;6.89091;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;130;28.708;NA;NA;291.91;NA;139.524;485680;9.44836;139.524;485680;43.2841;NA;NA;NA;3.2e-05;1;28.6996;NA;NA;NA;NA;NA;NA;0.008542;6;0.00142257;152.377;28;6.89276;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;140;33.6742;NA;NA;335.79;NA;161.636;562240;10.9979;161.636;562240;51.0756;NA;NA;NA;3.2e-05;1;33.6662;NA;NA;NA;NA;NA;NA;0.008542;6;0.001301;174.146;32;7.70291;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;150;38.4263;NA;NA;403.064;NA;185.374;644400;12.6316;185.374;644400;57.8912;NA;NA;NA;3.2e-05;1;38.4178;NA;NA;NA;NA;NA;NA;0.008542;6;0.00263606;217.682;40;1.01291;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;160;43.8139;NA;NA;450.195;NA;210.737;732160;14.4022;210.737;732160;66.1977;NA;NA;NA;3.2e-05;1;43.8059;NA;NA;NA;NA;NA;NA;0.008542;6;0.00255623;239.45;44;2.95532;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;170;49.1371;NA;NA;498.952;NA;237.725;825520;16.0283;237.725;825520;74.6085;NA;NA;NA;3.2e-05;1;49.1289;NA;NA;NA;NA;NA;NA;0.008542;6;0.00185192;261.218;48;5.53399;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;180;55.1423;NA;NA;571.103;NA;266.34;924480;18.1178;266.34;924480;83.3236;NA;NA;NA;3.2e-05;1;55.1346;NA;NA;NA;NA;NA;NA;0.008542;6;0.00160984;304.755;56;0.83275;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;190;60.9637;NA;NA;623.111;NA;296.579;1029040;20.2157;296.579;1029040;92.1572;NA;NA;NA;3.2e-05;1;60.9564;NA;NA;NA;NA;NA;NA;0.008542;6;0.00169401;326.523;60;4.67717;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.2;200;67.75;NA;NA;698.513;NA;328.445;1139200;22.2999;328.445;1139200;102.633;NA;NA;NA;3.2e-05;1;67.7426;NA;NA;NA;NA;NA;NA;0.008542;6;0.00273615;370.059;68;1.24739;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;10;0.560966;NA;NA;22.7558;NA;0.97904;3760;0.0797441;0.97904;3760;0.336596;NA;NA;NA;3.2e-05;1;0.552641;NA;NA;NA;NA;NA;NA;0.008542;6;0.00251131;21.7682;4;0.56364;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;20;1.11323;NA;NA;25.3604;NA;3.58368;13120;0.278494;3.58368;13120;1.18143;NA;NA;NA;3.2e-05;1;1.10524;NA;NA;NA;NA;NA;NA;0.008542;6;0.00151805;21.7682;4;1.67161;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;30;1.98571;NA;NA;29.5907;NA;7.81392;28080;0.595329;7.81392;28080;2.5169;NA;NA;NA;3.2e-05;1;1.97743;NA;NA;NA;NA;NA;NA;0.008542;6;0.00184743;21.7682;4;3.41638;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;40;3.20802;NA;NA;35.4465;NA;13.6698;48640;1.03267;13.6698;48640;4.38615;NA;NA;NA;3.2e-05;1;3.19952;NA;NA;NA;NA;NA;NA;0.008542;6;0.00184505;21.7682;4;5.86341;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;50;4.96883;NA;NA;64.6962;NA;21.1512;74800;1.57435;21.1512;74800;6.97243;NA;NA;NA;3.2e-05;1;4.95977;NA;NA;NA;NA;NA;NA;0.008542;6;0.00174044;43.5364;8;0.465733;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;60;6.82368;NA;NA;73.8032;NA;30.2582;106560;2.25021;30.2582;106560;9.74746;NA;NA;NA;3.2e-05;1;6.81489;NA;NA;NA;NA;NA;NA;0.008542;6;0.00144226;43.5364;8;4.21727;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;70;9.29461;NA;NA;106.304;NA;40.9909;143920;3.07224;40.9909;143920;13.4124;NA;NA;NA;3.2e-05;1;9.28632;NA;NA;NA;NA;NA;NA;0.008542;6;0.00160913;65.3046;12;0.243156;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;80;11.8694;NA;NA;118.662;NA;53.3491;186880;3.98245;53.3491;186880;17.3528;NA;NA;NA;3.2e-05;1;11.8607;NA;NA;NA;NA;NA;NA;0.008542;6;0.00159705;65.3046;12;5.40399;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;90;14.9937;NA;NA;154.414;NA;67.333;235440;5.00748;67.333;235440;21.95;NA;NA;NA;3.2e-05;1;14.9847;NA;NA;NA;NA;NA;NA;0.008542;6;0.00280976;87.0728;16;2.74843;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;100;18.3093;NA;NA;191.792;NA;82.9424;289600;6.14156;82.9424;289600;26.9086;NA;NA;NA;3.2e-05;1;18.3011;NA;NA;NA;NA;NA;NA;0.008542;6;0.00308254;108.841;20;0.761887;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;110;21.875;NA;NA;209.027;NA;100.177;349360;7.42216;100.177;349360;32.3664;NA;NA;NA;3.2e-05;1;21.8656;NA;NA;NA;NA;NA;NA;0.008542;6;0.00157747;108.841;20;7.85076;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;120;25.9677;NA;NA;249.656;NA;119.038;414720;8.77671;119.038;414720;38.5232;NA;NA;NA;3.2e-05;1;25.9593;NA;NA;NA;NA;NA;NA;0.008542;6;0.0018108;130.609;24;7.23764;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;130;30.3683;NA;NA;291.91;NA;139.524;485680;10.2809;139.524;485680;45.1068;NA;NA;NA;3.2e-05;1;30.3589;NA;NA;NA;NA;NA;NA;0.008542;6;0.00172266;152.377;28;7.28607;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;140;35.077;NA;NA;335.79;NA;161.636;562240;11.8578;161.636;562240;52.0946;NA;NA;NA;3.2e-05;1;35.0684;NA;NA;NA;NA;NA;NA;0.008542;6;0.00154116;174.146;32;7.96092;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;150;40.2119;NA;NA;403.064;NA;185.374;644400;13.5867;185.374;644400;59.6774;NA;NA;NA;3.2e-05;1;40.2038;NA;NA;NA;NA;NA;NA;0.008542;6;0.00164898;217.682;40;1.04805;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;160;45.7151;NA;NA;450.195;NA;210.737;732160;15.5259;210.737;732160;67.8103;NA;NA;NA;3.2e-05;1;45.7073;NA;NA;NA;NA;NA;NA;0.008542;6;0.00131307;239.45;44;3.10333;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;170;51.4043;NA;NA;498.952;NA;237.725;825520;17.4568;237.725;825520;76.6126;NA;NA;NA;3.2e-05;1;51.3965;NA;NA;NA;NA;NA;NA;0.008542;6;0.00164873;261.218;48;5.8034;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;180;57.8838;NA;NA;571.103;NA;266.34;924480;19.6815;266.34;924480;86.1766;NA;NA;NA;3.2e-05;1;57.8752;NA;NA;NA;NA;NA;NA;0.008542;6;0.0016633;304.755;56;0.887012;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;190;64.1565;NA;NA;623.111;NA;296.579;1029040;21.902;296.579;1029040;95.2232;NA;NA;NA;3.2e-05;1;64.1479;NA;NA;NA;NA;NA;NA;0.008542;6;0.0014852;326.523;60;4.90683;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;semi-bin;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.1;200;70.6881;NA;NA;698.513;NA;328.445;1139200;24.0308;328.445;1139200;105.223;NA;NA;NA;3.2e-05;1;70.6793;NA;NA;NA;NA;NA;NA;0.008542;6;0.00160574;370.059;68;1.31715;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;640;640;640;NA;NA;30590;2781;1.4;10;0.0381531;NA;NA;0.97952;NA;0.97952;22;0.00108834;8e-05;10;0.0293546;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;1280;1280;1280;NA;NA;111980;9161;1.4;20;0.0800383;NA;NA;3.58464;NA;3.58464;42;0.00240275;0.00016;20;0.0926751;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;1920;1920;1920;NA;NA;244170;19141;1.4;30;0.14531;NA;NA;7.81536;NA;7.81536;62;0.00383731;0.00024;30;0.192183;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;2560;2560;2560;NA;NA;427160;32721;1.4;40;0.230532;NA;NA;13.6717;NA;13.6717;82;0.0164511;0.00032;40;0.322211;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;3200;3200;3200;NA;NA;660950;49901;1.4;50;0.341699;NA;NA;21.1536;NA;21.1536;102;0.0193298;0.0004;50;0.48984;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;3840;3840;3840;NA;NA;945540;70681;1.4;60;0.473945;NA;NA;30.2611;NA;30.2611;122;0.022522;0.00048;60;0.691353;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;4480;4480;4480;NA;NA;1280930;95061;1.4;70;0.628094;NA;NA;40.9942;NA;40.9942;142;0.0251841;0.00056;70;0.925558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;5120;5120;5120;NA;NA;1667120;123041;1.4;80;0.820328;NA;NA;53.353;NA;53.353;162;0.0305033;0.00064;80;1.21506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;5760;5760;5760;NA;NA;2104110;154621;1.4;90;1.00748;NA;NA;67.3373;NA;67.3373;182;0.0330314;0.00072;90;1.5048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;6400;6400;6400;NA;NA;2591900;189801;1.4;100;1.2329;NA;NA;82.9472;NA;82.9472;202;0.0383453;0.0008;100;1.84802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;7040;7040;7040;NA;NA;3130490;228581;1.4;110;1.47676;NA;NA;100.183;NA;100.183;222;0.0458127;0.00088;110;2.21507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
todd,ned,rod;35_set_intersection;BINARY;semidishonest;yao;2;NA;NA;NA;7680;7680;7680;NA;NA;3719880;270961;1.4;120;1.73548;NA;NA;119.044;NA;119.044;242;0.0522075;0.00096;120;2.61754;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
