program  c.domain  adv.model   protocol          partysize  comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  input_size  runtime_internal(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)  P0commRounds  P0dataSent(MB)  ALLdataSent(MB)
31       FIELD     semihonest  shamir            3          0.35          28                 1                  4           0.021011             0.12                 15            60         ~38           0.648352        1.13651
31       FIELD     semihonest  shamir            3          0.17          17                 1                  6           0.024226             0.12                 15            60         ~54           0.652512        1.14474
31       FIELD     semihonest  shamir            3          0.17          18                 1                  8           0.0210298            0.11                 15            69         ~70           0.656672        1.15296
31       FIELD     semihonest  shamir            3          0.17          17                 1                  10          0.0217854            0.11                 15            67         ~86           0.660832        1.16118
31       FIELD     semihonest  shamir            3          0.17          18                 1                  12          0.0231039            0.11                 17            59         ~102          0.664992        1.16941
31       FIELD     semihonest  shamir            3          0.17          18                 1                  14          0.0262973            0.12                 15            63         ~118          0.669152        1.17763
31       FIELD     malhonest   malicious-shamir  3          0.35          28                 1                  4           0.0800615            0.16                 22            89         ~50           3.53675         8.21002
31       FIELD     malhonest   malicious-shamir  3          0.17          17                 1                  6           0.130483             0.23                 21            77         ~64           3.54494         8.23446
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  8           0.129155             0.22                 22            89         ~78           3.55314         8.25891
31       FIELD     malhonest   malicious-shamir  3          0.17          17                 1                  10          0.0945671            0.18                 21            93         ~92           3.56133         8.28336
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  12          0.0915649            0.17                 22            93         ~106          3.56952         8.30781
31       FIELD     malhonest   malicious-shamir  3          0.17          18                 1                  14          0.144547             0.24                 21            91         ~120          3.57771         8.33226
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  4           0.00883525           0.09                 15            55         ~35           0.082488        0.247408
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  6           0.0113984            0.10                 15            55         ~49           0.083528        0.250496
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  8           0.0112192            0.09                 15            61         ~63           0.084568        0.253584
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  10          0.0133019            0.10                 17            52         ~77           0.085608        0.256672
31       RING      semihonest  replicated-ring   3          0.17          18                 1                  12          0.0170592            0.12                 15            52         ~91           0.086648        0.25976
31       RING      semihonest  replicated-ring   3          0.18          18                 1                  14          0.0158532            0.11                 15            49         ~105          0.087688        0.262848
