comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;threads;datatype;function;optshare;packbool;protocol;rxbuffer;txbuffer;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.52;227;1;1;1;8;0;1;0;1;0;0;4096;0;0;0.001532;NA;0.009047;0.012224;0.012223;0.03;9;73
1.69;227;1;1;1;8;0;1;0;2;0;0;4096;0;0;0.002548;NA;0.009471;0.010988;0.010987;0.02;9;100
1.48;225;1;1;1;8;0;1;0;3;0;0;4096;0;0;0.001914;NA;0.003995;0.007443;0.007442;0.02;8;109
1.65;225;1;1;1;8;0;1;0;4;0;0;4096;0;0;0.001599;NA;0.004556;0.008141;0.008140;0.02;8;81
1.51;225;1;1;1;8;0;1;0;5;0;0;4096;0;0;0.001594;NA;0.004021;0.006430;0.006429;0.03;8;56
1.37;224;1;1;1;8;0;1;0;6;0;0;4096;0;0;0.001043;NA;0.003487;0.003506;0.003505;0.01;8;111
1.57;225;1;1;1;64;0;1;0;1;0;0;4096;0;0;0.001533;NA;0.021102;0.021030;0.021029;0.04;21;86
1.53;226;1;1;1;64;0;1;0;2;0;0;4096;0;0;0.002499;NA;0.024127;0.021971;0.021970;0.04;21;114
1.55;224;1;1;1;64;0;1;0;3;0;0;4096;0;0;0.001381;NA;0.014402;0.024142;0.024141;0.04;15;79
1.75;225;1;1;1;64;0;1;0;4;0;0;4096;0;0;0.001703;NA;0.013958;0.021789;0.021788;0.03;15;84
1.74;225;1;1;1;64;0;1;0;5;0;0;4096;0;0;0.001471;NA;0.014652;0.025549;0.025549;0.04;17;79
1.52;224;1;1;1;64;0;1;0;6;0;0;4096;0;0;0.000934;NA;0.010399;0.008521;0.008520;0.02;13;114
