comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.67          218                1                  0    1        512       0         1         0         1         0         0         1500             81920       0           0           0.020378     NA          1.490533          2.496057            2.496056           3.05                 2543          63
1.61          217                1                  0    1        512       0         1         0         1         0         0         1400             81920       0           0           0.030150     NA          1.686046          2.717845            2.717844           3.27                 2543          68
1.67          217                1                  0    1        512       0         1         0         1         0         0         1300             81920       0           0           0.030004     NA          1.502409          2.772911            2.772910           3.31                 2543          61
1.70          216                1                  0    1        512       0         1         0         1         0         0         1200             81920       0           0           0.030553     NA          1.609613          3.019917            3.019916           3.56                 2543          60
1.69          216                1                  0    1        512       0         1         0         1         0         0         1100             81920       0           0           0.019906     NA          1.535819          3.116789            3.116788           3.61                 2543          55
1.48          216                1                  0    1        512       0         1         0         1         0         0         1000             81920       0           0           0.030323     NA          1.460375          3.363336            3.363335           3.91                 2543          51
1.84          218                1                  0    1        512       0         1         0         1         0         0         900              81920       0           0           0.030132     NA          1.593882          3.793533            3.793532           4.35                 2543          49
1.81          218                1                  0    1        512       0         1         0         1         0         0         800              81920       0           0           0.021708     NA          1.590664          4.191609            4.191608           4.74                 2543          43
1.59          218                1                  0    1        512       0         1         0         1         0         0         700              81920       0           0           0.020393     NA          1.570399          4.505096            4.505095           5.05                 2543          40
1.71          218                1                  0    1        512       0         1         0         1         0         0         600              81920       0           0           0.030004     NA          1.613160          5.170493            5.170492           5.72                 2543          37
1.66          217                1                  0    1        512       0         1         0         1         0         0         500              81920       0           0           0.030246     NA          1.810241          6.176588            6.176587           6.73                 2543          35
1.71          217                1                  0    1        512       0         1         0         1         0         0         400              81920       0           0           0.020522     NA          1.511261          7.347650            7.347649           7.89                 2543          25
1.84          218                1                  0    1        512       0         1         0         1         0         0         300              81920       0           0           0.020331     NA          1.599611          9.659568            9.659567           10.21                2543          20
1.51          217                1                  0    1        512       0         1         0         2         0         0         1500             81920       0           0           0.047621     NA          1.381821          3.949333            3.949332           4.60                 2553          42
1.69          216                1                  0    1        512       0         1         0         2         0         0         1400             81920       0           0           0.032769     NA          1.300777          4.112169            4.112168           4.70                 2553          39
1.48          218                1                  0    1        512       0         1         0         2         0         0         1300             81920       0           0           0.036016     NA          1.256503          4.420748            4.420747           5.08                 2553          35
1.47          217                1                  0    1        512       0         1         0         2         0         0         1200             81920       0           0           0.032873     NA          1.239595          4.751136            4.751135           5.38                 2553          30
1.37          220                1                  0    1        512       0         1         0         2         0         0         1100             81920       0           0           0.047840     NA          1.353991          5.194066            5.194065           5.76                 2553          33
1.66          218                1                  0    1        512       0         1         0         2         0         0         1000             81920       0           0           0.032606     NA          1.310262          5.639890            5.639890           6.30                 2553          28
1.59          216                1                  0    1        512       0         1         0         2         0         0         900              81920       0           0           0.049010     NA          1.474524          6.349254            6.349253           6.98                 2553          29
1.53          218                1                  0    1        512       0         1         0         2         0         0         800              81920       0           0           0.048426     NA          1.374600          7.123569            7.123568           7.72                 2553          25
1.77          217                1                  0    1        512       0         1         0         2         0         0         700              81920       0           0           0.045345     NA          1.320845          7.952547            7.952546           8.62                 2553          21
1.66          218                1                  0    1        512       0         1         0         2         0         0         600              81920       0           0           0.048228     NA          1.507914          9.322298            9.322297           9.97                 2553          20
1.83          216                1                  0    1        512       0         1         0         2         0         0         500              81920       0           0           0.047863     NA          1.414123          11.075877           11.075876          11.70                2553          16
1.82          216                1                  0    1        512       0         1         0         2         0         0         400              81920       0           0           0.032706     NA          1.359767          13.685832           13.685831          14.34                2553          12
1.53          218                1                  0    1        512       0         1         0         2         0         0         300              81920       0           0           0.032115     NA          1.278796          18.153862           18.153861          18.82                2553          9
1.46          216                1                  0    1        512       0         1         0         3         0         0         1500             81920       0           0           0.029415     NA          0.656540          1.200452            1.200451           1.75                 1598          68
1.37          217                1                  0    1        512       0         1         0         3         0         0         1400             81920       0           0           0.019566     NA          0.593445          1.138003            1.138003           1.65                 1598          66
1.37          215                1                  0    1        512       0         1         0         3         0         0         1300             81920       0           0           0.031436     NA          0.654522          1.184109            1.184108           1.73                 1598          67
1.68          216                1                  0    1        512       0         1         0         3         0         0         1200             81920       0           0           0.019137     NA          0.590505          1.140743            1.140742           1.70                 1598          56
1.65          215                1                  0    1        512       0         1         0         3         0         0         1100             81920       0           0           0.020685     NA          0.572168          1.165170            1.165170           1.73                 1598          54
1.44          215                1                  0    1        512       0         1         0         3         0         0         1000             81920       0           0           0.031054     NA          0.695832          1.237517            1.237516           1.78                 1598          69
1.74          216                1                  0    1        512       0         1         0         3         0         0         900              81920       0           0           0.021202     NA          0.585001          1.095628            1.095627           1.57                 1598          65
1.64          217                1                  0    1        512       0         1         0         3         0         0         800              81920       0           0           0.030682     NA          0.726321          1.255423            1.255422           1.81                 1598          69
1.57          217                1                  0    1        512       0         1         0         3         0         0         700              81920       0           0           0.018817     NA          0.570401          1.162506            1.162505           1.74                 1598          56
1.47          216                1                  0    1        512       0         1         0         3         0         0         600              81920       0           0           0.028027     NA          0.686120          1.242436            1.242435           1.80                 1598          68
1.47          216                1                  0    1        512       0         1         0         3         0         0         500              81920       0           0           0.019596     NA          0.588944          1.132549            1.132548           1.57                 1598          64
1.68          216                1                  0    1        512       0         1         0         3         0         0         400              81920       0           0           0.020097     NA          0.581694          1.145681            1.145680           1.69                 1598          63
1.76          215                1                  0    1        512       0         1         0         3         0         0         300              81920       0           0           0.020661     NA          0.596074          1.089778            1.089777           1.60                 1598          60
1.60          216                1                  0    1        512       0         1         0         4         0         0         1500             81920       0           0           0.029152     NA          0.651040          1.087021            1.087019           1.65                 1593          70
1.49          219                1                  0    1        512       0         1         0         4         0         0         1400             81920       0           0           0.019438     NA          0.609758          1.041124            1.041123           1.61                 1593          64
1.62          216                1                  0    1        512       0         1         0         4         0         0         1300             81920       0           0           0.019420     NA          0.612495          1.068211            1.068210           1.61                 1593          61
1.66          216                1                  0    1        512       0         1         0         4         0         0         1200             81920       0           0           0.028380     NA          0.653536          1.089698            1.089697           1.63                 1593          72
1.49          216                1                  0    1        512       0         1         0         4         0         0         1100             81920       0           0           0.019781     NA          0.602453          1.023375            1.023375           1.57                 1593          66
1.48          216                1                  0    1        512       0         1         0         4         0         0         1000             81920       0           0           0.020078     NA          0.631603          1.050487            1.050486           1.60                 1593          70
1.51          215                1                  0    1        512       0         1         0         4         0         0         900              81920       0           0           0.030211     NA          0.628334          1.024505            1.024504           1.56                 1593          73
1.50          216                1                  0    1        512       0         1         0         4         0         0         800              81920       0           0           0.028029     NA          0.789583          1.197479            1.197478           1.74                 1593          75
1.62          215                1                  0    1        512       0         1         0         4         0         0         700              81920       0           0           0.029173     NA          0.743225          1.128867            1.128867           1.68                 1593          76
