comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.41;227;1;0;8;1;0;1;1024;0;0;0.000489;NA;0.003410;0.003396;0.003395;0.01;4;44
0.01;3;1;0;8;1;0;1;1024;0;1;.000073;NA;.000434;.000460;.000460;0.01;4;286
1.40;226;1;0;8;1;0;1;10240;0;0;0.004704;NA;0.026006;0.028797;0.028796;0.05;8;74
0.01;3;1;0;8;1;0;1;10240;0;1;.000759;NA;.003990;.003964;.003964;0.04;8;514
1.37;226;1;0;8;1;0;1;102400;0;0;0.032877;NA;0.119781;0.113082;0.113081;0.18;53;97
0.01;3;1;0;8;1;0;1;102400;0;1;.004553;NA;.017041;.017479;.017479;0.20;53;460
1.39;226;1;0;8;1;0;2;1024;0;0;0.000335;NA;0.002928;0.003535;0.003534;0.01;4;58
0.01;3;1;0;8;1;0;2;1024;0;1;.000048;NA;.000412;.000678;.000678;0.02;4;157
1.38;225;1;0;8;1;0;2;10240;0;0;0.004585;NA;0.028759;0.029802;0.029800;0.04;8;85
0.01;3;1;0;8;1;0;2;10240;0;1;.000409;NA;.002862;.004199;.004199;0.04;8;334
1.37;226;1;0;8;1;0;2;102400;0;0;0.029835;NA;0.112590;0.144545;0.144545;0.21;53;82
0.01;3;1;0;8;1;0;2;102400;0;1;.004112;NA;.014433;.024131;.024131;0.23;53;357
1.35;223;1;0;8;1;0;3;1024;0;0;0.000055;NA;0.001671;0.003299;0.003298;0.01;4;29
0.01;3;1;0;8;1;0;3;1024;0;1;.000029;NA;.000497;.000789;.000789;0.02;4;167
1.37;225;1;0;8;1;0;3;10240;0;0;0.001170;NA;0.014307;0.019575;0.019574;0.03;6;73
0.01;3;1;0;8;1;0;3;10240;0;1;.000250;NA;.002865;.003932;.003932;0.04;8;308
