nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;5;0.00601237;NA;~51;0.0008;0.0018
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;15;0.0502238;NA;~451;0.0072;0.0162
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;20;0.099638;NA;~801;0.0128;0.0288
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;5;0.0289417;NA;~62;0.7208;1.4418
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;15;0.0765074;NA;~462;0.7272;1.4562
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;20;0.121379;NA;~812;0.7328;1.4688
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;5;0.0037182;NA;~26;0.0004;0.0012
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;15;0.063788;NA;~226;0.0036;0.0108
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;20;0.126969;NA;~401;0.0064;0.0192
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;5;0.00343147;NA;~26;0.0004;0.0012
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;15;0.0477641;NA;~226;0.0036;0.0108
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;20;0.046166;NA;~401;0.0064;0.0192
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;5;0.112477;NA;NA;0.007923;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;15;1.09994;NA;NA;0.070923;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;20;2.0429;NA;NA;0.126048;NA
