comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.93;231;1;1;1;0;1;512;0;1;0.000705s
0.000243s
0.000466s
0.000292s
0.000697s
0.000668;0.002229;0.005154;0.005153;2.93;231;100
2.94;231;1;1;1;0;1;1024;0;1;0.001299s
0.001299s
0.000511s
0.001143s
0.001139s
0.000885;0.002483;0.005681;0.005680;2.94;231;99
2.93;231;1;1;1;0;1;1536;0;1;0.000913s
0.001238s
0.001911s
0.002063s
0.001899s
0.001814;0.005205;0.011575;0.011574;2.93;231;100
2.92;230;1;1;1;0;1;2048;0;1;0.001195s
0.002781s
0.002492s
0.002787s
0.001968s
0.002840;0.005052;0.014603;0.014602;2.92;230;99
2.93;230;1;1;1;0;1;2560;0;1;0.001303s
0.003294s
0.002152s
0.003297s
0.002269s
0.002229;0.006405;0.021625;0.021624;2.93;230;99
2.91;231;1;1;1;0;1;3072;0;1;0.003266s
0.004289s
0.002737s
0.004349s
0.001536s
0.003294;0.007926;0.024999;0.024998;2.91;231;100
2.93;231;1;1;1;0;1;3584;0;1;0.004099s
0.004634s
0.004358s
0.002034s
0.003570s
0.004501;0.007921;0.026975;0.026974;2.93;231;99
2.93;232;1;1;1;0;1;4096;0;1;0.004018s
0.003836s
0.005604s
0.005513s
0.003710s
0.004094;0.009987;0.036505;0.036504;2.93;232;99
2.95;232;1;1;1;0;1;4608;0;1;0.004016s
0.006981s
0.003957s
0.006173s
0.004129s
0.003838;0.010289;0.036177;0.036176;2.95;232;99
2.95;232;1;1;1;0;1;5120;0;1;0.003236s
0.006288s
0.007215s
0.004872s
0.006571s
0.006940;0.013989;0.042231;0.042230;2.95;232;99
2.95;232;1;1;1;0;1;5632;0;1;0.006020s
0.005000s
0.003382s
0.007377s
0.005947s
0.007413;0.018935;0.045153;0.045152;2.95;232;99
2.96;230;1;1;1;0;1;6144;0;1;0.007986s
0.007774s
0.003587s
0.003926s
0.009066s
0.007972;0.014899;0.048405;0.048404;2.96;230;99
2.93;231;1;1;1;0;1;6656;0;1;0.005586s
0.005900s
0.007531s
0.008207s
0.005799s
0.006108;0.020160;0.059230;0.059229;2.93;231;99
2.94;230;1;1;1;0;1;7168;0;1;0.004115s
0.008991s
0.005969s
0.008954s
0.006132s
0.005914;0.018710;0.065724;0.065723;2.94;230;99
2.92;232;1;1;1;0;1;7680;0;1;0.004849s
0.009177s
0.009423s
0.009613s
0.010043s
0.009525;0.015886;0.061356;0.061355;2.92;232;99
2.93;231;1;1;1;0;1;8192;0;1;0.005011s
0.010291s
0.007635s
0.010070s
0.010120s
0.010113;0.025301;0.067772;0.067771;2.93;231;100
2.92;232;1;1;1;0;2;512;0;1;0.000498s
0.000664s
0.000634s
0.000749s
0.000518s
0.000627;0.001966;0.004286;0.004285;2.92;232;99
2.94;231;1;1;1;0;2;1024;0;1;0.001683s
0.000852s
0.001402s
0.001569s
0.001653s
0.002025;0.003878;0.008307;0.008306;2.94;231;99
2.92;231;1;1;1;0;2;1536;0;1;0.002605s
0.002264s
0.002572s
0.001229s
0.001865s
0.002267;0.004201;0.013217;0.013216;2.92;231;99
2.92;230;1;1;1;0;2;2048;0;1;0.001645s
0.002932s
0.003177s
0.003638s
0.002865s
0.003947;0.007479;0.017194;0.017193;2.92;230;99
2.92;231;1;1;1;0;2;2560;0;1;0.003959s
0.002598s
0.002016s
0.003565s
0.004575s
0.003973;0.009413;0.021730;0.021729;2.92;231;99
2.92;231;1;1;1;0;2;3072;0;1;0.004004s
0.004405s
0.004828s
0.004744s
0.005301s
0.002598;0.010720;0.023654;0.023653;2.92;231;99
2.92;231;1;1;1;0;2;3584;0;1;0.005133s
0.003937s
0.003280s
0.003381s
0.003963s
0.003886;0.012355;0.035760;0.035759;2.92;231;99
2.92;230;1;1;1;0;2;4096;0;1;0.003954s
0.005308s
0.004965s
0.004480s
0.003870s
0.004933;0.012666;0.037946;0.037945;2.92;230;99
2.90;230;1;1;1;0;2;4608;0;1;0.006230s
0.007525s
0.006904s
0.004101s
0.006909s
0.008512;0.015809;0.043650;0.043649;2.90;230;100
2.93;230;1;1;1;0;2;5120;0;1;0.004172s
0.006489s
0.008268s
0.006527s
0.008222s
0.009054;0.016313;0.044077;0.044076;2.93;230;99
2.89;230;1;1;1;0;2;5632;0;1;0.010094s
0.006450s
0.008674s
0.008720s
0.008130s
0.004836;0.018839;0.053640;0.053638;2.89;230;100
2.92;230;1;1;1;0;2;6144;0;1;0.006092s
0.009151s
0.004890s
0.007753s
0.009092s
0.007734;0.020538;0.055075;0.055074;2.92;230;99
2.93;231;1;1;1;0;2;6656;0;1;0.009182s
0.011793s
0.005710s
0.008958s
0.008107s
0.007673;0.021834;0.070545;0.070544;2.93;231;99
2.93;231;1;1;1;0;2;7168;0;1;0.006634s
0.006279s
0.010101s
0.009880s
0.013033s
0.011069;0.020773;0.064229;0.064228;2.93;231;99
2.92;231;1;1;1;0;2;7680;0;1;0.006343s
0.011333s
0.009288s
0.011009s
0.011228s
0.007904;0.022408;0.071042;0.071041;2.92;231;99
2.93;230;1;1;1;0;2;8192;0;1;0.008902s
0.014102s
0.008813s
0.011623s
0.010267s
0.009981;0.032173;0.075077;0.075076;2.93;230;99
2.84;228;1;1;1;0;3;512;0;1;0.000413s
0.000477s
0.000461s
0.000577s
0.000455s
0.000247;0.001270;0.004265;0.004264;2.84;228;100
2.85;228;1;1;1;0;3;1024;0;1;0.001074s
0.001001s
0.000605s
0.000895s
0.000763s
0.000705;0.002041;0.008293;0.008292;2.85;228;100
2.83;228;1;1;1;0;3;1536;0;1;0.001672s
0.001720s
0.002317s
0.001742s
0.002416s
0.000952;0.003327;0.010886;0.010885;2.83;228;99
2.83;229;1;1;1;0;3;2048;0;1;0.002358s
0.003094s
0.002018s
0.002755s
0.001202s
0.002085;0.003683;0.015559;0.015558;2.83;229;100
2.82;228;1;1;1;0;3;2560;0;1;0.001658s
0.002607s
0.002769s
0.003875s
0.003087s
0.001957;0.006160;0.018023;0.018022;2.82;228;99
2.84;229;1;1;1;0;3;3072;0;1;0.001954s
0.002574s
0.002218s
0.003270s
0.002160s
0.004345;0.005842;0.016942;0.016941;2.84;229;99
2.84;229;1;1;1;0;3;3584;0;1;0.002542s
0.002922s
0.004849s
0.004052s
0.003883s
0.005418;0.006437;0.017268;0.017268;2.84;229;99
2.84;230;1;1;1;0;3;4096;0;1;0.005138s
0.004658s
0.006517s
0.006482s
0.004413s
0.002644;0.007372;0.026634;0.026633;2.84;230;99
2.84;230;1;1;1;0;3;4608;0;1;0.005439s
0.006681s
0.007199s
0.002819s
0.002772s
0.006066;0.008765;0.027731;0.027730;2.84;230;99
2.82;230;1;1;1;0;3;5120;0;1;0.005708s
0.006321s
0.007377s
0.003490s
0.005429s
0.006978;0.009019;0.037062;0.037061;2.82;230;99
2.84;229;1;1;1;0;3;5632;0;1;0.005949s
0.003516s
0.007456s
0.006053s
0.007188s
0.005702;0.009744;0.039220;0.039219;2.84;229;99
2.83;229;1;1;1;0;3;6144;0;1;0.008756s
0.007042s
0.005869s
0.004109s
0.007204s
0.009061;0.014178;0.043968;0.043967;2.83;229;99
2.83;229;1;1;1;0;3;6656;0;1;0.004957s
0.008803s
0.007241s
0.006623s
0.009162s
0.008052;0.013427;0.046252;0.046252;2.83;229;99
2.82;230;1;1;1;0;3;7168;0;1;0.008358s
0.008024s
0.007696s
0.008134s
0.007656s
0.009943;0.012530;0.050682;0.050681;2.82;230;100
2.85;228;1;1;1;0;3;7680;0;1;0.007541s
0.009259s
0.011074s
0.011519s
