9000	0.205969
8800	0.200649
8600	0.209799
8400	0.200217
8200	0.213971
8000	0.209812
7800	0.200424
7600	0.212180
7400	0.210318
7200	0.209800
7000	0.203284
6800	0.211766
6600	0.209674
6400	0.206672
6200	0.201445
6000	0.210476
5800	0.209770
5600	0.207971
5400	0.205289
5200	0.210794
5000	0.206076
4800	0.209354
4600	0.214001
4400	0.215189
4200	0.216514
4000	0.211747
3800	0.211310
3600	0.212653
3400	0.223832
3200	0.224138
3000	0.222254
2800	0.228018
2600	0.229588
2400	0.236430
2200	0.242967
2000	0.240342
1800	0.263422
1600	0.272092
1400	0.289131
1200	0.317316
1000	0.365628
800	0.431974
600	0.546670
400	0.775623
