comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  bandwidths(Mbs)  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.41          212                1                  0    6        512       2         1         0         1         0         0         1500             81920       0           0           .000135      NA          .004774           .025195             .025195            .030000              32            107
1.41          212                1                  0    6        512       2         1         0         1         0         0         300              81920       0           0           .000185      NA          .007751           .136302             .136302            .143333              33            35
1.57          211                1                  0    6        512       2         1         0         2         0         0         1500             81920       0           0           .000235      NA          .002788           .003230             .003230            .028333              23            78
1.43          212                1                  0    6        512       2         1         0         2         0         0         300              81920       0           0           .000165      NA          .002492           .002809             .002809            .140000              22            15
1.59          212                1                  0    6        512       2         1         0         3         0         0         1500             81920       0           0           .000125      NA          .001165           .001065             .001065            .005000              13            211
1.30          213                1                  0    6        512       2         1         0         3         0         0         300              81920       0           0           .000119      NA          .001426           .001326             .001326            .005000              13            300
1.58          211                1                  0    6        512       2         1         0         4         0         0         1500             81920       0           0           .000118      NA          .001973           .001839             .001839            .006666              18            285
1.78          212                1                  0    6        512       2         1         0         4         0         0         300              81920       0           0           .000140      NA          .001722           .001647             .001647            .006666              17            260
1.41          212                1                  0    6        512       2         1         0         5         0         0         1500             81920       0           0           .000163      NA          .001449           .001344             .001344            .005000              17            255
1.42          212                1                  0    6        512       2         1         0         5         0         0         300              81920       0           0           .000106      NA          .001595           .001528             .001528            .005000              17            296
1.44          211                1                  0    6        512       2         1         0         6         0         0         1500             81920       0           0           .000017      NA          .000654           .000551             .000550            .003333              7             214
1.53          212                1                  0    6        512       2         1         0         6         0         0         300              81920       0           0           .000018      NA          .000720           .000601             .000601            .001666              7             282
