comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
1.51;212;1;1;1;0;1;4096;0;0;0.001702;NA;0.011037;0.010438;0.010437;0.01;5;94
1.48;213;1;1;1;0;2;4096;0;0;0.002907;NA;0.010262;0.012987;0.012986;0.02;5;85
1.59;212;1;1;1;0;3;4096;0;0;0.002277;NA;0.003969;0.008284;0.008283;0.01;5;64
1.60;210;1;1;1;0;4;4096;0;0;0.001241;NA;0.003912;0.009484;0.009483;0.02;5;43
1.51;211;1;1;1;0;5;4096;0;0;0.002393;NA;0.009798;0.013927;0.013926;0.02;5;81
1.55;210;1;1;1;0;6;4096;0;0;0.000989;NA;0.002513;0.002859;0.002858;0.01;4;80
1.56;215;1;8;1;0;1;4096;0;0;0.001796;NA;0.011008;0.010242;0.010241;0.01;5;105
1.67;213;1;8;1;0;2;4096;0;0;0.003064;NA;0.009448;0.011314;0.011313;0.01;6;94
1.59;213;1;8;1;0;3;4096;0;0;0.002320;NA;0.005547;0.007597;0.007596;0.01;5;85
1.65;212;1;8;1;0;4;4096;0;0;0.001471;NA;0.005104;0.008843;0.008842;0.02;5;54
1.41;213;1;8;1;0;5;4096;0;0;0.002227;NA;0.006752;0.010225;0.010224;0.01;5;82
1.64;212;1;8;1;0;6;4096;0;0;0.001331;NA;0.003283;0.002529;0.002528;0.00;5;125
