nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;19;10;0.73013;86;NA;26.3058;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;29;20;2.0404;105;NA;78.2259;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;39;30;3.46282;128;NA;130.196;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;49;40;6.26229;162;NA;234.06;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;59;50;9.5582;209;NA;363.896;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;69;60;13.216;260;NA;493.783;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;79;70;17.6318;328;NA;675.562;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;89;80;23.0926;410;NA;883.314;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;99;90;29.2037;479;NA;1117.04;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;109;100;35.7777;585;NA;1376.73;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;119;110;43.6057;676;NA;1662.4;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;129;120;51.3209;781;NA;1974.04;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;139;130;60.6398;892;NA;2311.65;NA
bitcoin,bitcoincash,bitcoingold;43_set_intersection;BINARY;maldishonest;tinier;NA;NA;149;140;69.5086;1123;NA;2675.24;NA
