comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
2.78;223;1;0;128;1;0;1;4096;0;0;0.005293;NA;0.066041;0.059738;0.059737;0.08;35;97
2.78;225;1;0;128;1;0;1;8192;0;0;0.012354;NA;0.128517;0.110550;0.110549;0.14;67;112
2.78;224;1;0;128;1;0;1;40960;0;0;0.049480;NA;0.584709;0.500004;0.500003;0.63;321;111
2.75;223;1;0;128;1;0;2;4096;0;0;0.008993;NA;0.062583;0.066718;0.066717;0.09;39;89
2.76;221;1;0;128;1;0;2;8192;0;0;0.021498;NA;0.104163;0.120670;0.120669;0.16;75;89
2.73;222;1;0;128;1;0;2;40960;0;0;0.096587;NA;0.487157;0.520236;0.520235;0.69;362;95
2.69;222;1;0;128;1;0;3;4096;0;0;0.008880;NA;0.047789;0.077344;0.077343;0.10;27;71
2.70;221;1;0;128;1;0;3;8192;0;0;0.017762;NA;0.086038;0.128520;0.128519;0.17;51;71
2.70;222;1;0;128;1;0;3;40960;0;0;0.086189;NA;0.411819;0.599978;0.599977;0.76;243;75
2.69;222;1;0;128;1;0;4;4096;0;0;0.007746;NA;0.041236;0.066516;0.066515;0.09;27;70
2.70;221;1;0;128;1;0;4;8192;0;0;0.016280;NA;0.087683;0.124247;0.124246;0.16;51;75
2.69;221;1;0;128;1;0;4;40960;0;0;0.079634;NA;0.441524;0.548114;0.548113;0.71;242;84
2.72;222;1;0;128;1;0;5;4096;0;0;0.008003;NA;0.055143;0.075628;0.075627;0.10;31;75
2.71;222;1;0;128;1;0;5;8192;0;0;0.016342;NA;0.097742;0.129952;0.129950;0.18;59;77
2.71;223;1;0;128;1;0;5;40960;0;0;0.087042;NA;0.450570;0.577104;0.577103;0.75;283;81
2.66;221;1;0;128;1;0;6;4096;0;0;0.003371;NA;0.013475;0.015112;0.015110;0.04;23;77
2.66;225;1;0;128;1;0;6;8192;0;0;0.010521;NA;0.034429;0.035993;0.035992;0.07;43;97
2.69;226;1;0;128;1;0;6;40960;0;0;0.042204;NA;0.148015;0.170469;0.170468;0.29;203;91
1.77;198;1;0;256;1;0;1;4096;0;0;0.042396;NA;0.147950;0.164415;0.164414;0.28;203;94
1.74;198;1;0;256;1;0;1;8192;0;0;0.042054;NA;0.153430;0.168755;0.168754;0.29;207;92
1.75;198;1;0;256;1;0;1;40960;0;0;0.042369;NA;0.161420;0.176741;0.176740;0.30;203;92
1.76;197;1;0;256;1;0;2;4096;0;0;0.042232;NA;0.147566;0.167054;0.167052;0.29;203;91
1.74;198;1;0;256;1;0;2;8192;0;0;0.042812;NA;0.145907;0.168719;0.168719;0.29;203;92
1.75;197;1;0;256;1;0;2;40960;0;0;0.041851;NA;0.147580;0.167319;0.167317;0.29;203;87
1.76;197;1;0;256;1;0;3;4096;0;0;0.042746;NA;0.147268;0.161405;0.161404;0.28;203;95
1.74;197;1;0;256;1;0;3;8192;0;0;0.042793;NA;0.143284;0.168950;0.168949;0.29;203;91
1.76;197;1;0;256;1;0;3;40960;0;0;0.042511;NA;0.147088;0.161035;0.161035;0.28;203;94
1.76;197;1;0;256;1;0;4;4096;0;0;0.041964;NA;0.147063;0.166144;0.166143;0.28;203;92
1.74;198;1;0;256;1;0;4;8192;0;0;0.042787;NA;0.163653;0.170453;0.170452;0.29;203;97
1.76;197;1;0;256;1;0;4;40960;0;0;0.041865;NA;0.146062;0.169333;0.169332;0.29;203;90
1.75;197;1;0;256;1;0;5;4096;0;0;0.041847;NA;0.145924;0.161774;0.161773;0.27;203;93
1.75;197;1;0;256;1;0;5;8192;0;0;0.042513;NA;0.176471;0.166256;0.166255;0.28;203;103
1.75;197;1;0;256;1;0;5;40960;0;0;0.041778;NA;0.146269;0.161039;0.161038;0.27;203;94
1.75;199;1;0;256;1;0;6;4096;0;0;0.043047;NA;0.147411;0.175100;0.175100;0.29;203;90
1.76;197;1;0;256;1;0;6;8192;0;0;0.042579;NA;0.145008;0.162795;0.162794;0.28;203;93
1.76;198;1;0;256;1;0;6;40960;0;0;0.042020;NA;0.145628;0.167873;0.167872;0.28;203;91
2.94;236;1;1;128;1;0;1;4096;0;0;0.005412;NA;0.097774;0.065481;0.065480;0.10;39;134
2.94;237;1;1;128;1;0;1;8192;0;0;0.012473;NA;0.234486;0.133160;0.133159;0.18;70;160
2.92;237;1;1;128;1;0;1;40960;0;0;0.050580;NA;0.947883;0.611685;0.611685;0.75;324;145
2.90;236;1;1;128;1;0;2;4096;0;0;0.009452;NA;0.095220;0.083163;0.083162;0.11;43;114
2.89;236;1;1;128;1;0;2;8192;0;0;0.020140;NA;0.171943;0.147793;0.147792;0.20;79;114
2.90;234;1;1;128;1;0;2;40960;0;0;0.094251;NA;0.823467;0.692346;0.692345;0.86;366;115
2.87;235;1;1;128;1;0;3;4096;0;0;0.006229;NA;0.053595;0.084294;0.084293;0.12;31;73
2.87;235;1;1;128;1;0;3;8192;0;0;0.018378;NA;0.115895;0.157150;0.157149;0.22;55;80
2.88;235;1;1;128;1;0;3;40960;0;0;0.086725;NA;0.501752;0.728374;0.728373;0.92;246;74
2.86;233;1;1;128;1;0;4;4096;0;0;0.007217;NA;0.060424;0.085750;0.085749;0.12;31;79
