nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;16;0.0190119;NA;~14;0.644096;1.60922
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;36;0.020697;NA;~14;0.649216;1.62074
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;56;0.0394542;NA;~16;0.974336;3.23226
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;76;0.0425182;NA;~16;0.979456;3.24378
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;96;0.0650672;NA;~18;1.62458;4.8553
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;shamir;3;100;0.0632204;NA;~18;1.6256;4.8576
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;16;0.0184491;NA;~10;0.322048;0.806144
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;36;0.0254399;NA;~10;0.324608;0.813824
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;56;0.0320905;NA;~12;0.487168;1.6215
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;76;0.0410533;NA;~12;0.489728;1.62918
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;96;0.0496733;NA;~14;0.812288;2.43686
bitcoin,bitcoincash,bitcoingold;35_set_intersection;FIELD;semihonest;replicated-field;3;100;0.0627025;NA;~14;0.8128;2.4384
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;16;0.00723744;NA;~10;0.161024;0.403072
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;36;0.0089655;NA;~10;0.162304;0.406912
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;56;0.00986804;NA;~10;0.163584;0.410752
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;76;0.014955;NA;~12;0.244864;0.814592
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;96;0.0114544;NA;~12;0.246144;0.818432
bitcoin,bitcoincash,bitcoingold;35_set_intersection;RING;semihonest;replicated-ring;3;100;0.0123907;NA;~12;0.2464;0.8192
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;16;0.0437082;NA;NA;0.12084;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;36;0.068695;NA;NA;0.27182;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;56;0.105547;NA;NA;0.4228;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;76;0.129291;NA;NA;0.57378;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;96;0.165695;NA;NA;0.72476;NA
bitcoin,bitcoincash,bitcoingold;35_set_intersection;BINARY;semihonest;replicated-bin;3;100;0.173431;NA;NA;0.754956;NA
