nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;16;0.00277732;NA;~3;0.001024;0.002304
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;36;0.00178838;NA;~3;0.002304;0.005184
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;56;0.00193212;NA;~3;0.003584;0.008064
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;76;0.00176753;NA;~3;0.004864;0.010944
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;96;0.00235541;NA;~3;0.006144;0.013824
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;100;0.00202974;NA;~3;0.0064;0.0144
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;16;0.00136675;NA;~2;0.000512;0.001536
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;36;0.00154778;NA;~2;0.001152;0.003456
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;56;0.00183855;NA;~2;0.001792;0.005376
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;76;0.00147189;NA;~2;0.002432;0.007296
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;96;0.00122314;NA;~2;0.003072;0.009216
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;100;0.00229745;NA;~2;0.0032;0.0096
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;16;0.00184816;NA;~2;0.000256;0.000768
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;36;0.00184497;NA;~2;0.000576;0.001728
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;56;0.00112673;NA;~2;0.000896;0.002688
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;76;0.00112808;NA;~2;0.001216;0.003648
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;96;0.00195022;NA;~2;0.001536;0.004608
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;100;0.00180334;NA;~2;0.0016;0.0048
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;16;0.0175787;NA;NA;0.03192;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;36;0.026025;NA;NA;0.07176;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;56;0.0342974;NA;NA;0.1116;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;76;0.0460173;NA;NA;0.15144;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;96;0.0544174;NA;NA;0.19128;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;100;0.0548681;NA;NA;0.199248;NA
