nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;101;10;0.456387;22;~236;13.8496;38.1504
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;401;20;0.666475;25;~836;13.9264;38.5536
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;901;30;0.970657;22;~1836;14.0544;39.2256
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;1601;40;1.43595;22;~3236;14.2336;40.1664
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;2501;50;2.07801;24;~5036;14.464;41.376
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;3601;60;2.81696;26;~7236;14.7456;42.8544
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;4901;70;3.52943;26;~9836;15.0784;44.6016
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;6401;80;4.86659;33;~12836;15.4624;46.6176
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;8101;90;5.4575;34;~16236;15.8976;48.9024
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;10001;100;7.14575;39;~20036;16.384;51.456
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;12101;110;8.5871;37;~24263;30.7456;92.2944
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;atlas;NA;NA;14401;120;9.57049;39;~28863;31.3344;95.3856
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;101;10;0.0460805;20;~201;0.0256;0.1344
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;401;20;0.177326;16;~801;0.1024;0.5376
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;901;30;0.518257;17;~1801;0.2304;1.2096
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;1601;40;0.972958;20;~3201;0.4096;2.1504
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;2501;50;1.40711;19;~5001;0.64;3.36
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;3601;60;2.20324;22;~7201;0.9216;4.8384
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;4901;70;3.17741;22;~9801;1.2544;6.5856
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;6401;80;4.0064;26;~12801;1.6384;8.6016
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;8101;90;5.16765;27;~16201;2.0736;10.8864
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;10001;100;6.61284;31;~20001;2.56;13.44
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;12101;110;7.72759;31;~24201;3.0976;16.2624
bitcoin,bitcoincash,bitcoingold,dogecoin,dogecoincash,dogecoingold,ether,ethercash,ethergold;32_matrix_add;FIELD;semihonest;shamir;NA;NA;14401;120;9.08005;34;~28801;3.6864;19.3536
