nodes;program;c.domain;adv.model;protocol;partysize;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;30;0.0662934;NA;~248;0.703392;1.78536
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;60;0.109993;NA;~488;0.766752;1.97064
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;shamir;3;90;0.138359;NA;~728;0.830112;2.15592
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;30;0.183952;NA;~451;2.92333;6.52514
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;60;0.263146;NA;~871;2.96653;6.64994
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;atlas;3;90;0.325159;NA;~1291;3.00973;6.77474
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;30;0.0395458;NA;~216;0.351696;0.894144
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;60;0.0688278;NA;~426;0.383376;0.988224
ether,ethercash,ethergold;35_set_intersection;FIELD;semihonest;replicated-field;3;90;0.095584;NA;~636;0.415056;1.0823
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;30;0.0682794;NA;~322;0.40409;0.97103
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;60;0.101278;NA;~562;0.40694;0.9791
ether,ethercash,ethergold;35_set_intersection;RING;semihonest;replicated-ring;3;90;0.119288;NA;~802;0.40979;0.98717
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;30;0.0848017;NA;NA;0.009986;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;60;0.214955;NA;NA;0.019916;NA
ether,ethercash,ethergold;35_set_intersection;BINARY;semihonest;replicated-bin;3;90;0.293632;NA;NA;0.029846;NA
