nodes;program;c.domain;adv.model;protocol;comp.intbits;comp.inttriples;comp.vmrounds;input_size;runtime(s);maxPhyRAM(MiB);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;85280;52480;6581;20;132.267;395;~30693;6318.35;18941.7
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;mascot;8340800;5132800;641801;200;12642.8;427;~2984431;608539;1.82432e+06
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;lowgear;85280;52480;6581;20;1331.99;1259;~29775;364.448;1070.3
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;lowgear;8340800;5132800;641801;200;4954.49;172;~2882239;33253.7;97600.9
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;highgear;85280;52480;6581;20;3598.24;2618;~29299;463.326;1542.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;maldishonest;highgear;8340800;5132800;641801;200;6921.69;365;~2834679;30318;103217
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;cowgear;85280;52480;6581;20;60.9423;165;~29775;364.448;1070.3
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;cowgear;8340800;5132800;641801;200;4926.43;170;~2882239;33253.7;97600.9
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;chaigear;85280;52480;6581;20;153.669;1252;~29299;463.327;1542.46
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;covertdishonest;chaigear;8340800;5132800;641801;200;6937.71;364;~2834679;30318;103217
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;semi;85280;52480;6581;20;31.4459;64;~27564;1148.72;3437.26
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;semi;8340800;5132800;641801;200;3167.19;62;~2687824;111354;333198
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;hemi;85280;52480;6581;20;10.9105;46;~27059;62.3764;178.239
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;hemi;8340800;5132800;641801;200;1034.92;46;~2638863;6040.53;17256.7
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;85280;52480;6581;20;9.01834;41;~27162;75.6758;164.651
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;temi;8340800;5132800;641801;200;837.045;33;~2648734;7327.43;15941.8
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;soho;85280;52480;6581;20;13.8889;169;~26695;87.5637;256.554
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semidishonest;soho;8340800;5132800;641801;200;1182.04;111;~2603037;7233.89;21103.7
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;85280;52480;6581;20;2.31016;23;~6702;28.8279;86.4836
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-shamir;8340800;5132800;641801;200;227.868;24;~652594;2616.5;7849.18
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;85280;52480;6581;20;1.67538;23;~6676;9.85577;29.5673
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;malicious-rep-field;8340800;5132800;641801;200;166.188;23;~650218;902.406;2707.06
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;ps-rep-field;85280;52480;6581;20;1.70853;23;~6676;7.81545;23.4463
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;ps-rep-field;8340800;5132800;641801;200;176.859;24;~650218;737.811;2213.27
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;sy-rep-field;85280;52480;6581;20;2.39531;27;~6756;8.41921;25.2576
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;malhonest;sy-rep-field;8340800;5132800;641801;200;242.872;31;~657224;789.516;2368.39
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;85280;52480;6581;20;1.62132;16;~7439;6.50688;19.4803
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;shamir;8340800;5132800;641801;200;158.616;16;~723871;612.269;1832.63
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;atlas;85280;52480;6581;20;8.88959;20;~13301;18.2677;44.6829
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;atlas;8340800;5132800;641801;200;295.118;23;~1295495;1559.34;3870.79
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;replicated-field;85280;52480;6581;20;1.35431;16;~6599;3.25344;9.76032
dogecoin,dogecoincash,dogecoingold;35_set_intersection;FIELD;semihonest;replicated-field;8340800;5132800;641801;200;121.637;16;~643471;306.134;918.243
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;maldishonest;spdz2k;51660;51660;6581;20;115.022;832;~31900;4555.78;13650.3
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;maldishonest;spdz2k;5052600;5052600;641801;200;10927.4;897;~3098276;439621;1.3172e+06
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semidishonest;semi2k;51660;51660;6581;20;10.4273;33;~27360;485.505;1451.52
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;semidishonest;semi2k;5052600;5052600;641801;200;920.776;33;~2668260;47179;141051
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;brain;51660;51660;6581;20;2.51705;29;~6871;25.399;76.1971
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;brain;5052600;5052600;641801;200;238.024;30;~666091;2153.15;6459.52
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;malicious-rep-ring;51660;51660;6581;20;1.41217;21;~6721;6.23639;18.7092
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;malicious-rep-ring;5052600;5052600;641801;200;138.742;22;~653441;537.124;1611.37
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;ps-rep-ring;51660;51660;6581;20;1.49315;22;~6697;5.08428;15.2528
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;ps-rep-ring;5052600;5052600;641801;200;136.394;25;~651412;455.97;1367.91
dogecoin,dogecoincash,dogecoingold;35_set_intersection;RING;malhonest;sy-rep-ring;51660;51660;6581;20;1.55255;28;~7069;5.20059;15.6004
