comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);ssl;datatype;optshare;packbool;protocol;input_size;preprocess;splitroles;inittime(s);preproc(s);runtime_clock(s);runtime_getTime(s);runtime_chrono(s);runtime_external(s);peakRAM(MiB);jobCPU(%)
0.01;3;1;1;64;1;0;1;512;0;1;.002952;NA;.038718;.167958;.167952;0.05;9;318
0.01;3;1;1;64;1;0;1;1024;0;1;.004470;NA;.075318;.376674;.376668;0.09;11;228
0.01;3;1;1;64;1;0;2;512;0;1;.003438;NA;.029934;.156630;.156624;0.05;9;309
0.01;3;1;1;64;1;0;2;1024;0;1;.006030;NA;.055542;.348840;.348834;0.09;11;196
0.01;3;1;1;64;1;0;3;512;0;1;.001656;NA;.023178;.125544;.125538;0.04;9;323
0.01;3;1;1;64;1;0;3;1024;0;1;.003426;NA;.043614;.261852;.261846;0.07;11;252
0.01;3;1;1;64;1;0;4;512;0;1;.001992;NA;.021312;.123624;.123618;0.04;9;358
0.02;3;1;1;64;1;0;4;1024;0;1;.003000;NA;.041274;.250764;.250758;0.07;10;261
0.01;3;1;1;64;1;0;5;512;0;1;.001734;NA;.021366;.150414;.150408;0.05;9;271
0.01;3;1;1;64;1;0;5;1024;0;1;.003912;NA;.046734;.259236;.259230;0.07;10;262
0.02;3;1;1;64;1;0;6;512;0;1;.000690;NA;.008742;.035376;.035370;0.03;8;385
0.01;3;1;1;64;1;0;6;1024;0;1;.001374;NA;.014292;.065304;.065298;0.04;9;302
