program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
31;FIELD;semihonest;shamir;3;0.34;29;1;4;0.0215219;0.11;15;56;~38;0.648352;1.13651
31;FIELD;semihonest;shamir;3;0.18;18;1;6;0.0253968;0.10;15;63;~54;0.652512;1.14474
31;FIELD;semihonest;shamir;3;0.17;18;1;8;0.0286049;0.11;15;59;~70;0.656672;1.15296
31;FIELD;semihonest;shamir;3;0.18;18;1;10;0.0303811;0.12;15;51;~86;0.660832;1.16118
31;FIELD;semihonest;shamir;3;0.17;18;1;12;0.0284782;0.11;15;60;~102;0.664992;1.16941
31;FIELD;semihonest;shamir;3;0.17;18;1;14;0.0326652;0.12;15;61;~118;0.669152;1.17763
31;FIELD;malhonest;malicious-shamir;3;0.34;29;1;4;0.10975;0.18;22;73;~50;3.53675;8.21002
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;6;0.117547;0.20;22;77;~64;3.54494;8.23446
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;8;0.113728;0.19;22;79;~78;3.55314;8.25891
31;FIELD;malhonest;malicious-shamir;3;0.18;18;1;10;0.166597;0.26;21;71;~92;3.56133;8.28336
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;12;0.125834;0.21;22;79;~106;3.56952;8.30781
31;FIELD;malhonest;malicious-shamir;3;0.17;18;1;14;0.170353;0.25;22;80;~120;3.57771;8.33226
31;RING;semihonest;replicated-ring;3;0.17;18;1;4;0.010072;0.09;15;49;~35;0.082488;0.247408
31;RING;semihonest;replicated-ring;3;0.18;18;1;6;0.0121724;0.10;17;47;~49;0.083528;0.250496
31;RING;semihonest;replicated-ring;3;0.17;18;1;8;0.0151145;0.10;14;41;~63;0.084568;0.253584
31;RING;semihonest;replicated-ring;3;0.18;18;1;10;0.0134729;0.09;15;54;~77;0.085608;0.256672
31;RING;semihonest;replicated-ring;3;0.18;18;1;12;0.0157181;0.11;13;49;~91;0.086648;0.25976
31;RING;semihonest;replicated-ring;3;0.18;18;1;14;0.0181286;0.10;17;56;~105;0.087688;0.262848
