program;c.domain;adv.model;protocol;partysize;comp.time(s);comp.peakRAM(MiB);bin.filesize(MiB);latencies(ms);input_size;runtime_internal(s);runtime_external(s);peakRAM(MiB);jobCPU(%);P0commRounds;P0dataSent(MB);ALLdataSent(MB)
33;FIELD;semidishonest;hemi;3;NA;NA;NA;50;30;90.5736;92.35;14;0;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;0.68;34;1;0;30;0.217096;0.28;14;42;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;5;30;9.52523;9.74;14;2;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;10;30;18.575;18.91;14;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;15;30;27.5644;28.02;16;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;20;30;36.5584;37.16;14;0;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;25;30;45.5752;46.28;15;0;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;30;30;54.5743;55.40;13;0;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;35;30;63.5685;64.51;14;0;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;40;30;72.5663;73.62;14;0;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;45;30;81.5379;82.71;13;0;~3600;0.0144;0.0288
33;FIELD;semidishonest;semi;3;NA;NA;NA;50;30;90.5693;91.87;14;0;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;0.68;34;1;0;30;0.133954;0.22;17;56;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;5;30;9.52232;9.79;17;3;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;10;30;18.5743;19.03;17;2;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;15;30;27.5625;28.21;17;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;20;30;36.5632;37.40;19;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;25;30;45.5641;46.59;17;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;30;30;54.547;55.75;17;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;35;30;63.5676;64.95;17;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;40;30;72.5659;74.14;17;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;45;30;81.5642;83.33;17;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;temi;3;NA;NA;NA;50;30;90.565;92.51;17;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;0.68;34;1;0;30;0.173136;0.50;56;74;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;5;30;9.52698;9.87;49;4;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;10;30;18.5685;19.12;47;2;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;15;30;27.5593;28.30;50;2;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;20;30;36.5646;37.53;50;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;25;30;45.5647;46.72;47;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;30;30;54.5669;55.94;50;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;35;30;63.5512;65.12;47;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;40;30;72.5721;74.36;50;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;45;30;81.5636;83.56;50;1;~3600;0.0144;0.0288
33;FIELD;semidishonest;soho;3;NA;NA;NA;50;30;90.5637;92.77;47;1;~3600;0.0144;0.0288
33;BINARY;malhonest;malicious-rep-bin;3;7.72;376;3;0;30;3.01897;3.12;32;105;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;5;30;200.048;200.35;34;8;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;10;30;380.774;381.29;35;4;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;15;30;560.747;561.44;34;3;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;20;30;739.746;740.64;34;3;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;25;30;920.636;921.71;34;2;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;30;30;1100.32;1101.58;34;1;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;35;30;1280.37;1281.82;35;1;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;40;30;1460.64;1462.27;36;1;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;45;30;1640.7;1642.51;35;1;NA;4.83932;NA
33;BINARY;malhonest;malicious-rep-bin;3;NA;NA;NA;50;30;1821.09;1823.09;34;1;NA;4.83932;NA
33;BINARY;malhonest;malicious-ccd;3;7.72;376;3;0;30;15.501;15.61;37;173;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;5;30;199.673;199.99;37;19;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;10;30;381.885;382.39;37;10;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;15;30;562.714;563.42;35;7;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;20;30;743.944;744.83;37;5;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;25;30;924.951;926.03;36;4;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;30;30;1105.84;1107.11;35;3;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;35;30;1286.69;1288.14;37;2;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;40;30;1467.81;1469.45;35;2;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;45;30;1649.04;1650.86;37;2;NA;30.8438;NA
33;BINARY;malhonest;malicious-ccd;3;NA;NA;NA;50;30;1830.13;1832.13;36;2;NA;30.8438;NA
33;BINARY;malhonest;ps-rep-bin;3;7.72;376;3;0;30;14.3791;14.49;389;101;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;5;30;201.45;201.76;389;11;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;10;30;382.917;383.43;389;6;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;15;30;564.972;565.68;387;4;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;20;30;746.189;747.09;388;3;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;25;30;927.506;928.65;387;2;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;30;30;1109.14;1110.40;388;2;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;35;30;1290.3;1291.75;389;1;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;40;30;1471.56;1473.20;388;1;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;45;30;1652.63;1654.45;388;1;NA;71.3718;NA
33;BINARY;malhonest;ps-rep-bin;3;NA;NA;NA;50;30;1834.15;1836.27;388;1;NA;71.3718;NA
33;BINARY;malhonest;mal-shamir-bmr;3;7.72;376;3;0;30;23.8753;24.00;1216;157;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;5;30;186.777;187.08;1217;27;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;10;30;342.179;342.67;1221;15;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;15;30;496.474;497.13;1219;10;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;20;30;650.924;651.76;1219;8;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;25;30;805.564;806.58;1218;6;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;30;30;960.132;961.32;1218;5;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;35;30;1114.42;1115.79;1222;4;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;40;30;1269.08;1270.63;1223;4;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;45;30;1422.91;1424.63;1219;3;NA;1035.74;NA
33;BINARY;malhonest;mal-shamir-bmr;3;NA;NA;NA;50;30;1578;1579.89;1227;3;NA;1035.74;NA
33;BINARY;semihonest;shamir-bmr;3;7.72;376;3;0;30;24.4651;24.58;1033;94;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;5;30;312.8;313.10;1035;9;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;10;30;593.157;593.64;1038;4;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;15;30;872.616;873.28;1037;3;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;20;30;1153.8;1154.64;1044;2;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;25;30;1433.03;1434.04;1038;1;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;30;30;1712.54;1713.73;1037;1;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;35;30;1994.9;1996.28;1044;1;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;40;30;2274.17;2275.71;1040;1;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;45;30;2555.97;2557.69;1037;1;NA;317.371;NA
33;BINARY;semihonest;shamir-bmr;3;NA;NA;NA;50;30;2836.66;2838.55;1031;1;NA;317.371;NA
33;BINARY;semihonest;rep-bmr;3;7.72;376;3;0;30;12.3608;12.48;795;106;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;5;30;158.324;158.64;798;10;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;10;30;298.034;298.56;797;6;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;15;30;438.763;439.47;797;4;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;20;30;579.229;580.14;798;3;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;25;30;719.583;720.68;797;2;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;30;30;859.739;861.03;799;2;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;35;30;1000.41;1001.87;798;1;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;40;30;1140.15;1141.81;798;1;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;45;30;1279.97;1281.83;799;1;NA;154.654;NA
33;BINARY;semihonest;rep-bmr;3;NA;NA;NA;50;30;1421.18;1423.22;798;1;NA;154.654;NA
33;BINARY;semihonest;replicated-bin;3;7.72;376;3;0;30;10.8275;10.94;28;108;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;5;30;198.299;198.61;27;10;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;10;30;378.178;378.68;28;5;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;15;30;558.588;559.28;25;3;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;20;30;738.756;739.70;26;2;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;25;30;918.423;919.50;27;2;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;30;30;1098.63;1099.89;26;2;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;35;30;1278.65;1280.17;26;1;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;40;30;1458.57;1460.30;28;1;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;45;30;1638.71;1640.53;26;1;NA;0.283548;NA
33;BINARY;semihonest;replicated-bin;3;NA;NA;NA;50;30;1818.73;1820.74;27;1;NA;0.283548;NA
33;BINARY;semihonest;ccd;3;7.72;376;3;0;30;15.5916;15.70;34;178;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;5;30;198.184;198.50;34;18;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;10;30;378.856;379.36;32;10;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;15;30;558.711;559.41;33;6;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;20;30;738.713;739.61;33;5;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;25;30;918.812;919.89;33;4;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;30;30;1098.78;1100.05;32;3;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;35;30;1278.58;1280.11;34;3;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;40;30;1458.69;1460.42;32;2;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;45;30;1638.84;1640.65;33;2;NA;0.5805;NA
33;BINARY;semihonest;ccd;3;NA;NA;NA;50;30;1818.75;1820.87;33;2;NA;0.5805;NA
